N,a [mm],d [mm],my_theta [deg],p [mm],Freq [MHz],L [uH],R [¦¸],Q
4,50,1.2,49.9,0.6,6.78,1.155629162,0.391916657,125.6129262
4,50,1.2,49.9,0.8,6.78,1.099081658,0.363894115,128.6662045
4,50,1.2,49.9,1,6.78,1.050450278,0.333032314,134.3688769
4,50,1.2,49.9,1.2,6.78,1.001753667,0.317946511,134.219754
4,50,1.4,49.9,0.4,6.78,1.138782225,0.387230555,125.2796764
4,50,1.4,49.9,0.6,6.78,1.081991458,0.344742249,133.7023015
4,50,1.4,49.9,0.8,6.78,1.030826201,0.320516023,137.0077913
4,50,1.4,49.9,1,6.78,0.981146091,0.307884421,135.7549037
4,50,1.4,49.9,1.2,6.78,0.937541075,0.291285856,137.1135797
4,50,1.6,49.9,0.4,6.78,1.061663916,0.360916269,125.3112782
4,50,1.6,49.9,0.6,6.78,1.009923181,0.326455943,131.7872282
4,50,1.6,49.9,0.8,6.78,0.963787758,0.296786315,138.3397851
4,50,1.6,49.9,1,6.78,0.919761274,0.279563721,140.1534747
4,50,1.6,49.9,1.2,6.78,0.877487141,0.266652212,140.1861577
4,50,1.8,49.9,0.4,6.78,0.99337968,0.327999864,129.018257
4,50,1.8,49.9,0.6,6.78,0.944997727,0.301203631,133.6534342
4,50,1.8,49.9,0.8,6.78,0.900758407,0.279907946,137.0890161
4,50,1.8,49.9,1,6.78,0.859899849,0.263860033,138.8301593
4,50,1.8,49.9,1.2,6.78,0.822085022,0.248310115,141.0366188
4,50,0.8,69.9,0.4,6.78,1.345053791,0.517883619,110.6412416
4,50,0.8,69.9,0.6,6.78,1.27253986,0.460081772,117.827301
4,50,0.8,69.9,0.8,6.78,1.204259422,0.443351983,115.7126821
4,50,0.8,69.9,1,6.78,1.149142264,0.404592391,120.9945056
4,50,0.8,69.9,1.2,6.78,1.090624119,0.403162251,115.240411
4,50,1,69.9,0.4,6.78,1.249248871,0.472165092,112.7105716
4,50,1,69.9,0.6,6.78,1.185337162,0.403739929,125.069024
4,50,1,69.9,0.8,6.78,1.123909999,0.386703319,123.8121308
4,50,1,69.9,1,6.78,1.072507021,0.359588652,127.0585015
4,50,1,69.9,1.2,6.78,1.020700141,0.356951068,121.8145181
4,50,1.2,69.9,0.4,6.78,1.165777528,0.408438694,121.5901413
4,50,1.2,69.9,0.6,6.78,1.105823224,0.367987121,128.0155274
4,50,1.2,69.9,0.8,6.78,1.051274391,0.344713567,129.917385
4,50,1.2,69.9,1,6.78,1.00291758,0.323182641,132.1985769
4,50,1.2,69.9,1.2,6.78,0.956192347,0.309539083,131.5949835
4,50,1.4,69.9,0.4,6.78,1.087594867,0.383775067,120.725762
4,50,1.4,69.9,0.6,6.78,1.032832445,0.336728925,130.664921
4,50,1.4,69.9,0.8,6.78,0.984226086,0.31126927,134.7001834
4,50,1.4,69.9,1,6.78,0.94077443,0.287317167,139.4869221
4,50,1.4,69.9,1.2,6.78,0.897825254,0.275880553,138.6373638
4,50,1.6,69.9,0.4,6.78,1.014909884,0.349085859,123.8525031
4,50,1.6,69.9,0.6,6.78,0.962278231,0.31996876,128.1157859
4,50,1.6,69.9,0.8,6.78,0.919113649,0.293607616,133.3556622
4,50,1.6,69.9,1,6.78,0.876289596,0.280288317,133.1840516
4,50,1.6,69.9,1.2,6.78,0.838458073,0.261873832,136.3951126
4,50,1.8,69.9,0.4,6.78,0.947418787,0.334446,120.6772901
4,50,1.8,69.9,0.6,6.78,0.902622835,0.298570227,128.7862153
4,50,1.8,69.9,0.8,6.78,0.861669471,0.27197493,134.9650732
4,50,1.8,69.9,1,6.78,0.820091296,0.264324099,132.1706433
4,50,1.8,69.9,1.2,6.78,0.785729392,0.245271288,136.4695783
4,50,0.8,89.9,0.4,6.78,1.276622185,0.515286944,105.5413903
4,50,0.8,89.9,0.6,6.78,1.210141684,0.438906032,117.4557369
4,50,0.8,89.9,0.8,6.78,1.146306501,0.557943914,87.52251182
4,50,0.8,89.9,1,6.78,1.092873589,0.438999207,106.0512415
4,50,0.8,89.9,1.2,6.78,1.039210457,0.400859116,110.4387051
4,50,1,89.9,0.4,6.78,1.191975751,0.50232211,101.0868559
4,50,1,89.9,0.6,6.78,1.129918236,0.408802031,117.7452877
4,50,1,89.9,0.8,6.78,1.075158359,0.353289284,129.6437348
4,50,1,89.9,1,6.78,1.020745709,0.360583436,120.5927925
4,50,1,89.9,1.2,6.78,0.975745548,0.329194569,126.2680515
4,50,1.2,89.9,0.4,6.78,1.113493181,0.396160855,119.7362256
4,50,1.2,89.9,0.6,6.78,1.056529155,0.354331435,127.0227073
4,50,1.2,89.9,0.8,6.78,1.003185593,0.334819118,127.6381793
4,50,1.2,89.9,1,6.78,0.956281754,0.317664544,128.2409385
4,50,1.2,89.9,1.2,6.78,0.911794711,0.304219041,127.6792249
4,50,1.4,89.9,0.4,6.78,1.034580605,0.373848805,117.8902527
4,50,1.4,89.9,0.6,6.78,0.982042153,0.364493197,114.7757834
4,50,1.4,89.9,0.8,6.78,0.938085343,0.297996416,134.1037345
4,50,1.4,89.9,1,6.78,0.892159284,0.300143439,126.6260638
4,50,1.4,89.9,1.2,6.78,0.854001898,0.276578607,131.5375698
4,50,1.6,89.9,0.4,6.78,0.967085638,0.333314645,123.6004636
4,50,1.6,89.9,0.6,6.78,0.920958768,0.306662895,127.9347481
4,50,1.6,89.9,0.8,6.78,0.87732478,0.288298268,129.6366875
4,50,1.6,89.9,1,6.78,0.838130014,0.275607294,129.5478615
4,50,1.6,89.9,1.2,6.78,0.800324646,0.257428325,132.4400764
4,50,1.8,89.9,0.4,6.78,0.90379145,0.321749655,119.6629486
4,50,1.8,89.9,0.6,6.78,0.859152468,0.290584013,125.9528755
4,50,1.8,89.9,0.8,6.78,0.820392313,0.266722292,131.0303287
4,50,1.8,89.9,1,6.78,0.781537131,0.261835226,127.1543153
4,50,1.8,89.9,1.2,6.78,0.752933905,0.22587466,142.0034528
4,55,0.8,9.9,0.4,6.78,1.797088704,0.713551769,107.2886028
4,55,0.8,9.9,0.6,6.78,1.695035822,0.639637096,112.8898251
4,55,0.8,9.9,0.8,6.78,1.609719107,0.584948185,117.2309443
4,55,0.8,9.9,1,6.78,1.528284409,0.570149707,114.1891499
4,55,0.8,9.9,1.2,6.78,1.459132919,0.536481582,115.864289
4,55,1,9.9,0.4,6.78,1.674087019,0.616805703,115.6216627
4,55,1,9.9,0.6,6.78,1.584609451,0.550473794,122.6295558
4,55,1,9.9,0.8,6.78,1.502691581,0.531458032,120.4510085
4,55,1,9.9,1,6.78,1.431387348,0.505770974,120.5626637
4,55,1,9.9,1.2,6.78,1.368949554,0.467342261,124.784876
4,55,1.2,9.9,0.4,6.78,1.562942017,0.576071552,115.5782196
4,55,1.2,9.9,0.6,6.78,1.482107238,0.501402753,125.9222504
4,55,1.2,9.9,0.8,6.78,1.408208431,0.476283037,125.953833
4,55,1.2,9.9,1,6.78,1.348427725,0.419157824,137.0438839
4,55,1.2,9.9,1.2,6.78,1.288570488,0.404178701,135.8139308
4,55,1.4,9.9,0.4,6.78,1.461475302,0.501294071,124.1962477
4,55,1.4,9.9,0.6,6.78,1.385209926,0.477912505,123.4743539
4,55,1.4,9.9,0.8,6.78,1.323964256,0.415829198,135.6347095
4,55,1.4,9.9,1,6.78,1.265471885,0.385798284,139.7338971
4,55,1.4,9.9,1.2,6.78,1.208312253,0.375743958,136.9924826
4,55,1.6,9.9,0.4,6.78,1.366427178,0.495963158,117.3671712
4,55,1.6,9.9,0.6,6.78,1.299415499,0.432383094,128.0232653
4,55,1.6,9.9,0.8,6.78,1.240947899,0.397529291,132.9823417
4,55,1.6,9.9,1,6.78,1.187852005,0.363489877,139.2129309
4,55,1.6,9.9,1.2,6.78,1.133913987,0.353954963,136.471407
4,55,1.8,9.9,0.4,6.78,1.28209961,0.442826928,123.3381155
4,55,1.8,9.9,0.6,6.78,1.222468429,0.389186965,133.8101102
4,55,1.8,9.9,0.8,6.78,1.166832058,0.35457394,140.1880846
4,55,1.8,9.9,1,6.78,1.116877255,0.332518966,143.0864758
4,55,1.8,9.9,1.2,6.78,1.069486181,0.315652491,144.3362838
4,55,0.8,29.9,0.4,6.78,1.712639506,0.686419758,106.2883693
4,55,0.8,29.9,0.6,6.78,1.62092652,0.60287834,114.5363157
4,55,0.8,29.9,0.8,6.78,1.539039053,0.552615162,118.641439
4,55,0.8,29.9,1,6.78,1.465812699,0.519349349,120.2343197
4,55,0.8,29.9,1.2,6.78,1.401496115,0.4918921,121.3756623
4,55,1,29.9,0.4,6.78,1.601587867,0.566114224,120.5192069
4,55,1,29.9,0.6,6.78,1.516148597,0.503205905,128.3528753
4,55,1,29.9,0.8,6.78,1.441184591,0.478725075,128.2457544
4,55,1,29.9,1,6.78,1.377399178,0.442464388,132.6145147
4,55,1,29.9,1.2,6.78,1.311869743,0.437603266,127.7084764
4,55,1.2,29.9,0.4,6.78,1.497315538,0.517070067,123.3597544
4,55,1.2,29.9,0.6,6.78,1.420077217,0.47229782,128.0871554
4,55,1.2,29.9,0.8,6.78,1.351530893,0.428788124,134.2742673
4,55,1.2,29.9,1,6.78,1.290335952,0.411434367,133.6016419
4,55,1.2,29.9,1.2,6.78,1.235119152,0.390221988,134.8362548
4,55,1.4,29.9,0.4,6.78,1.400924954,0.476297157,125.2986652
4,55,1.4,29.9,0.6,6.78,1.328493678,0.446509061,126.7473179
4,55,1.4,29.9,0.8,6.78,1.271313741,0.385998229,140.3062416
4,55,1.4,29.9,1,6.78,1.213767837,0.371458488,139.1986108
4,55,1.4,29.9,1.2,6.78,1.164070251,0.338644576,146.4349112
4,55,1.6,29.9,0.4,6.78,1.312137218,0.434013025,128.7911595
4,55,1.6,29.9,0.6,6.78,1.249412395,0.395983207,134.4121735
4,55,1.6,29.9,0.8,6.78,1.191362644,0.373618134,135.8393494
4,55,1.6,29.9,1,6.78,1.139384036,0.349876934,138.7280816
4,55,1.6,29.9,1.2,6.78,1.089978755,0.331978155,139.8679109
4,55,1.8,29.9,0.4,6.78,1.232082236,0.39919118,131.4826113
4,55,1.8,29.9,0.6,6.78,1.174337991,0.363043268,137.7984352
4,55,1.8,29.9,0.8,6.78,1.125106361,0.321729558,148.9745836
4,55,1.8,29.9,1,6.78,1.074008562,0.316894575,144.3784922
4,55,1.8,29.9,1.2,6.78,1.031267884,0.286966184,153.091237
4,55,0.8,49.9,0.4,6.78,1.636470438,0.60769205,114.7186881
4,55,0.8,49.9,0.6,6.78,1.549732034,0.536653897,123.0189131
4,55,0.8,49.9,0.8,6.78,1.473199186,0.507116589,123.7551311
4,55,0.8,49.9,1,6.78,1.40474807,0.474294728,126.1710477
4,55,0.8,49.9,1.2,6.78,1.341393748,0.457473126,124.9108759
4,55,1,49.9,0.4,6.78,1.528291828,0.544525151,119.5633044
4,55,1,49.9,0.6,6.78,1.450327064,0.473782253,130.4057451
4,55,1,49.9,0.8,6.78,1.377709016,0.447868226,131.0439001
4,55,1,49.9,1,6.78,1.318423864,0.412875845,136.0332713
4,55,1,49.9,1.2,6.78,1.256209066,0.413632746,129.37685
4,55,1.2,49.9,0.4,6.78,1.430404062,0.480565734,126.798903
4,55,1.2,49.9,0.6,6.78,1.355143212,0.447209566,129.0873459
4,55,1.2,49.9,0.8,6.78,1.294718131,0.399867064,137.9333099
4,55,1.2,49.9,1,6.78,1.234873764,0.382094825,137.6768658
4,55,1.2,49.9,1.2,6.78,1.184743943,0.354561652,142.3450264
4,55,1.4,49.9,0.4,6.78,1.336185043,0.458531422,124.1386636
4,55,1.4,49.9,0.6,6.78,1.274399397,0.397144981,136.6992215
4,55,1.4,49.9,0.8,6.78,1.214430541,0.365360405,141.599188
4,55,1.4,49.9,1,6.78,1.163040026,0.343195055,144.3654276
4,55,1.4,49.9,1.2,6.78,1.114543676,0.321611101,147.6303412
4,55,1.6,49.9,0.4,6.78,1.251840533,0.468870499,113.7380199
4,55,1.6,49.9,0.6,6.78,1.197549358,0.355432404,143.5310841
4,55,1.6,49.9,0.8,6.78,1.142006888,0.341916157,142.2848507
4,55,1.6,49.9,1,6.78,1.096108506,0.307480134,151.8609277
4,55,1.6,49.9,1.2,6.78,1.047273719,0.300125322,148.6507579
4,55,1.8,49.9,0.4,6.78,1.175660128,0.389500981,128.5827754
4,55,1.8,49.9,0.6,6.78,1.12418354,0.339177735,141.1950425
4,55,1.8,49.9,0.8,6.78,1.075898615,0.307556957,149.0237048
4,55,1.8,49.9,1,6.78,1.028620941,0.293085754,149.5099908
4,55,1.8,49.9,1.2,6.78,0.986154669,0.28194055,149.0037008
4,55,0.8,69.9,0.4,6.78,1.561013586,0.584327569,113.8046134
4,55,0.8,69.9,0.6,6.78,1.477364283,0.518087952,121.47689
4,55,0.8,69.9,0.8,6.78,1.403984508,0.488978441,122.315689
4,55,0.8,69.9,1,6.78,1.340400732,0.457922724,124.6958565
4,55,0.8,69.9,1.2,6.78,1.279163672,0.445302256,122.3716409
4,55,1,69.9,0.4,6.78,1.458771656,0.517072751,120.183605
4,55,1,69.9,0.6,6.78,1.381025167,0.462939763,127.0827695
4,55,1,69.9,0.8,6.78,1.316983342,0.424843951,132.0566892
4,55,1,69.9,1,6.78,1.255213928,0.409720642,130.5087011
4,55,1,69.9,1.2,6.78,1.201477331,0.390304746,131.1358124
4,55,1.2,69.9,0.4,6.78,1.363069138,0.481427729,120.6136182
4,55,1.2,69.9,0.6,6.78,1.295432328,0.418236497,131.9478642
4,55,1.2,69.9,0.8,6.78,1.237105125,0.379940619,138.7076592
4,55,1.2,69.9,1,6.78,1.178843682,0.370425759,135.5703142
4,55,1.2,69.9,1.2,6.78,1.130982254,0.342382249,140.7194447
4,55,1.4,69.9,0.4,6.78,1.278906847,0.422776652,128.8657423
4,55,1.4,69.9,0.6,6.78,1.216620724,0.381125185,135.9869158
4,55,1.4,69.9,0.8,6.78,1.160448927,0.351557331,140.6175204
4,55,1.4,69.9,1,6.78,1.111478437,0.326204022,145.1514211
4,55,1.4,69.9,1.2,6.78,1.062312952,0.319584575,141.6042307
4,55,1.6,69.9,0.4,6.78,1.19847885,0.396109195,128.891718
4,55,1.6,69.9,0.6,6.78,1.144053751,0.343854686,141.7362846
4,55,1.6,69.9,0.8,6.78,1.093275593,0.320831283,145.1651969
4,55,1.6,69.9,1,6.78,1.046005515,0.305786445,145.7220617
4,55,1.6,69.9,1.2,6.78,1.003148823,0.286029036,149.4048884
4,55,1.8,69.9,0.4,6.78,1.121921395,0.38367101,124.569869
4,55,1.8,69.9,0.6,6.78,1.073457386,0.33244331,137.5551243
4,55,1.8,69.9,0.8,6.78,1.029639572,0.296017361,148.1759108
4,55,1.8,69.9,1,6.78,0.98436762,0.283508626,147.9110445
4,55,1.8,69.9,1.2,6.78,0.944118614,0.268409239,149.8437601
4,55,0.8,89.9,0.4,6.78,1.482639053,0.654736439,96.46693625
4,55,0.8,89.9,0.6,6.78,1.405119557,0.488795776,122.4603218
4,55,0.8,89.9,0.8,6.78,1.335885457,0.470271694,121.0124196
4,55,0.8,89.9,1,6.78,1.272778485,0.460181645,117.8238189
4,55,0.8,89.9,1.2,6.78,1.215725931,0.479095976,108.0992596
4,55,1,89.9,0.4,6.78,1.386442342,0.502010064,117.6519019
4,55,1,89.9,0.6,6.78,1.317291149,0.444291225,126.305889
4,55,1,89.9,0.8,6.78,1.251021826,0.432845745,123.1235975
4,55,1,89.9,1,6.78,1.196652559,0.400298997,127.3482949
4,55,1,89.9,1.2,6.78,1.143708396,0.42052572,115.8596756
4,55,1.2,89.9,0.4,6.78,1.298482188,0.443333532,124.7713797
4,55,1.2,89.9,0.6,6.78,1.234039003,0.419862347,125.207839
4,55,1.2,89.9,0.8,6.78,1.171802617,0.393082538,126.9931438
4,55,1.2,89.9,1,6.78,1.127004727,0.345846887,138.8198047
4,55,1.2,89.9,1.2,6.78,1.078258571,0.336098613,136.6676605
4,55,1.4,89.9,0.4,6.78,1.209878044,0.448480896,114.9230675
4,55,1.4,89.9,0.6,6.78,1.157972496,0.365971685,134.7908218
4,55,1.4,89.9,0.8,6.78,1.102329215,0.363228842,129.2827418
4,55,1.4,89.9,1,6.78,1.061435087,0.303119787,149.1724817
4,55,1.4,89.9,1.2,6.78,1.011240591,0.324963653,132.5651198
4,55,1.6,89.9,0.4,6.78,1.141179553,0.389773312,124.7244061
4,55,1.6,89.9,0.6,6.78,1.08618435,0.353133143,131.0311712
4,55,1.6,89.9,0.8,6.78,1.041823391,0.324715519,136.6786315
4,55,1.6,89.9,1,6.78,0.995829373,0.304823026,139.1703516
4,55,1.6,89.9,1.2,6.78,0.953113708,0.29162995,139.2265799
4,55,1.8,89.9,0.4,6.78,1.07219254,0.382628611,119.3726686
4,55,1.8,89.9,0.6,6.78,1.026617231,0.304133928,143.7981307
4,55,1.8,89.9,0.8,6.78,0.978417296,0.296949122,140.3626755
4,55,1.8,89.9,1,6.78,0.939597623,0.273755112,146.2140927
4,55,1.8,89.9,1.2,6.78,0.898124554,0.271069626,141.1449275
4,60,0.8,9.9,0.4,6.78,2.063807875,0.832974239,105.5473313
4,60,0.8,9.9,0.6,6.78,1.946667421,0.729810498,113.6295317
4,60,0.8,9.9,0.8,6.78,1.8484316,0.684961577,114.959995
4,60,0.8,9.9,1,6.78,1.761928474,0.64021185,117.239546
4,60,0.8,9.9,1.2,6.78,1.684455241,0.597864995,120.0233962
4,60,1,9.9,0.4,6.78,1.92998064,0.706919306,116.3034699
4,60,1,9.9,0.6,6.78,1.826649216,0.628476343,123.8157185
4,60,1,9.9,0.8,6.78,1.736294677,0.599760691,123.3260999
4,60,1,9.9,1,6.78,1.658765504,0.511148366,138.2444103
4,60,1,9.9,1.2,6.78,1.584732776,0.52618146,128.3010059
4,60,1.2,9.9,0.4,6.78,1.803326762,0.660245198,116.3533089
4,60,1.2,9.9,0.6,6.78,1.715335665,0.564433323,129.4631096
4,60,1.2,9.9,0.8,6.78,1.63519721,0.515511619,135.126722
4,60,1.2,9.9,1,6.78,1.560963822,0.498391363,133.4233658
4,60,1.2,9.9,1.2,6.78,1.49685084,0.459829647,138.6727471
4,60,1.4,9.9,0.4,6.78,1.695193348,0.604210655,119.5199553
4,60,1.4,9.9,0.6,6.78,1.612321251,0.53754834,127.774331
4,60,1.4,9.9,0.8,6.78,1.539785771,0.467004366,140.4587902
4,60,1.4,9.9,1,6.78,1.47382115,0.442126677,142.0063047
4,60,1.4,9.9,1.2,6.78,1.410923522,0.419925269,143.1334129
4,60,1.6,9.9,0.4,6.78,1.595546384,0.544060749,124.9313984
4,60,1.6,9.9,0.6,6.78,1.519514465,0.468257974,138.2385658
4,60,1.6,9.9,0.8,6.78,1.451210429,0.436037738,141.7802949
4,60,1.6,9.9,1,6.78,1.388853388,0.406580669,145.5188449
4,60,1.6,9.9,1.2,6.78,1.331775021,0.388257089,146.1238253
4,60,1.8,9.9,0.4,6.78,1.500721085,0.494149014,129.3753725
4,60,1.8,9.9,0.6,6.78,1.428824223,0.445778198,136.5430321
4,60,1.8,9.9,0.8,6.78,1.36935784,0.395730293,147.4100923
4,60,1.8,9.9,1,6.78,1.311091365,0.378190071,147.6836431
4,60,1.8,9.9,1.2,6.78,1.260594085,0.348584169,154.0554858
4,60,0.8,29.9,0.4,6.78,1.967017288,0.752063858,111.4199658
4,60,0.8,29.9,0.6,6.78,1.858829905,0.678979824,116.6251844
4,60,0.8,29.9,0.8,6.78,1.768985164,0.625825409,120.414992
4,60,0.8,29.9,1,6.78,1.689993006,0.57472248,125.2668869
4,60,0.8,29.9,1.2,6.78,1.613730081,0.55554495,123.7431745
4,60,1,29.9,0.4,6.78,1.843370254,0.650159666,120.7819713
4,60,1,29.9,0.6,6.78,1.746810214,0.571887604,130.1201641
4,60,1,29.9,0.8,6.78,1.664262535,0.535835785,132.3121373
4,60,1,29.9,1,6.78,1.588676768,0.510451502,132.5838484
4,60,1,29.9,1.2,6.78,1.521612555,0.479769169,135.108076
4,60,1.2,29.9,0.4,6.78,1.729846303,0.576131539,127.9073289
4,60,1.2,29.9,0.6,6.78,1.640108256,0.526138974,132.7949633
4,60,1.2,29.9,0.8,6.78,1.568566336,0.464004075,144.0093392
4,60,1.2,29.9,1,6.78,1.496198597,0.462986894,137.6670824
4,60,1.2,29.9,1.2,6.78,1.438101062,0.415058416,147.6011513
4,60,1.4,29.9,0.4,6.78,1.624479845,0.534680931,129.4282843
4,60,1.4,29.9,0.6,6.78,1.546218036,0.467800603,140.8054678
4,60,1.4,29.9,0.8,6.78,1.477051714,0.432436302,145.5067427
4,60,1.4,29.9,1,6.78,1.416221202,0.394222102,153.0381421
4,60,1.4,29.9,1.2,6.78,1.356925075,0.383059109,150.9036123
4,60,1.6,29.9,0.4,6.78,1.528749926,0.482336664,135.0192639
4,60,1.6,29.9,0.6,6.78,1.454561316,0.455304109,136.094328
4,60,1.6,29.9,0.8,6.78,1.391117609,0.414219448,143.0681379
4,60,1.6,29.9,1,6.78,1.33175018,0.389479894,145.6623402
4,60,1.6,29.9,1.2,6.78,1.279562085,0.359237277,151.7363138
4,60,1.8,29.9,0.4,6.78,1.439490645,0.446094363,137.4648535
4,60,1.8,29.9,0.6,6.78,1.373597666,0.410369985,142.5914607
4,60,1.8,29.9,0.8,6.78,1.314406235,0.367980008,152.1650624
4,60,1.8,29.9,1,6.78,1.259648621,0.357065174,150.2835634
4,60,1.8,29.9,1.2,6.78,1.210150806,0.33399463,154.3510442
4,60,0.8,49.9,0.4,6.78,1.875934973,0.685534058,116.5730894
4,60,0.8,49.9,0.6,6.78,1.773855556,0.619814443,121.917521
4,60,0.8,49.9,0.8,6.78,1.687852062,0.575436522,124.9529513
4,60,0.8,49.9,1,6.78,1.614972065,0.525774839,130.8503165
4,60,0.8,49.9,1.2,6.78,1.542244747,0.523132088,125.588971
4,60,1,49.9,0.4,6.78,1.755306567,0.615425423,121.5030295
4,60,1,49.9,0.6,6.78,1.66696831,0.540746214,131.3237931
4,60,1,49.9,0.8,6.78,1.589401967,0.498758577,135.7540926
4,60,1,49.9,1,6.78,1.51964714,0.470416976,137.6161279
4,60,1,49.9,1.2,6.78,1.453310997,0.463154138,133.6726549
4,60,1.2,49.9,0.4,6.78,1.648677759,0.569085868,123.4148843
4,60,1.2,49.9,0.6,6.78,1.567968643,0.492042917,135.7512855
4,60,1.2,49.9,0.8,6.78,1.494000218,0.46043593,138.2264062
4,60,1.2,49.9,1,6.78,1.43321377,0.417945319,146.0834674
4,60,1.2,49.9,1.2,6.78,1.372568244,0.404054672,144.7116104
4,60,1.4,49.9,0.4,6.78,1.549103769,0.51052055,129.2637778
4,60,1.4,49.9,0.6,6.78,1.478228212,0.432071901,145.7454564
4,60,1.4,49.9,0.8,6.78,1.412431016,0.405138173,148.5161363
4,60,1.4,49.9,1,6.78,1.352331303,0.381981425,150.817042
4,60,1.4,49.9,1.2,6.78,1.300314237,0.353912679,156.5170874
4,60,1.6,49.9,0.4,6.78,1.461083125,0.459441211,135.4735586
4,60,1.6,49.9,0.6,6.78,1.390816183,0.417104127,142.0478975
4,60,1.6,49.9,0.8,6.78,1.331249375,0.375834159,150.8942633
4,60,1.6,49.9,1,6.78,1.277431538,0.355482901,153.0835343
4,60,1.6,49.9,1.2,6.78,1.227000121,0.331950171,157.463997
4,60,1.8,49.9,0.4,6.78,1.373378501,0.445354879,131.3692113
4,60,1.8,49.9,0.6,6.78,1.314525393,0.377629173,148.290389
4,60,1.8,49.9,0.8,6.78,1.260766248,0.338284373,158.7677172
4,60,1.8,49.9,1,6.78,1.205166295,0.336291223,152.6655361
4,60,1.8,49.9,1.2,6.78,1.158571463,0.31736383,155.5159585
4,60,0.8,69.9,0.4,6.78,1.78817866,0.667011659,114.2055066
4,60,0.8,69.9,0.6,6.78,1.689777031,0.596860887,120.6051476
4,60,0.8,69.9,0.8,6.78,1.608954039,0.553523465,123.827517
4,60,0.8,69.9,1,6.78,1.537477953,0.526217461,124.4667084
4,60,0.8,69.9,1.2,6.78,1.471914273,0.496972239,126.1711172
4,60,1,69.9,0.4,6.78,1.675598594,0.591297116,120.7184885
4,60,1,69.9,0.6,6.78,1.589446861,0.516226291,131.1642426
4,60,1,69.9,0.8,6.78,1.515985647,0.480196088,134.4887737
4,60,1,69.9,1,6.78,1.451961112,0.439806293,140.6381381
4,60,1,69.9,1.2,6.78,1.389800913,0.427049573,138.6385039
4,60,1.2,69.9,0.4,6.78,1.570059196,0.551044542,121.3776945
4,60,1.2,69.9,0.6,6.78,1.495601636,0.462849234,137.6530837
4,60,1.2,69.9,0.8,6.78,1.427292464,0.427564053,142.2071229
4,60,1.2,69.9,1,6.78,1.365624537,0.411862658,141.2499996
4,60,1.2,69.9,1.2,6.78,1.313202753,0.376796727,148.4684672
4,60,1.4,69.9,0.4,6.78,1.477938529,0.48206742,130.6045035
4,60,1.4,69.9,0.6,6.78,1.408194467,0.425075451,141.1257202
4,60,1.4,69.9,0.8,6.78,1.348606672,0.383479027,149.8142933
4,60,1.4,69.9,1,6.78,1.292447153,0.360910307,152.5538147
4,60,1.4,69.9,1.2,6.78,1.240032437,0.34768479,151.93468
4,60,1.6,69.9,0.4,6.78,1.3943753,0.440572903,134.8253203
4,60,1.6,69.9,0.6,6.78,1.329559929,0.388727597,145.7042118
4,60,1.6,69.9,0.8,6.78,1.270199438,0.361007675,149.8873715
4,60,1.6,69.9,1,6.78,1.218029304,0.346705587,149.6602476
4,60,1.6,69.9,1.2,6.78,1.171070503,0.327300621,152.4213397
4,60,1.8,69.9,0.4,6.78,1.314245339,0.409044984,136.8721019
4,60,1.8,69.9,0.6,6.78,1.255089853,0.366747676,145.7863995
4,60,1.8,69.9,0.8,6.78,1.199564953,0.348229587,146.74647
4,60,1.8,69.9,1,6.78,1.153749907,0.319538992,153.8145362
4,60,1.8,69.9,1.2,6.78,1.10633055,0.305101175,154.4722907
4,60,0.8,89.9,0.4,6.78,1.686801025,0.780413107,92.07651296
4,60,0.8,89.9,0.6,6.78,1.609317394,0.552870027,124.0018664
4,60,0.8,89.9,0.8,6.78,1.52760543,0.522742494,124.4895652
4,60,0.8,89.9,1,6.78,1.460609698,0.55148468,112.8262853
4,60,0.8,89.9,1.2,6.78,1.395132789,0.547143442,108.6235294
4,60,1,89.9,0.4,6.78,1.588062434,0.570523422,118.5778731
4,60,1,89.9,0.6,6.78,1.510074881,0.522081814,123.2166736
4,60,1,89.9,0.8,6.78,1.438007651,0.482212533,127.0375956
4,60,1,89.9,1,6.78,1.379252648,0.433120677,135.6577067
4,60,1,89.9,1.2,6.78,1.321799978,0.422900188,133.1488514
4,60,1.2,89.9,0.4,6.78,1.491242058,0.541856155,117.2394291
4,60,1.2,89.9,0.6,6.78,1.423171641,0.45503177,133.2370854
4,60,1.2,89.9,0.8,6.78,1.359766662,0.428508059,135.1807828
4,60,1.2,89.9,1,6.78,1.3044985,0.396182565,140.2677358
4,60,1.2,89.9,1.2,6.78,1.246072156,0.40317972,131.660068
4,60,1.4,89.9,0.4,6.78,1.403980896,0.466256475,128.2761404
4,60,1.4,89.9,0.6,6.78,1.337315025,0.43067887,132.2786399
4,60,1.4,89.9,0.8,6.78,1.280759118,0.388413507,140.4697127
4,60,1.4,89.9,1,6.78,1.228236292,0.372455566,140.4808153
4,60,1.4,89.9,1.2,6.78,1.178443765,0.377333501,133.0433157
4,60,1.6,89.9,0.4,6.78,1.325660768,0.437739331,129.0108973
4,60,1.6,89.9,0.6,6.78,1.264151618,0.405441399,132.8252481
4,60,1.6,89.9,0.8,6.78,1.211299181,0.345250713,149.46049
4,60,1.6,89.9,1,6.78,1.16049626,0.340297937,145.2760395
4,60,1.6,89.9,1.2,6.78,1.117684773,0.322908589,147.4515353
4,60,1.8,89.9,0.4,6.78,1.252691732,0.385166177,138.549713
