N,a [mm],d [mm],my_theta [deg],p [mm],Rdc[¦¸],Ldc[uH],¦Ä/h,L [uH],R [¦¸],Q
2,60,1,29.9,1.2,0.111,0.616,0.3578,0.5169,0.1999,110.1331
2,60,1.2,29.9,0.4,0.0934,0.6393,0.3578,0.5328,0.1888,120.2327
2,60,1.2,29.9,0.6,0.0931,0.6314,0.3578,0.5216,0.1866,119.0967
2,60,1.2,29.9,0.8,0.0928,0.6237,0.3578,0.5123,0.1864,117.0913
2,60,1.2,29.9,1,0.0925,0.616,0.3578,0.5055,0.1771,121.5778
2,60,1.2,29.9,1.2,0.0922,0.6085,0.3578,0.4975,0.1755,120.7675
2,60,1.4,29.9,0.4,0.0798,0.6314,0.3578,0.5143,0.1647,132.9981
2,60,1.4,29.9,0.6,0.0795,0.6237,0.3578,0.5026,0.1692,126.5059
2,60,1.4,29.9,0.8,0.0793,0.616,0.3578,0.4969,0.1561,135.5988
2,60,1.4,29.9,1,0.079,0.6085,0.3578,0.4873,0.1616,128.4788
2,60,0.8,49.9,0.4,0.1411,0.6553,0.3578,0.5549,0.2266,104.3283
2,60,0.8,49.9,0.6,0.1406,0.6472,0.3578,0.5415,0.2267,101.7538
2,60,0.8,49.9,0.8,0.1402,0.6393,0.3578,0.5326,0.2209,102.7106
2,60,0.8,49.9,1,0.1397,0.6314,0.3578,0.5218,0.217,102.4392
2,60,0.8,49.9,1.2,0.1392,0.6237,0.3578,0.5106,0.2222,97.897
2,60,1,49.9,0.4,0.1125,0.6472,0.3578,0.5305,0.2,113.0181
2,60,1,49.9,0.6,0.1121,0.6393,0.3578,0.5199,0.1953,113.3994
2,60,1,49.9,0.8,0.1117,0.6314,0.3578,0.5108,0.1935,112.4832
2,60,1,49.9,1,0.1114,0.6237,0.3578,0.5027,0.1888,113.4198
2,60,1,49.9,1.2,0.111,0.616,0.3578,0.4939,0.1876,112.1489
2,60,1.2,49.9,0.4,0.0934,0.6393,0.3578,0.5093,0.1765,122.9607
2,60,1.2,49.9,0.6,0.0931,0.6314,0.3578,0.5011,0.1689,126.3532
2,60,1.2,49.9,0.8,0.0928,0.6237,0.3578,0.492,0.1669,125.5687
2,60,1.2,49.9,1,0.0925,0.616,0.3578,0.4839,0.1664,123.8482
2,60,1.2,49.9,1.2,0.0922,0.6085,0.3578,0.475,0.1696,119.2965
2,60,1.4,49.9,0.4,0.0798,0.6314,0.3578,0.4911,0.1581,132.3541
2,60,1.4,49.9,0.6,0.0795,0.6237,0.3578,0.482,0.154,133.3191
2,60,1.4,49.9,0.8,0.0793,0.616,0.3578,0.4737,0.1536,131.3956
2,60,1.4,49.9,1,0.079,0.6085,0.3578,0.4638,0.1597,123.6845
2,60,0.8,69.9,0.4,0.1411,0.6553,0.3578,0.5284,0.2196,102.5044
2,60,0.8,69.9,0.6,0.1406,0.6472,0.3578,0.5175,0.2157,102.1921
2,60,0.8,69.9,0.8,0.1402,0.6393,0.3578,0.5062,0.2188,98.5647
2,60,0.8,69.9,1,0.1397,0.6314,0.3578,0.4965,0.216,97.9184
2,60,0.8,69.9,1.2,0.1392,0.6237,0.3578,0.4897,0.2068,100.878
2,60,1,69.9,0.4,0.1125,0.6472,0.3578,0.5056,0.1971,109.2584
2,60,1,69.9,0.6,0.1121,0.6393,0.3578,0.4966,0.1868,113.2437
2,60,1,69.9,0.8,0.1117,0.6314,0.3578,0.487,0.186,111.5369
2,60,1,69.9,1,0.1114,0.6237,0.3578,0.479,0.1807,112.9012
2,60,1,69.9,1.2,0.111,0.616,0.3578,0.4701,0.1839,108.8998
2,60,1.2,69.9,0.4,0.0934,0.6393,0.3578,0.486,0.1706,121.3891
2,60,1.2,69.9,0.6,0.0931,0.6314,0.3578,0.4782,0.1657,122.9828
2,60,1.2,69.9,0.8,0.0928,0.6237,0.3578,0.4684,0.1671,119.4131
2,60,1.2,69.9,1,0.0925,0.616,0.3578,0.4614,0.1608,122.2325
2,60,1.2,69.9,1.2,0.0922,0.6085,0.3578,0.4534,0.1589,121.5187
2,60,1.4,69.9,0.4,0.0798,0.6314,0.3578,0.4698,0.1501,133.316
2,60,1.4,69.9,0.6,0.0795,0.6237,0.3578,0.4605,0.1491,131.598
2,60,1.4,69.9,0.8,0.0793,0.616,0.3578,0.4504,0.1505,127.4581
2,60,1.4,69.9,1,0.079,0.6085,0.3578,0.4438,0.1489,126.9898
2,60,0.8,89.9,0.4,0.1411,0.6553,0.3578,0.5011,0.2432,87.7648
2,60,0.8,89.9,0.6,0.1406,0.6472,0.3578,0.491,0.204,102.5267
2,60,0.8,89.9,0.8,0.1402,0.6393,0.3578,0.4834,0.2044,100.7736
2,60,0.8,89.9,1,0.1397,0.6314,0.3578,0.4729,0.2257,89.2373
2,60,0.8,89.9,1.2,0.1392,0.6237,0.3578,0.4662,0.2105,94.342
2,60,1,89.9,0.4,0.1125,0.6472,0.3578,0.4828,0.1858,110.716
2,60,1,89.9,0.6,0.1121,0.6393,0.3578,0.4709,0.1841,108.9536
2,60,1,89.9,0.8,0.1117,0.6314,0.3578,0.4644,0.1778,111.2369
2,60,1,89.9,1,0.1114,0.6237,0.3578,0.4563,0.1726,112.6274
2,60,1,89.9,1.2,0.111,0.616,0.3578,0.447,0.1767,107.7624
2,60,1.2,89.9,0.4,0.0934,0.6393,0.3578,0.4631,0.1737,113.6078
2,60,1.2,89.9,0.6,0.0931,0.6314,0.3578,0.4531,0.1772,108.9176
2,60,1.2,89.9,0.8,0.0928,0.6237,0.3578,0.4468,0.1659,114.7543
2,60,1.2,89.9,1,0.0925,0.616,0.3578,0.44,0.1589,117.9942
2,60,1.2,89.9,1.2,0.0922,0.6085,0.3578,0.4336,0.1545,119.5177
2,60,1.4,89.9,0.4,0.0798,0.6314,0.3578,0.4461,0.15,126.6516
2,60,1.4,89.9,0.6,0.0795,0.6237,0.3578,0.4383,0.145,128.7922
2,60,1.4,89.9,0.8,0.0793,0.616,0.3578,0.4287,0.1512,120.7691
