N,a [mm],d [mm],my_theta [deg],p [mm],Rdc[¦¸],Ldc[uH],¦Ä/h,L [uH],R [¦¸],Q
4.0000 ,40.0000 ,1.0000 ,29.9000 ,0.4000 ,0.1375 ,1.2761 ,0.3578 ,0.9491 ,0.3841 ,105.2740 
4.0000 ,40.0000 ,1.0000 ,29.9000 ,0.6000 ,0.1352 ,1.2072 ,0.3578 ,0.8812 ,0.3949 ,95.0634 
4.0000 ,40.0000 ,1.0000 ,29.9000 ,0.8000 ,0.1329 ,1.1418 ,0.3578 ,0.8308 ,0.3539 ,100.0099 
4.0000 ,40.0000 ,1.0000 ,29.9000 ,1.0000 ,0.1306 ,1.0799 ,0.3578 ,0.7857 ,0.3171 ,105.5392 
4.0000 ,40.0000 ,1.0000 ,29.9000 ,1.2000 ,0.1283 ,1.0211 ,0.3578 ,0.7339 ,0.3259 ,95.9261 
4.0000 ,40.0000 ,1.2000 ,29.9000 ,0.4000 ,0.1126 ,1.2072 ,0.3578 ,0.8571 ,0.4222 ,86.4839 
4.0000 ,40.0000 ,1.2000 ,29.9000 ,0.6000 ,0.1107 ,1.1418 ,0.3578 ,0.8104 ,0.3556 ,97.0788 
4.0000 ,40.0000 ,1.2000 ,29.9000 ,0.8000 ,0.1088 ,1.0799 ,0.3578 ,0.7236 ,0.4512 ,68.3162 
4.0000 ,40.0000 ,1.2000 ,29.9000 ,1.0000 ,0.1069 ,1.0211 ,0.3578 ,0.7229 ,0.2928 ,105.1705 
4.0000 ,40.0000 ,1.2000 ,29.9000 ,1.2000 ,0.1050 ,0.9652 ,0.3578 ,0.6769 ,0.3082 ,93.5757 
4.0000 ,40.0000 ,1.4000 ,29.9000 ,0.4000 ,0.0949 ,1.1418 ,0.3578 ,0.7919 ,0.3605 ,93.5683 
4.0000 ,40.0000 ,1.4000 ,29.9000 ,0.6000 ,0.0933 ,1.0799 ,0.3578 ,0.7460 ,0.3360 ,94.5871 
4.0000 ,40.0000 ,1.4000 ,29.9000 ,0.8000 ,0.0916 ,1.0211 ,0.3578 ,0.7027 ,0.3037 ,98.5691 
4.0000 ,40.0000 ,1.4000 ,29.9000 ,1.0000 ,0.0900 ,0.9652 ,0.3578 ,0.6691 ,0.2528 ,112.7551 
4.0000 ,40.0000 ,1.4000 ,29.9000 ,1.2000 ,0.0883 ,0.9122 ,0.3578 ,0.6377 ,0.2391 ,113.6253 
4.0000 ,40.0000 ,1.6000 ,29.9000 ,0.4000 ,0.0816 ,1.0799 ,0.3578 ,0.7281 ,0.3330 ,93.1385 
4.0000 ,40.0000 ,1.6000 ,29.9000 ,0.6000 ,0.0802 ,1.0211 ,0.3578 ,0.6840 ,0.3018 ,96.5444 
4.0000 ,40.0000 ,1.6000 ,29.9000 ,0.8000 ,0.0787 ,0.9652 ,0.3578 ,0.6464 ,0.2754 ,99.9867 
4.0000 ,40.0000 ,1.6000 ,29.9000 ,1.0000 ,0.0773 ,0.9122 ,0.3578 ,0.6211 ,0.2316 ,114.2603 
4.0000 ,40.0000 ,1.6000 ,29.9000 ,1.2000 ,0.0758 ,0.8618 ,0.3578 ,0.5862 ,0.2232 ,111.8829 
4.0000 ,40.0000 ,1.8000 ,29.9000 ,0.4000 ,0.0713 ,1.0211 ,0.3578 ,0.6602 ,0.3663 ,76.7736 
4.0000 ,40.0000 ,1.8000 ,29.9000 ,0.6000 ,0.0700 ,0.9652 ,0.3578 ,0.6320 ,0.2662 ,101.1464 
4.0000 ,40.0000 ,1.8000 ,29.9000 ,0.8000 ,0.0687 ,0.9122 ,0.3578 ,0.6022 ,0.2367 ,108.4030 
4.0000 ,40.0000 ,1.8000 ,29.9000 ,1.0000 ,0.0674 ,0.8618 ,0.3578 ,0.5695 ,0.2188 ,110.8791 
4.0000 ,40.0000 ,1.8000 ,29.9000 ,1.2000 ,0.0661 ,0.8139 ,0.3578 ,0.5384 ,0.2067 ,110.9560 
4.0000 ,40.0000 ,1.8000 ,30.0000 ,1.2000 ,0.0661 ,0.8139 ,0.3578 ,0.5386 ,0.2025 ,113.3015 
4.0000 ,40.0000 ,0.8000 ,49.9000 ,0.4000 ,0.1747 ,1.3489 ,0.3578 ,0.9778 ,0.4801 ,86.7603 
4.0000 ,40.0000 ,0.8000 ,49.9000 ,0.6000 ,0.1718 ,1.2761 ,0.3578 ,0.9307 ,0.3696 ,107.2790 
4.0000 ,40.0000 ,0.8000 ,49.9000 ,0.8000 ,0.1690 ,1.2072 ,0.3578 ,0.8636 ,0.4072 ,90.3541 
4.0000 ,40.0000 ,0.8000 ,49.9000 ,1.0000 ,0.1661 ,1.1418 ,0.3578 ,0.8183 ,0.3514 ,99.2047 
4.0000 ,40.0000 ,0.8000 ,49.9000 ,1.2000 ,0.1632 ,1.0799 ,0.3578 ,0.7664 ,0.3384 ,96.4812 
4.0000 ,40.0000 ,1.0000 ,49.9000 ,0.4000 ,0.1375 ,1.2761 ,0.3578 ,0.9075 ,0.3657 ,105.7201 
4.0000 ,40.0000 ,1.0000 ,49.9000 ,0.6000 ,0.1352 ,1.2072 ,0.3578 ,0.8455 ,0.3767 ,95.6124 
4.0000 ,40.0000 ,1.0000 ,49.9000 ,0.8000 ,0.1329 ,1.1418 ,0.3578 ,0.7976 ,0.3371 ,100.7800 
4.0000 ,40.0000 ,1.0000 ,49.9000 ,1.0000 ,0.1306 ,1.0799 ,0.3578 ,0.7479 ,0.3354 ,94.9814 
4.0000 ,40.0000 ,1.0000 ,49.9000 ,1.2000 ,0.1283 ,1.0211 ,0.3578 ,0.7067 ,0.3055 ,98.5344 
4.0000 ,40.0000 ,1.2000 ,49.9000 ,0.4000 ,0.1126 ,1.2072 ,0.3578 ,0.8215 ,0.4049 ,86.4250 
4.0000 ,40.0000 ,1.2000 ,49.9000 ,0.6000 ,0.1107 ,1.1418 ,0.3578 ,0.7713 ,0.3662 ,89.7342 
4.0000 ,40.0000 ,1.2000 ,49.9000 ,0.8000 ,0.1088 ,1.0799 ,0.3578 ,0.7365 ,0.2983 ,105.1856 
4.0000 ,40.0000 ,1.2000 ,49.9000 ,1.0000 ,0.1069 ,1.0211 ,0.3578 ,0.6951 ,0.2838 ,104.3418 
4.0000 ,40.0000 ,1.2000 ,49.9000 ,1.2000 ,0.1050 ,0.9652 ,0.3578 ,0.6220 ,0.3603 ,73.5531 
4.0000 ,40.0000 ,1.4000 ,49.9000 ,0.4000 ,0.0949 ,1.1418 ,0.3578 ,0.7576 ,0.3528 ,91.4795 
4.0000 ,40.0000 ,1.4000 ,49.9000 ,0.6000 ,0.0933 ,1.0799 ,0.3578 ,0.6143 ,0.5276 ,49.5980 
4.0000 ,40.0000 ,1.4000 ,49.9000 ,0.8000 ,0.0916 ,1.0211 ,0.3578 ,0.6663 ,0.3288 ,86.3269 
4.0000 ,40.0000 ,1.4000 ,49.9000 ,1.0000 ,0.0900 ,0.9652 ,0.3578 ,0.6343 ,0.2701 ,100.0302 
4.0000 ,40.0000 ,1.4000 ,49.9000 ,1.2000 ,0.0883 ,0.9122 ,0.3578 ,0.6136 ,0.2211 ,118.2540 
4.0000 ,40.0000 ,1.6000 ,49.9000 ,0.4000 ,0.0816 ,1.0799 ,0.3578 ,0.6942 ,0.3522 ,83.9621 
4.0000 ,40.0000 ,1.6000 ,49.9000 ,0.6000 ,0.0802 ,1.0211 ,0.3578 ,0.6598 ,0.2805 ,100.1867 
4.0000 ,40.0000 ,1.6000 ,49.9000 ,0.8000 ,0.0787 ,0.9652 ,0.3578 ,0.6221 ,0.2564 ,103.3692 
4.0000 ,40.0000 ,1.6000 ,49.9000 ,1.0000 ,0.0773 ,0.9122 ,0.3578 ,0.5938 ,0.2293 ,110.3323 
4.0000 ,40.0000 ,1.6000 ,49.9000 ,1.2000 ,0.0758 ,0.8618 ,0.3578 ,0.5642 ,0.2088 ,115.0867 
4.0000 ,40.0000 ,1.8000 ,49.9000 ,0.4000 ,0.0713 ,1.0211 ,0.3578 ,0.6383 ,0.3277 ,82.9832 
4.0000 ,40.0000 ,1.8000 ,49.9000 ,0.6000 ,0.0700 ,0.9652 ,0.3578 ,0.6005 ,0.2819 ,90.7486 
4.0000 ,40.0000 ,1.8000 ,49.9000 ,0.8000 ,0.0687 ,0.9122 ,0.3578 ,0.5787 ,0.2226 ,110.7348 
4.0000 ,40.0000 ,1.8000 ,49.9000 ,1.0000 ,0.0674 ,0.8618 ,0.3578 ,0.5480 ,0.2091 ,111.6562 
4.0000 ,40.0000 ,1.8000 ,49.9000 ,1.2000 ,0.0661 ,0.8139 ,0.3578 ,0.5173 ,0.2020 ,109.1064 
4.0000 ,40.0000 ,0.8000 ,69.9000 ,0.4000 ,0.1747 ,1.3489 ,0.3578 ,0.9306 ,0.4752 ,83.4186 
4.0000 ,40.0000 ,0.8000 ,69.9000 ,0.6000 ,0.1718 ,1.2761 ,0.3578 ,0.8882 ,0.3539 ,106.9152 
4.0000 ,40.0000 ,0.8000 ,69.9000 ,0.8000 ,0.1690 ,1.2072 ,0.3578 ,0.8236 ,0.3945 ,88.9489 
4.0000 ,40.0000 ,0.8000 ,69.9000 ,1.0000 ,0.1661 ,1.1418 ,0.3578 ,0.7735 ,0.3850 ,85.5836 
4.0000 ,40.0000 ,0.8000 ,69.9000 ,1.2000 ,0.1632 ,1.0799 ,0.3578 ,0.7350 ,0.3977 ,78.7383 
4.0000 ,40.0000 ,1.0000 ,69.9000 ,0.4000 ,0.1375 ,1.2761 ,0.3578 ,0.8685 ,0.3468 ,106.6998 
4.0000 ,40.0000 ,1.0000 ,69.9000 ,0.6000 ,0.1352 ,1.2072 ,0.3578 ,0.8104 ,0.3468 ,99.5638 
4.0000 ,40.0000 ,1.0000 ,69.9000 ,0.8000 ,0.1329 ,1.1418 ,0.3578 ,0.7559 ,0.3720 ,86.5585 
4.0000 ,40.0000 ,1.0000 ,69.9000 ,1.0000 ,0.1306 ,1.0799 ,0.3578 ,0.7183 ,0.3104 ,98.5629 
4.0000 ,40.0000 ,1.0000 ,69.9000 ,1.2000 ,0.1283 ,1.0211 ,0.3578 ,0.6772 ,0.3221 ,89.5761 
4.0000 ,40.0000 ,1.2000 ,69.9000 ,0.4000 ,0.1126 ,1.2072 ,0.3578 ,0.7856 ,0.3961 ,84.4947 
4.0000 ,40.0000 ,1.2000 ,69.9000 ,0.6000 ,0.1107 ,1.1418 ,0.3578 ,0.7408 ,0.3388 ,93.1548 
4.0000 ,40.0000 ,1.2000 ,69.9000 ,0.8000 ,0.1088 ,1.0799 ,0.3578 ,0.7029 ,0.2959 ,101.2070 
4.0000 ,40.0000 ,1.2000 ,69.9000 ,1.0000 ,0.1069 ,1.0211 ,0.3578 ,0.6636 ,0.2827 ,99.9824 
4.0000 ,40.0000 ,1.2000 ,69.9000 ,1.2000 ,0.1050 ,0.9652 ,0.3578 ,0.6297 ,0.2564 ,104.6210 
4.0000 ,40.0000 ,1.4000 ,69.9000 ,0.4000 ,0.0949 ,1.1418 ,0.3578 ,0.7069 ,0.4848 ,62.1155 
4.0000 ,40.0000 ,1.4000 ,69.9000 ,0.6000 ,0.0933 ,1.0799 ,0.3578 ,0.6877 ,0.2767 ,105.8762 
4.0000 ,40.0000 ,1.4000 ,69.9000 ,0.8000 ,0.0916 ,1.0211 ,0.3578 ,0.6391 ,0.3123 ,87.1711 
4.0000 ,40.0000 ,1.4000 ,69.9000 ,1.0000 ,0.0900 ,0.9652 ,0.3578 ,0.6134 ,0.2520 ,103.6847 
4.0000 ,40.0000 ,1.4000 ,69.9000 ,1.2000 ,0.0883 ,0.9122 ,0.3578 ,0.5871 ,0.2157 ,115.9308 
4.0000 ,40.0000 ,1.6000 ,69.9000 ,0.4000 ,0.0816 ,1.0799 ,0.3578 ,0.6643 ,0.3320 ,85.2282 
4.0000 ,40.0000 ,1.6000 ,69.9000 ,0.6000 ,0.0802 ,1.0211 ,0.3578 ,0.5784 ,0.4583 ,53.7620 
4.0000 ,40.0000 ,1.6000 ,69.9000 ,0.8000 ,0.0787 ,0.9652 ,0.3578 ,0.5947 ,0.2551 ,99.3176 
4.0000 ,40.0000 ,1.6000 ,69.9000 ,1.0000 ,0.0773 ,0.9122 ,0.3578 ,0.5684 ,0.2178 ,111.1590 
4.0000 ,40.0000 ,1.6000 ,69.9000 ,1.2000 ,0.0758 ,0.8618 ,0.3578 ,0.5383 ,0.2056 ,111.5433 
4.0000 ,40.0000 ,1.8000 ,69.9000 ,0.4000 ,0.0713 ,1.0211 ,0.3578 ,0.6078 ,0.3227 ,80.2221 
4.0000 ,40.0000 ,1.8000 ,69.9000 ,0.6000 ,0.0700 ,0.9652 ,0.3578 ,0.5297 ,0.3742 ,60.3073 
4.0000 ,40.0000 ,1.8000 ,69.9000 ,0.8000 ,0.0687 ,0.9122 ,0.3578 ,0.5544 ,0.2152 ,109.7394 
4.0000 ,40.0000 ,1.8000 ,69.9000 ,1.0000 ,0.0674 ,0.8618 ,0.3578 ,0.5242 ,0.2031 ,109.9173 
4.0000 ,40.0000 ,1.8000 ,69.9000 ,1.2000 ,0.0661 ,0.8139 ,0.3578 ,0.4936 ,0.1946 ,108.0684 
4.0000 ,40.0000 ,0.8000 ,89.9000 ,0.4000 ,0.1747 ,1.3489 ,0.3578 ,0.8897 ,0.4858 ,78.0210 
4.0000 ,40.0000 ,0.8000 ,89.9000 ,0.6000 ,0.1718 ,1.2761 ,0.3578 ,0.8472 ,0.3481 ,103.6965 
4.0000 ,40.0000 ,0.8000 ,89.9000 ,0.8000 ,0.1690 ,1.2072 ,0.3578 ,0.7857 ,0.3960 ,84.5160 
4.0000 ,40.0000 ,0.8000 ,89.9000 ,1.0000 ,0.1661 ,1.1418 ,0.3578 ,0.6712 ,0.4739 ,60.3323 
4.0000 ,40.0000 ,1.0000 ,89.9000 ,0.4000 ,0.1375 ,1.2761 ,0.3578 ,0.8268 ,0.3361 ,104.8009 
4.0000 ,40.0000 ,1.0000 ,89.9000 ,0.6000 ,0.1352 ,1.2072 ,0.3578 ,0.7690 ,0.3526 ,92.9011 
4.0000 ,40.0000 ,1.0000 ,89.9000 ,0.8000 ,0.1329 ,1.1418 ,0.3578 ,0.7284 ,0.3159 ,98.2058 
4.0000 ,40.0000 ,1.0000 ,89.9000 ,1.0000 ,0.1306 ,1.0799 ,0.3578 ,0.6847 ,0.2895 ,100.7448 
4.0000 ,40.0000 ,1.0000 ,89.9000 ,1.2000 ,0.1283 ,1.0211 ,0.3578 ,0.6507 ,0.2768 ,100.1648 
4.0000 ,40.0000 ,1.2000 ,89.9000 ,0.4000 ,0.1126 ,1.2072 ,0.3578 ,0.7413 ,0.4409 ,71.6348 
4.0000 ,40.0000 ,1.2000 ,89.9000 ,0.6000 ,0.1107 ,1.1418 ,0.3578 ,0.7087 ,0.3093 ,97.6290 
4.0000 ,40.0000 ,1.2000 ,89.9000 ,0.8000 ,0.1088 ,1.0799 ,0.3578 ,0.6728 ,0.2720 ,105.3755 
4.0000 ,40.0000 ,1.2000 ,89.9000 ,1.0000 ,0.1069 ,1.0211 ,0.3578 ,0.6290 ,0.2999 ,89.3460 
4.0000 ,40.0000 ,1.2000 ,89.9000 ,1.2000 ,0.1050 ,0.9652 ,0.3578 ,0.5889 ,0.2961 ,84.7202 
4.0000 ,40.0000 ,1.4000 ,89.9000 ,0.4000 ,0.0949 ,1.1418 ,0.3578 ,0.6901 ,0.3182 ,92.3965 
4.0000 ,40.0000 ,1.4000 ,89.9000 ,0.6000 ,0.0933 ,1.0799 ,0.3578 ,0.6540 ,0.2776 ,100.3756 
4.0000 ,40.0000 ,1.4000 ,89.9000 ,0.8000 ,0.0916 ,1.0211 ,0.3578 ,0.6126 ,0.2860 ,91.2461 
4.0000 ,40.0000 ,1.4000 ,89.9000 ,1.0000 ,0.0900 ,0.9652 ,0.3578 ,0.5834 ,0.2537 ,97.9807 
4.0000 ,40.0000 ,1.4000 ,89.9000 ,1.2000 ,0.0883 ,0.9122 ,0.3578 ,0.5581 ,0.2215 ,107.3240 
4.0000 ,40.0000 ,1.6000 ,89.9000 ,0.4000 ,0.0816 ,1.0799 ,0.3578 ,0.6023 ,0.4365 ,58.7908 
4.0000 ,40.0000 ,1.6000 ,89.9000 ,0.6000 ,0.0802 ,1.0211 ,0.3578 ,0.6009 ,0.2844 ,90.0279 
4.0000 ,40.0000 ,1.6000 ,89.9000 ,0.8000 ,0.0787 ,0.9652 ,0.3578 ,0.5702 ,0.2535 ,95.8264 
4.0000 ,40.0000 ,1.6000 ,89.9000 ,1.0000 ,0.0773 ,0.9122 ,0.3578 ,0.5444 ,0.2132 ,108.7655 
4.0000 ,40.0000 ,1.6000 ,89.9000 ,1.2000 ,0.0758 ,0.8618 ,0.3578 ,0.5136 ,0.2022 ,108.1862 
4.0000 ,40.0000 ,1.8000 ,89.9000 ,0.4000 ,0.0713 ,1.0211 ,0.3578 ,0.5796 ,0.3055 ,80.8207 
4.0000 ,40.0000 ,1.8000 ,89.9000 ,0.6000 ,0.0700 ,0.9652 ,0.3578 ,0.5448 ,0.2899 ,80.0657 
4.0000 ,40.0000 ,1.8000 ,89.9000 ,0.8000 ,0.0687 ,0.9122 ,0.3578 ,0.5287 ,0.2199 ,102.4135 
4.0000 ,40.0000 ,1.8000 ,89.9000 ,1.0000 ,0.0674 ,0.8618 ,0.3578 ,0.5021 ,0.1955 ,109.4088 
4.0000 ,40.0000 ,1.8000 ,89.9000 ,1.2000 ,0.0661 ,0.8139 ,0.3578 ,0.4715 ,0.1923 ,104.4416 
4.0000 ,45.0000 ,0.8000 ,9.9000 ,0.4000 ,0.1987 ,1.5746 ,0.3578 ,1.3027 ,0.5582 ,99.4217 
4.0000 ,45.0000 ,0.8000 ,9.9000 ,0.6000 ,0.1958 ,1.4989 ,0.3578 ,1.2278 ,0.4888 ,107.0082 
4.0000 ,45.0000 ,0.8000 ,9.9000 ,0.8000 ,0.1930 ,1.4268 ,0.3578 ,1.1578 ,0.4728 ,104.3151 
4.0000 ,45.0000 ,0.8000 ,9.9000 ,1.0000 ,0.1901 ,1.3581 ,0.3578 ,1.1000 ,0.4246 ,110.3535 
4.0000 ,45.0000 ,0.8000 ,9.9000 ,1.2000 ,0.1872 ,1.2926 ,0.3578 ,1.0417 ,0.4148 ,106.9871 
4.0000 ,45.0000 ,1.0000 ,9.9000 ,0.4000 ,0.1567 ,1.4989 ,0.3578 ,1.2021 ,0.4847 ,105.6621 
4.0000 ,45.0000 ,1.0000 ,9.9000 ,0.6000 ,0.1544 ,1.4268 ,0.3578 ,1.1356 ,0.4289 ,112.8040 
4.0000 ,45.0000 ,1.0000 ,9.9000 ,0.8000 ,0.1521 ,1.3581 ,0.3578 ,1.0727 ,0.4425 ,103.2714 
4.0000 ,45.0000 ,1.0000 ,9.9000 ,1.0000 ,0.1498 ,1.2926 ,0.3578 ,1.0183 ,0.3788 ,114.5284 
4.0000 ,45.0000 ,1.0000 ,9.9000 ,1.2000 ,0.1475 ,1.2300 ,0.3578 ,0.9673 ,0.3594 ,114.6520 
4.0000 ,45.0000 ,1.2000 ,9.9000 ,0.4000 ,0.1286 ,1.4268 ,0.3578 ,1.1132 ,0.4192 ,113.1343 
4.0000 ,45.0000 ,1.2000 ,9.9000 ,0.6000 ,0.1267 ,1.3581 ,0.3578 ,1.0516 ,0.3846 ,116.4882 
4.0000 ,45.0000 ,1.2000 ,9.9000 ,0.8000 ,0.1248 ,1.2926 ,0.3578 ,0.9971 ,0.3508 ,121.0901 
4.0000 ,45.0000 ,1.2000 ,9.9000 ,1.0000 ,0.1229 ,1.2300 ,0.3578 ,0.9402 ,0.3430 ,116.7833 
4.0000 ,45.0000 ,1.2000 ,9.9000 ,1.2000 ,0.1210 ,1.1704 ,0.3578 ,0.8993 ,0.3153 ,121.4903 
4.0000 ,45.0000 ,1.4000 ,9.9000 ,0.4000 ,0.1086 ,1.3581 ,0.3578 ,1.0256 ,0.3167 ,137.9789 
4.0000 ,45.0000 ,1.4000 ,9.9000 ,0.6000 ,0.1070 ,1.2926 ,0.3578 ,0.9742 ,0.3514 ,118.1147 
4.0000 ,45.0000 ,1.4000 ,9.9000 ,0.8000 ,0.1053 ,1.2300 ,0.3578 ,0.9246 ,0.3216 ,122.4732 
4.0000 ,45.0000 ,1.4000 ,9.9000 ,1.0000 ,0.1037 ,1.1704 ,0.3578 ,0.8760 ,0.3087 ,120.8903 
4.0000 ,45.0000 ,1.4000 ,9.9000 ,1.2000 ,0.1020 ,1.1134 ,0.3578 ,0.8340 ,0.2886 ,123.0982 
4.0000 ,45.0000 ,1.6000 ,9.9000 ,0.4000 ,0.0936 ,1.2926 ,0.3578 ,0.9533 ,0.3620 ,112.1827 
4.0000 ,45.0000 ,1.6000 ,9.9000 ,0.6000 ,0.0922 ,1.2300 ,0.3578 ,0.9037 ,0.3203 ,120.1786 
4.0000 ,45.0000 ,1.6000 ,9.9000 ,0.8000 ,0.0907 ,1.1704 ,0.3578 ,0.8570 ,0.3018 ,120.9551 
4.0000 ,45.0000 ,1.6000 ,9.9000 ,1.0000 ,0.0893 ,1.1134 ,0.3578 ,0.8155 ,0.2773 ,125.2976 
4.0000 ,45.0000 ,1.6000 ,9.9000 ,1.2000 ,0.0878 ,1.0590 ,0.3578 ,0.7756 ,0.2607 ,126.7486 
4.0000 ,45.0000 ,1.8000 ,9.9000 ,0.4000 ,0.0819 ,1.2300 ,0.3578 ,0.8799 ,0.3495 ,107.2485 
4.0000 ,45.0000 ,1.8000 ,9.9000 ,0.6000 ,0.0806 ,1.1704 ,0.3578 ,0.8363 ,0.3085 ,115.4671 
4.0000 ,45.0000 ,1.8000 ,9.9000 ,0.8000 ,0.0794 ,1.1134 ,0.3578 ,0.7951 ,0.2768 ,122.3798 
4.0000 ,45.0000 ,1.8000 ,9.9000 ,1.0000 ,0.0781 ,1.0590 ,0.3578 ,0.7559 ,0.2635 ,122.1958 
4.0000 ,45.0000 ,1.8000 ,9.9000 ,1.2000 ,0.0768 ,1.0070 ,0.3578 ,0.7172 ,0.2505 ,121.9660 
4.0000 ,45.0000 ,0.8000 ,29.9000 ,0.4000 ,0.1987 ,1.5746 ,0.3578 ,1.2503 ,0.5014 ,106.2299 
4.0000 ,45.0000 ,0.8000 ,29.9000 ,0.6000 ,0.1958 ,1.4989 ,0.3578 ,1.1780 ,0.4527 ,110.8576 
