N,a [mm],d [mm],my_theta [deg],p [mm],Rdc[¦¸],Ldc[uH],¦Ä/h,L [uH],R [¦¸],Q
4.0000 ,55.0000 ,1.2000 ,49.9000 ,0.8000 ,0.1568 ,1.7283 ,0.3578 ,1.2947 ,0.3999 ,137.9333 
4.0000 ,55.0000 ,1.2000 ,49.9000 ,1.0000 ,0.1549 ,1.6599 ,0.3578 ,1.2349 ,0.3821 ,137.6769 
4.0000 ,55.0000 ,1.2000 ,49.9000 ,1.2000 ,0.1530 ,1.5941 ,0.3578 ,1.1847 ,0.3546 ,142.3450 
4.0000 ,55.0000 ,1.4000 ,49.9000 ,0.4000 ,0.1360 ,1.7995 ,0.3578 ,1.3362 ,0.4585 ,124.1387 
4.0000 ,55.0000 ,1.4000 ,49.9000 ,0.6000 ,0.1344 ,1.7283 ,0.3578 ,1.2744 ,0.3971 ,136.6992 
4.0000 ,55.0000 ,1.4000 ,49.9000 ,0.8000 ,0.1328 ,1.6599 ,0.3578 ,1.2144 ,0.3654 ,141.5992 
4.0000 ,55.0000 ,1.4000 ,49.9000 ,1.0000 ,0.1311 ,1.5941 ,0.3578 ,1.1630 ,0.3432 ,144.3654 
4.0000 ,55.0000 ,1.4000 ,49.9000 ,1.2000 ,0.1295 ,1.5307 ,0.3578 ,1.1145 ,0.3216 ,147.6303 
4.0000 ,55.0000 ,1.6000 ,49.9000 ,0.4000 ,0.1176 ,1.7283 ,0.3578 ,1.2518 ,0.4689 ,113.7380 
4.0000 ,55.0000 ,1.6000 ,49.9000 ,0.6000 ,0.1162 ,1.6599 ,0.3578 ,1.1975 ,0.3554 ,143.5311 
4.0000 ,55.0000 ,1.6000 ,49.9000 ,0.8000 ,0.1147 ,1.5941 ,0.3578 ,1.1420 ,0.3419 ,142.2849 
4.0000 ,55.0000 ,1.6000 ,49.9000 ,1.0000 ,0.1133 ,1.5307 ,0.3578 ,1.0961 ,0.3075 ,151.8609 
4.0000 ,55.0000 ,1.6000 ,49.9000 ,1.2000 ,0.1118 ,1.4698 ,0.3578 ,1.0473 ,0.3001 ,148.6508 
4.0000 ,55.0000 ,1.8000 ,49.9000 ,0.4000 ,0.1033 ,1.6599 ,0.3578 ,1.1757 ,0.3895 ,128.5828 
4.0000 ,55.0000 ,1.8000 ,49.9000 ,0.6000 ,0.1020 ,1.5941 ,0.3578 ,1.1242 ,0.3392 ,141.1950 
4.0000 ,55.0000 ,1.8000 ,49.9000 ,0.8000 ,0.1007 ,1.5307 ,0.3578 ,1.0759 ,0.3076 ,149.0237 
4.0000 ,55.0000 ,1.8000 ,49.9000 ,1.0000 ,0.0994 ,1.4698 ,0.3578 ,1.0286 ,0.2931 ,149.5100 
4.0000 ,55.0000 ,1.8000 ,49.9000 ,1.2000 ,0.0981 ,1.4111 ,0.3578 ,0.9862 ,0.2819 ,149.0037 
4.0000 ,55.0000 ,0.8000 ,69.9000 ,0.4000 ,0.2467 ,2.0307 ,0.3578 ,1.5610 ,0.5843 ,113.8046 
4.0000 ,55.0000 ,0.8000 ,69.9000 ,0.6000 ,0.2438 ,1.9505 ,0.3578 ,1.4774 ,0.5181 ,121.4769 
4.0000 ,55.0000 ,0.8000 ,69.9000 ,0.8000 ,0.2410 ,1.8735 ,0.3578 ,1.4040 ,0.4890 ,122.3157 
4.0000 ,55.0000 ,0.8000 ,69.9000 ,1.0000 ,0.2381 ,1.7995 ,0.3578 ,1.3404 ,0.4579 ,124.6959 
4.0000 ,55.0000 ,0.8000 ,69.9000 ,1.2000 ,0.2352 ,1.7283 ,0.3578 ,1.2792 ,0.4453 ,122.3716 
4.0000 ,55.0000 ,1.0000 ,69.9000 ,0.4000 ,0.1951 ,1.9505 ,0.3578 ,1.4588 ,0.5171 ,120.1836 
4.0000 ,55.0000 ,1.0000 ,69.9000 ,0.6000 ,0.1928 ,1.8735 ,0.3578 ,1.3810 ,0.4629 ,127.0828 
4.0000 ,55.0000 ,1.0000 ,69.9000 ,0.8000 ,0.1905 ,1.7995 ,0.3578 ,1.3170 ,0.4248 ,132.0567 
4.0000 ,55.0000 ,1.0000 ,69.9000 ,1.0000 ,0.1882 ,1.7283 ,0.3578 ,1.2552 ,0.4097 ,130.5087 
4.0000 ,55.0000 ,1.0000 ,69.9000 ,1.2000 ,0.1859 ,1.6599 ,0.3578 ,1.2015 ,0.3903 ,131.1358 
4.0000 ,55.0000 ,1.2000 ,69.9000 ,0.4000 ,0.1606 ,1.8735 ,0.3578 ,1.3631 ,0.4814 ,120.6136 
4.0000 ,55.0000 ,1.2000 ,69.9000 ,0.6000 ,0.1587 ,1.7995 ,0.3578 ,1.2954 ,0.4182 ,131.9479 
4.0000 ,55.0000 ,1.2000 ,69.9000 ,0.8000 ,0.1568 ,1.7283 ,0.3578 ,1.2371 ,0.3799 ,138.7077 
4.0000 ,55.0000 ,1.2000 ,69.9000 ,1.0000 ,0.1549 ,1.6599 ,0.3578 ,1.1788 ,0.3704 ,135.5703 
4.0000 ,55.0000 ,1.2000 ,69.9000 ,1.2000 ,0.1530 ,1.5941 ,0.3578 ,1.1310 ,0.3424 ,140.7194 
4.0000 ,55.0000 ,1.4000 ,69.9000 ,0.4000 ,0.1360 ,1.7995 ,0.3578 ,1.2789 ,0.4228 ,128.8657 
4.0000 ,55.0000 ,1.4000 ,69.9000 ,0.6000 ,0.1344 ,1.7283 ,0.3578 ,1.2166 ,0.3811 ,135.9869 
4.0000 ,55.0000 ,1.4000 ,69.9000 ,0.8000 ,0.1328 ,1.6599 ,0.3578 ,1.1604 ,0.3516 ,140.6175 
4.0000 ,55.0000 ,1.4000 ,69.9000 ,1.0000 ,0.1311 ,1.5941 ,0.3578 ,1.1115 ,0.3262 ,145.1514 
4.0000 ,55.0000 ,1.4000 ,69.9000 ,1.2000 ,0.1295 ,1.5307 ,0.3578 ,1.0623 ,0.3196 ,141.6042 
4.0000 ,55.0000 ,1.6000 ,69.9000 ,0.4000 ,0.1176 ,1.7283 ,0.3578 ,1.1985 ,0.3961 ,128.8917 
4.0000 ,55.0000 ,1.6000 ,69.9000 ,0.6000 ,0.1162 ,1.6599 ,0.3578 ,1.1441 ,0.3439 ,141.7363 
4.0000 ,55.0000 ,1.6000 ,69.9000 ,0.8000 ,0.1147 ,1.5941 ,0.3578 ,1.0933 ,0.3208 ,145.1652 
4.0000 ,55.0000 ,1.6000 ,69.9000 ,1.0000 ,0.1133 ,1.5307 ,0.3578 ,1.0460 ,0.3058 ,145.7221 
4.0000 ,55.0000 ,1.6000 ,69.9000 ,1.2000 ,0.1118 ,1.4698 ,0.3578 ,1.0031 ,0.2860 ,149.4049 
4.0000 ,55.0000 ,1.8000 ,69.9000 ,0.4000 ,0.1033 ,1.6599 ,0.3578 ,1.1219 ,0.3837 ,124.5699 
4.0000 ,55.0000 ,1.8000 ,69.9000 ,0.6000 ,0.1020 ,1.5941 ,0.3578 ,1.0735 ,0.3324 ,137.5551 
4.0000 ,55.0000 ,1.8000 ,69.9000 ,0.8000 ,0.1007 ,1.5307 ,0.3578 ,1.0296 ,0.2960 ,148.1759 
4.0000 ,55.0000 ,1.8000 ,69.9000 ,1.0000 ,0.0994 ,1.4698 ,0.3578 ,0.9844 ,0.2835 ,147.9110 
4.0000 ,55.0000 ,1.8000 ,69.9000 ,1.2000 ,0.0981 ,1.4111 ,0.3578 ,0.9441 ,0.2684 ,149.8438 
4.0000 ,55.0000 ,0.8000 ,89.9000 ,0.4000 ,0.2467 ,2.0307 ,0.3578 ,1.4826 ,0.6547 ,96.4669 
4.0000 ,55.0000 ,0.8000 ,89.9000 ,0.6000 ,0.2438 ,1.9505 ,0.3578 ,1.4051 ,0.4888 ,122.4603 
4.0000 ,55.0000 ,0.8000 ,89.9000 ,0.8000 ,0.2410 ,1.8735 ,0.3578 ,1.3359 ,0.4703 ,121.0124 
4.0000 ,55.0000 ,0.8000 ,89.9000 ,1.0000 ,0.2381 ,1.7995 ,0.3578 ,1.2728 ,0.4602 ,117.8238 
4.0000 ,55.0000 ,0.8000 ,89.9000 ,1.2000 ,0.2352 ,1.7283 ,0.3578 ,1.2157 ,0.4791 ,108.0993 
4.0000 ,55.0000 ,1.0000 ,89.9000 ,0.4000 ,0.1951 ,1.9505 ,0.3578 ,1.3864 ,0.5020 ,117.6519 
4.0000 ,55.0000 ,1.0000 ,89.9000 ,0.6000 ,0.1928 ,1.8735 ,0.3578 ,1.3173 ,0.4443 ,126.3059 
4.0000 ,55.0000 ,1.0000 ,89.9000 ,0.8000 ,0.1905 ,1.7995 ,0.3578 ,1.2510 ,0.4328 ,123.1236 
4.0000 ,55.0000 ,1.0000 ,89.9000 ,1.0000 ,0.1882 ,1.7283 ,0.3578 ,1.1967 ,0.4003 ,127.3483 
4.0000 ,55.0000 ,1.0000 ,89.9000 ,1.2000 ,0.1859 ,1.6599 ,0.3578 ,1.1437 ,0.4205 ,115.8597 
4.0000 ,55.0000 ,1.2000 ,89.9000 ,0.4000 ,0.1606 ,1.8735 ,0.3578 ,1.2985 ,0.4433 ,124.7714 
4.0000 ,55.0000 ,1.2000 ,89.9000 ,0.6000 ,0.1587 ,1.7995 ,0.3578 ,1.2340 ,0.4199 ,125.2078 
4.0000 ,55.0000 ,1.2000 ,89.9000 ,0.8000 ,0.1568 ,1.7283 ,0.3578 ,1.1718 ,0.3931 ,126.9931 
4.0000 ,55.0000 ,1.2000 ,89.9000 ,1.0000 ,0.1549 ,1.6599 ,0.3578 ,1.1270 ,0.3458 ,138.8198 
4.0000 ,55.0000 ,1.2000 ,89.9000 ,1.2000 ,0.1530 ,1.5941 ,0.3578 ,1.0783 ,0.3361 ,136.6677 
4.0000 ,55.0000 ,1.4000 ,89.9000 ,0.4000 ,0.1360 ,1.7995 ,0.3578 ,1.2099 ,0.4485 ,114.9231 
4.0000 ,55.0000 ,1.4000 ,89.9000 ,0.6000 ,0.1344 ,1.7283 ,0.3578 ,1.1580 ,0.3660 ,134.7908 
4.0000 ,55.0000 ,1.4000 ,89.9000 ,0.8000 ,0.1328 ,1.6599 ,0.3578 ,1.1023 ,0.3632 ,129.2827 
4.0000 ,55.0000 ,1.4000 ,89.9000 ,1.0000 ,0.1311 ,1.5941 ,0.3578 ,1.0614 ,0.3031 ,149.1725 
4.0000 ,55.0000 ,1.4000 ,89.9000 ,1.2000 ,0.1295 ,1.5307 ,0.3578 ,1.0112 ,0.3250 ,132.5651 
4.0000 ,55.0000 ,1.6000 ,89.9000 ,0.4000 ,0.1176 ,1.7283 ,0.3578 ,1.1412 ,0.3898 ,124.7244 
4.0000 ,55.0000 ,1.6000 ,89.9000 ,0.6000 ,0.1162 ,1.6599 ,0.3578 ,1.0862 ,0.3531 ,131.0312 
4.0000 ,55.0000 ,1.6000 ,89.9000 ,0.8000 ,0.1147 ,1.5941 ,0.3578 ,1.0418 ,0.3247 ,136.6786 
4.0000 ,55.0000 ,1.6000 ,89.9000 ,1.0000 ,0.1133 ,1.5307 ,0.3578 ,0.9958 ,0.3048 ,139.1704 
4.0000 ,55.0000 ,1.6000 ,89.9000 ,1.2000 ,0.1118 ,1.4698 ,0.3578 ,0.9531 ,0.2916 ,139.2266 
4.0000 ,55.0000 ,1.8000 ,89.9000 ,0.4000 ,0.1033 ,1.6599 ,0.3578 ,1.0722 ,0.3826 ,119.3727 
4.0000 ,55.0000 ,1.8000 ,89.9000 ,0.6000 ,0.1020 ,1.5941 ,0.3578 ,1.0266 ,0.3041 ,143.7981 
4.0000 ,55.0000 ,1.8000 ,89.9000 ,0.8000 ,0.1007 ,1.5307 ,0.3578 ,0.9784 ,0.2969 ,140.3627 
4.0000 ,55.0000 ,1.8000 ,89.9000 ,1.0000 ,0.0994 ,1.4698 ,0.3578 ,0.9396 ,0.2738 ,146.2141 
4.0000 ,55.0000 ,1.8000 ,89.9000 ,1.2000 ,0.0981 ,1.4111 ,0.3578 ,0.8981 ,0.2711 ,141.1449 
4.0000 ,60.0000 ,0.8000 ,9.9000 ,0.4000 ,0.2707 ,2.2604 ,0.3578 ,2.0638 ,0.8330 ,105.5473 
4.0000 ,60.0000 ,0.8000 ,9.9000 ,0.6000 ,0.2678 ,2.1784 ,0.3578 ,1.9467 ,0.7298 ,113.6295 
4.0000 ,60.0000 ,0.8000 ,9.9000 ,0.8000 ,0.2650 ,2.0994 ,0.3578 ,1.8484 ,0.6850 ,114.9600 
4.0000 ,60.0000 ,0.8000 ,9.9000 ,1.0000 ,0.2621 ,2.0233 ,0.3578 ,1.7619 ,0.6402 ,117.2395 
4.0000 ,60.0000 ,0.8000 ,9.9000 ,1.2000 ,0.2592 ,1.9499 ,0.3578 ,1.6845 ,0.5979 ,120.0234 
4.0000 ,60.0000 ,1.0000 ,9.9000 ,0.4000 ,0.2143 ,2.1784 ,0.3578 ,1.9300 ,0.7069 ,116.3035 
4.0000 ,60.0000 ,1.0000 ,9.9000 ,0.6000 ,0.2120 ,2.0994 ,0.3578 ,1.8266 ,0.6285 ,123.8157 
4.0000 ,60.0000 ,1.0000 ,9.9000 ,0.8000 ,0.2097 ,2.0233 ,0.3578 ,1.7363 ,0.5998 ,123.3261 
4.0000 ,60.0000 ,1.0000 ,9.9000 ,1.0000 ,0.2074 ,1.9499 ,0.3578 ,1.6588 ,0.5111 ,138.2444 
4.0000 ,60.0000 ,1.0000 ,9.9000 ,1.2000 ,0.2051 ,1.8791 ,0.3578 ,1.5847 ,0.5262 ,128.3010 
4.0000 ,60.0000 ,1.2000 ,9.9000 ,0.4000 ,0.1766 ,2.0994 ,0.3578 ,1.8033 ,0.6602 ,116.3533 
4.0000 ,60.0000 ,1.2000 ,9.9000 ,0.6000 ,0.1747 ,2.0233 ,0.3578 ,1.7153 ,0.5644 ,129.4631 
4.0000 ,60.0000 ,1.2000 ,9.9000 ,0.8000 ,0.1728 ,1.9499 ,0.3578 ,1.6352 ,0.5155 ,135.1267 
4.0000 ,60.0000 ,1.2000 ,9.9000 ,1.0000 ,0.1709 ,1.8791 ,0.3578 ,1.5610 ,0.4984 ,133.4234 
4.0000 ,60.0000 ,1.2000 ,9.9000 ,1.2000 ,0.1690 ,1.8108 ,0.3578 ,1.4969 ,0.4598 ,138.6727 
4.0000 ,60.0000 ,1.4000 ,9.9000 ,0.4000 ,0.1498 ,2.0233 ,0.3578 ,1.6952 ,0.6042 ,119.5200 
4.0000 ,60.0000 ,1.4000 ,9.9000 ,0.6000 ,0.1481 ,1.9499 ,0.3578 ,1.6123 ,0.5375 ,127.7743 
4.0000 ,60.0000 ,1.4000 ,9.9000 ,0.8000 ,0.1465 ,1.8791 ,0.3578 ,1.5398 ,0.4670 ,140.4588 
4.0000 ,60.0000 ,1.4000 ,9.9000 ,1.0000 ,0.1448 ,1.8108 ,0.3578 ,1.4738 ,0.4421 ,142.0063 
4.0000 ,60.0000 ,1.4000 ,9.9000 ,1.2000 ,0.1432 ,1.7449 ,0.3578 ,1.4109 ,0.4199 ,143.1334 
4.0000 ,60.0000 ,1.6000 ,9.9000 ,0.4000 ,0.1296 ,1.9499 ,0.3578 ,1.5955 ,0.5441 ,124.9314 
4.0000 ,60.0000 ,1.6000 ,9.9000 ,0.6000 ,0.1282 ,1.8791 ,0.3578 ,1.5195 ,0.4683 ,138.2386 
4.0000 ,60.0000 ,1.6000 ,9.9000 ,0.8000 ,0.1267 ,1.8108 ,0.3578 ,1.4512 ,0.4360 ,141.7803 
4.0000 ,60.0000 ,1.6000 ,9.9000 ,1.0000 ,0.1253 ,1.7449 ,0.3578 ,1.3889 ,0.4066 ,145.5188 
4.0000 ,60.0000 ,1.6000 ,9.9000 ,1.2000 ,0.1238 ,1.6812 ,0.3578 ,1.3318 ,0.3883 ,146.1238 
4.0000 ,60.0000 ,1.8000 ,9.9000 ,0.4000 ,0.1139 ,1.8791 ,0.3578 ,1.5007 ,0.4941 ,129.3754 
4.0000 ,60.0000 ,1.8000 ,9.9000 ,0.6000 ,0.1126 ,1.8108 ,0.3578 ,1.4288 ,0.4458 ,136.5430 
4.0000 ,60.0000 ,1.8000 ,9.9000 ,0.8000 ,0.1114 ,1.7449 ,0.3578 ,1.3694 ,0.3957 ,147.4101 
4.0000 ,60.0000 ,1.8000 ,9.9000 ,1.0000 ,0.1101 ,1.6812 ,0.3578 ,1.3111 ,0.3782 ,147.6836 
4.0000 ,60.0000 ,1.8000 ,9.9000 ,1.2000 ,0.1088 ,1.6198 ,0.3578 ,1.2606 ,0.3486 ,154.0555 
4.0000 ,60.0000 ,0.8000 ,29.9000 ,0.4000 ,0.2707 ,2.2604 ,0.3578 ,1.9670 ,0.7521 ,111.4200 
4.0000 ,60.0000 ,0.8000 ,29.9000 ,0.6000 ,0.2678 ,2.1784 ,0.3578 ,1.8588 ,0.6790 ,116.6252 
4.0000 ,60.0000 ,0.8000 ,29.9000 ,0.8000 ,0.2650 ,2.0994 ,0.3578 ,1.7690 ,0.6258 ,120.4150 
4.0000 ,60.0000 ,0.8000 ,29.9000 ,1.0000 ,0.2621 ,2.0233 ,0.3578 ,1.6900 ,0.5747 ,125.2669 
4.0000 ,60.0000 ,0.8000 ,29.9000 ,1.2000 ,0.2592 ,1.9499 ,0.3578 ,1.6137 ,0.5555 ,123.7432 
4.0000 ,60.0000 ,1.0000 ,29.9000 ,0.4000 ,0.2143 ,2.1784 ,0.3578 ,1.8434 ,0.6502 ,120.7820 
4.0000 ,60.0000 ,1.0000 ,29.9000 ,0.6000 ,0.2120 ,2.0994 ,0.3578 ,1.7468 ,0.5719 ,130.1202 
4.0000 ,60.0000 ,1.0000 ,29.9000 ,0.8000 ,0.2097 ,2.0233 ,0.3578 ,1.6643 ,0.5358 ,132.3121 
4.0000 ,60.0000 ,1.0000 ,29.9000 ,1.0000 ,0.2074 ,1.9499 ,0.3578 ,1.5887 ,0.5105 ,132.5838 
4.0000 ,60.0000 ,1.0000 ,29.9000 ,1.2000 ,0.2051 ,1.8791 ,0.3578 ,1.5216 ,0.4798 ,135.1081 
4.0000 ,60.0000 ,1.2000 ,29.9000 ,0.4000 ,0.1766 ,2.0994 ,0.3578 ,1.7298 ,0.5761 ,127.9073 
4.0000 ,60.0000 ,1.2000 ,29.9000 ,0.6000 ,0.1747 ,2.0233 ,0.3578 ,1.6401 ,0.5261 ,132.7950 
4.0000 ,60.0000 ,1.2000 ,29.9000 ,0.8000 ,0.1728 ,1.9499 ,0.3578 ,1.5686 ,0.4640 ,144.0093 
4.0000 ,60.0000 ,1.2000 ,29.9000 ,1.0000 ,0.1709 ,1.8791 ,0.3578 ,1.4962 ,0.4630 ,137.6671 
4.0000 ,60.0000 ,1.2000 ,29.9000 ,1.2000 ,0.1690 ,1.8108 ,0.3578 ,1.4381 ,0.4151 ,147.6012 
4.0000 ,60.0000 ,1.4000 ,29.9000 ,0.4000 ,0.1498 ,2.0233 ,0.3578 ,1.6245 ,0.5347 ,129.4283 
4.0000 ,60.0000 ,1.4000 ,29.9000 ,0.6000 ,0.1481 ,1.9499 ,0.3578 ,1.5462 ,0.4678 ,140.8055 
4.0000 ,60.0000 ,1.4000 ,29.9000 ,0.8000 ,0.1465 ,1.8791 ,0.3578 ,1.4771 ,0.4324 ,145.5067 
4.0000 ,60.0000 ,1.4000 ,29.9000 ,1.0000 ,0.1448 ,1.8108 ,0.3578 ,1.4162 ,0.3942 ,153.0381 
4.0000 ,60.0000 ,1.4000 ,29.9000 ,1.2000 ,0.1432 ,1.7449 ,0.3578 ,1.3569 ,0.3831 ,150.9036 
4.0000 ,60.0000 ,1.6000 ,29.9000 ,0.4000 ,0.1296 ,1.9499 ,0.3578 ,1.5287 ,0.4823 ,135.0193 
4.0000 ,60.0000 ,1.6000 ,29.9000 ,0.6000 ,0.1282 ,1.8791 ,0.3578 ,1.4546 ,0.4553 ,136.0943 
4.0000 ,60.0000 ,1.6000 ,29.9000 ,0.8000 ,0.1267 ,1.8108 ,0.3578 ,1.3911 ,0.4142 ,143.0681 
4.0000 ,60.0000 ,1.6000 ,29.9000 ,1.0000 ,0.1253 ,1.7449 ,0.3578 ,1.3318 ,0.3895 ,145.6623 
4.0000 ,60.0000 ,1.6000 ,29.9000 ,1.2000 ,0.1238 ,1.6812 ,0.3578 ,1.2796 ,0.3592 ,151.7363 
4.0000 ,60.0000 ,1.8000 ,29.9000 ,0.4000 ,0.1139 ,1.8791 ,0.3578 ,1.4395 ,0.4461 ,137.4649 
4.0000 ,60.0000 ,1.8000 ,29.9000 ,0.6000 ,0.1126 ,1.8108 ,0.3578 ,1.3736 ,0.4104 ,142.5915 
4.0000 ,60.0000 ,1.8000 ,29.9000 ,0.8000 ,0.1114 ,1.7449 ,0.3578 ,1.3144 ,0.3680 ,152.1651 
4.0000 ,60.0000 ,1.8000 ,29.9000 ,1.0000 ,0.1101 ,1.6812 ,0.3578 ,1.2596 ,0.3571 ,150.2836 
4.0000 ,60.0000 ,1.8000 ,29.9000 ,1.2000 ,0.1088 ,1.6198 ,0.3578 ,1.2102 ,0.3340 ,154.3510 
4.0000 ,60.0000 ,0.8000 ,49.9000 ,0.4000 ,0.2707 ,2.2604 ,0.3578 ,1.8759 ,0.6855 ,116.5731 
4.0000 ,60.0000 ,0.8000 ,49.9000 ,0.6000 ,0.2678 ,2.1784 ,0.3578 ,1.7739 ,0.6198 ,121.9175 
4.0000 ,60.0000 ,0.8000 ,49.9000 ,0.8000 ,0.2650 ,2.0994 ,0.3578 ,1.6879 ,0.5754 ,124.9530 
4.0000 ,60.0000 ,0.8000 ,49.9000 ,1.0000 ,0.2621 ,2.0233 ,0.3578 ,1.6150 ,0.5258 ,130.8503 
4.0000 ,60.0000 ,0.8000 ,49.9000 ,1.2000 ,0.2592 ,1.9499 ,0.3578 ,1.5422 ,0.5231 ,125.5890 
4.0000 ,60.0000 ,1.0000 ,49.9000 ,0.4000 ,0.2143 ,2.1784 ,0.3578 ,1.7553 ,0.6154 ,121.5030 
4.0000 ,60.0000 ,1.0000 ,49.9000 ,0.6000 ,0.2120 ,2.0994 ,0.3578 ,1.6670 ,0.5407 ,131.3238 
4.0000 ,60.0000 ,1.0000 ,49.9000 ,0.8000 ,0.2097 ,2.0233 ,0.3578 ,1.5894 ,0.4988 ,135.7541 
4.0000 ,60.0000 ,1.0000 ,49.9000 ,1.0000 ,0.2074 ,1.9499 ,0.3578 ,1.5196 ,0.4704 ,137.6161 
4.0000 ,60.0000 ,1.0000 ,49.9000 ,1.2000 ,0.2051 ,1.8791 ,0.3578 ,1.4533 ,0.4632 ,133.6727 
4.0000 ,60.0000 ,1.2000 ,49.9000 ,0.4000 ,0.1766 ,2.0994 ,0.3578 ,1.6487 ,0.5691 ,123.4149 
4.0000 ,60.0000 ,1.2000 ,49.9000 ,0.6000 ,0.1747 ,2.0233 ,0.3578 ,1.5680 ,0.4920 ,135.7513 
4.0000 ,60.0000 ,1.2000 ,49.9000 ,0.8000 ,0.1728 ,1.9499 ,0.3578 ,1.4940 ,0.4604 ,138.2264 
4.0000 ,60.0000 ,1.2000 ,49.9000 ,1.0000 ,0.1709 ,1.8791 ,0.3578 ,1.4332 ,0.4179 ,146.0835 
4.0000 ,60.0000 ,1.2000 ,49.9000 ,1.2000 ,0.1690 ,1.8108 ,0.3578 ,1.3726 ,0.4041 ,144.7116 
4.0000 ,60.0000 ,1.4000 ,49.9000 ,0.4000 ,0.1498 ,2.0233 ,0.3578 ,1.5491 ,0.5105 ,129.2638 
4.0000 ,60.0000 ,1.4000 ,49.9000 ,0.6000 ,0.1481 ,1.9499 ,0.3578 ,1.4782 ,0.4321 ,145.7455 
4.0000 ,60.0000 ,1.4000 ,49.9000 ,0.8000 ,0.1465 ,1.8791 ,0.3578 ,1.4124 ,0.4051 ,148.5161 
4.0000 ,60.0000 ,1.4000 ,49.9000 ,1.0000 ,0.1448 ,1.8108 ,0.3578 ,1.3523 ,0.3820 ,150.8170 
4.0000 ,60.0000 ,1.4000 ,49.9000 ,1.2000 ,0.1432 ,1.7449 ,0.3578 ,1.3003 ,0.3539 ,156.5171 
4.0000 ,60.0000 ,1.6000 ,49.9000 ,0.4000 ,0.1296 ,1.9499 ,0.3578 ,1.4611 ,0.4594 ,135.4736 
4.0000 ,60.0000 ,1.6000 ,49.9000 ,0.6000 ,0.1282 ,1.8791 ,0.3578 ,1.3908 ,0.4171 ,142.0479 
4.0000 ,60.0000 ,1.6000 ,49.9000 ,0.8000 ,0.1267 ,1.8108 ,0.3578 ,1.3312 ,0.3758 ,150.8943 
4.0000 ,60.0000 ,1.6000 ,49.9000 ,1.0000 ,0.1253 ,1.7449 ,0.3578 ,1.2774 ,0.3555 ,153.0835 
4.0000 ,60.0000 ,1.6000 ,49.9000 ,1.2000 ,0.1238 ,1.6812 ,0.3578 ,1.2270 ,0.3320 ,157.4640 
4.0000 ,60.0000 ,1.8000 ,49.9000 ,0.4000 ,0.1139 ,1.8791 ,0.3578 ,1.3734 ,0.4454 ,131.3692 
4.0000 ,60.0000 ,1.8000 ,49.9000 ,0.6000 ,0.1126 ,1.8108 ,0.3578 ,1.3145 ,0.3776 ,148.2904 
4.0000 ,60.0000 ,1.8000 ,49.9000 ,0.8000 ,0.1114 ,1.7449 ,0.3578 ,1.2608 ,0.3383 ,158.7677 
4.0000 ,60.0000 ,1.8000 ,49.9000 ,1.0000 ,0.1101 ,1.6812 ,0.3578 ,1.2052 ,0.3363 ,152.6655 
4.0000 ,60.0000 ,1.8000 ,49.9000 ,1.2000 ,0.1088 ,1.6198 ,0.3578 ,1.1586 ,0.3174 ,155.5160 
4.0000 ,60.0000 ,0.8000 ,69.9000 ,0.4000 ,0.2707 ,2.2604 ,0.3578 ,1.7882 ,0.6670 ,114.2055 
4.0000 ,60.0000 ,0.8000 ,69.9000 ,0.6000 ,0.2678 ,2.1784 ,0.3578 ,1.6898 ,0.5969 ,120.6051 
4.0000 ,60.0000 ,0.8000 ,69.9000 ,0.8000 ,0.2650 ,2.0994 ,0.3578 ,1.6090 ,0.5535 ,123.8275 
4.0000 ,60.0000 ,0.8000 ,69.9000 ,1.0000 ,0.2621 ,2.0233 ,0.3578 ,1.5375 ,0.5262 ,124.4667 
4.0000 ,60.0000 ,0.8000 ,69.9000 ,1.2000 ,0.2592 ,1.9499 ,0.3578 ,1.4719 ,0.4970 ,126.1711 
4.0000 ,60.0000 ,1.0000 ,69.9000 ,0.4000 ,0.2143 ,2.1784 ,0.3578 ,1.6756 ,0.5913 ,120.7185 
4.0000 ,60.0000 ,1.0000 ,69.9000 ,0.6000 ,0.2120 ,2.0994 ,0.3578 ,1.5894 ,0.5162 ,131.1642 
4.0000 ,60.0000 ,1.0000 ,69.9000 ,0.8000 ,0.2097 ,2.0233 ,0.3578 ,1.5160 ,0.4802 ,134.4888 
4.0000 ,60.0000 ,1.0000 ,69.9000 ,1.0000 ,0.2074 ,1.9499 ,0.3578 ,1.4520 ,0.4398 ,140.6381 
4.0000 ,60.0000 ,1.0000 ,69.9000 ,1.2000 ,0.2051 ,1.8791 ,0.3578 ,1.3898 ,0.4270 ,138.6385 
4.0000 ,60.0000 ,1.2000 ,69.9000 ,0.4000 ,0.1766 ,2.0994 ,0.3578 ,1.5701 ,0.5510 ,121.3777 
4.0000 ,60.0000 ,1.2000 ,69.9000 ,0.6000 ,0.1747 ,2.0233 ,0.3578 ,1.4956 ,0.4628 ,137.6531 
4.0000 ,60.0000 ,1.2000 ,69.9000 ,0.8000 ,0.1728 ,1.9499 ,0.3578 ,1.4273 ,0.4276 ,142.2071 
4.0000 ,60.0000 ,1.2000 ,69.9000 ,1.0000 ,0.1709 ,1.8791 ,0.3578 ,1.3656 ,0.4119 ,141.2500 
4.0000 ,60.0000 ,1.2000 ,69.9000 ,1.2000 ,0.1690 ,1.8108 ,0.3578 ,1.3132 ,0.3768 ,148.4685 
