N,a [mm],d [mm],my_theta [deg],p [mm],Rdc[¦¸],Ldc[uH],¦Ä/h,L [uH],R [¦¸],Q
5.0000 ,40.0000 ,1.2000 ,9.9000 ,1.0000 ,0.1248 ,1.2962 ,0.3578 ,0.9558 ,0.4350 ,93.5992 
5.0000 ,40.0000 ,0.4000 ,29.9000 ,0.4000 ,0.4416 ,2.1869 ,0.3578 ,1.8076 ,0.9039 ,85.1885 
5.0000 ,40.0000 ,0.4000 ,29.9000 ,0.6000 ,0.4320 ,2.0311 ,0.3578 ,1.6377 ,0.9648 ,72.3091 
5.0000 ,40.0000 ,0.4000 ,29.9000 ,0.8000 ,0.4224 ,1.8862 ,0.3578 ,1.4984 ,0.8576 ,74.4282 
5.0000 ,40.0000 ,0.4000 ,29.9000 ,1.0000 ,0.4128 ,1.7513 ,0.3578 ,1.4049 ,0.6886 ,86.9115 
5.0000 ,40.0000 ,0.6000 ,29.9000 ,0.4000 ,0.2880 ,2.0311 ,0.3578 ,1.6088 ,1.0113 ,67.7668 
5.0000 ,40.0000 ,0.6000 ,29.9000 ,0.6000 ,0.2816 ,1.8862 ,0.3578 ,1.4797 ,0.6668 ,94.5398 
5.0000 ,40.0000 ,0.6000 ,29.9000 ,0.8000 ,0.2752 ,1.7513 ,0.3578 ,1.3713 ,0.5771 ,101.2238 
5.0000 ,40.0000 ,0.6000 ,29.9000 ,1.0000 ,0.2688 ,1.6255 ,0.3578 ,1.2545 ,0.5737 ,93.1602 
5.0000 ,40.0000 ,0.8000 ,29.9000 ,0.4000 ,0.2112 ,1.8862 ,0.3578 ,1.4447 ,1.0266 ,59.9505 
5.0000 ,40.0000 ,0.8000 ,29.9000 ,0.6000 ,0.2064 ,1.7513 ,0.3578 ,1.3405 ,0.5335 ,107.0296 
5.0000 ,40.0000 ,0.8000 ,29.9000 ,0.8000 ,0.2016 ,1.6255 ,0.3578 ,1.2224 ,0.5692 ,91.4846 
5.0000 ,40.0000 ,0.8000 ,29.9000 ,1.0000 ,0.1968 ,1.5081 ,0.3578 ,1.1358 ,0.4799 ,100.8254 
5.0000 ,40.0000 ,1.0000 ,29.9000 ,0.4000 ,0.1651 ,1.7513 ,0.3578 ,1.3033 ,0.5683 ,97.6894 
5.0000 ,40.0000 ,1.0000 ,29.9000 ,0.6000 ,0.1613 ,1.6255 ,0.3578 ,1.1909 ,0.6322 ,80.2489 
5.0000 ,40.0000 ,1.0000 ,29.9000 ,0.8000 ,0.1574 ,1.5081 ,0.3578 ,1.1030 ,0.5123 ,91.7260 
5.0000 ,40.0000 ,1.0000 ,29.9000 ,1.0000 ,0.1536 ,1.3986 ,0.3578 ,1.0196 ,0.4634 ,93.7322 
5.0000 ,40.0000 ,1.2000 ,29.9000 ,0.4000 ,0.1344 ,1.6255 ,0.3578 ,1.1633 ,0.7354 ,67.3878 
5.0000 ,40.0000 ,1.2000 ,29.9000 ,0.6000 ,0.1312 ,1.5081 ,0.3578 ,1.0700 ,0.5847 ,77.9554 
5.0000 ,40.0000 ,1.2000 ,29.9000 ,0.8000 ,0.1280 ,1.3986 ,0.3578 ,0.9837 ,0.5337 ,78.5224 
5.0000 ,40.0000 ,1.2000 ,29.9000 ,1.0000 ,0.1248 ,1.2962 ,0.3578 ,0.9202 ,0.4161 ,94.2072 
5.0000 ,40.0000 ,1.2000 ,30.0000 ,0.8000 ,0.1280 ,1.3986 ,0.3578 ,0.9973 ,0.4303 ,98.7280 
5.0000 ,40.0000 ,0.4000 ,49.9000 ,0.4000 ,0.4416 ,2.1869 ,0.3578 ,1.7263 ,0.8391 ,87.6413 
5.0000 ,40.0000 ,0.4000 ,49.9000 ,0.6000 ,0.4320 ,2.0311 ,0.3578 ,1.5236 ,0.9961 ,65.1627 
5.0000 ,40.0000 ,0.4000 ,49.9000 ,0.8000 ,0.4224 ,1.8862 ,0.3578 ,1.3956 ,0.8575 ,69.3331 
5.0000 ,40.0000 ,0.4000 ,49.9000 ,1.0000 ,0.4128 ,1.7513 ,0.3578 ,1.3473 ,0.6406 ,89.5935 
5.0000 ,40.0000 ,0.6000 ,49.9000 ,0.4000 ,0.2880 ,2.0311 ,0.3578 ,1.5362 ,0.8796 ,74.3960 
5.0000 ,40.0000 ,0.6000 ,49.9000 ,0.6000 ,0.2816 ,1.8862 ,0.3578 ,1.4096 ,0.6919 ,86.7838 
5.0000 ,40.0000 ,0.6000 ,49.9000 ,0.8000 ,0.2752 ,1.7513 ,0.3578 ,1.3132 ,0.5424 ,103.1404 
5.0000 ,40.0000 ,0.6000 ,49.9000 ,1.0000 ,0.2688 ,1.6255 ,0.3578 ,1.1963 ,0.5996 ,84.9888 
5.0000 ,40.0000 ,0.8000 ,49.9000 ,0.4000 ,0.2112 ,1.8862 ,0.3578 ,1.3643 ,0.9227 ,62.9925 
5.0000 ,40.0000 ,0.8000 ,49.9000 ,0.6000 ,0.2064 ,1.7513 ,0.3578 ,1.2815 ,0.5119 ,106.6498 
5.0000 ,40.0000 ,0.8000 ,49.9000 ,0.8000 ,0.2016 ,1.6255 ,0.3578 ,1.1739 ,0.5256 ,95.1511 
5.0000 ,40.0000 ,0.8000 ,49.9000 ,1.0000 ,0.1968 ,1.5081 ,0.3578 ,1.0757 ,0.5478 ,83.6518 
5.0000 ,40.0000 ,1.0000 ,49.9000 ,0.4000 ,0.1651 ,1.7513 ,0.3578 ,1.2503 ,0.5316 ,100.1909 
5.0000 ,40.0000 ,1.0000 ,49.9000 ,0.6000 ,0.1613 ,1.6255 ,0.3578 ,1.1398 ,0.5218 ,93.0508 
5.0000 ,40.0000 ,1.0000 ,49.9000 ,0.8000 ,0.1574 ,1.5081 ,0.3578 ,1.0581 ,0.4690 ,96.0982 
5.0000 ,40.0000 ,1.0000 ,49.9000 ,1.0000 ,0.1536 ,1.3986 ,0.3578 ,0.9801 ,0.4099 ,101.8670 
5.0000 ,40.0000 ,1.2000 ,49.9000 ,0.4000 ,0.1344 ,1.6255 ,0.3578 ,1.1147 ,0.6073 ,78.1952 
5.0000 ,40.0000 ,1.2000 ,49.9000 ,0.6000 ,0.1312 ,1.5081 ,0.3578 ,1.0188 ,0.5754 ,75.4283 
5.0000 ,40.0000 ,1.2000 ,49.9000 ,0.8000 ,0.1280 ,1.3986 ,0.3578 ,0.9449 ,0.4885 ,82.3939 
5.0000 ,40.0000 ,1.2000 ,49.9000 ,1.0000 ,0.1248 ,1.2962 ,0.3578 ,0.8832 ,0.3866 ,97.3225 
5.0000 ,40.0000 ,0.4000 ,69.9000 ,0.6000 ,0.4320 ,2.0311 ,0.3578 ,1.4866 ,0.8960 ,70.6771 
5.0000 ,40.0000 ,0.4000 ,69.9000 ,0.8000 ,0.4224 ,1.8862 ,0.3578 ,1.3721 ,0.7506 ,77.8740 
5.0000 ,40.0000 ,0.4000 ,69.9000 ,1.0000 ,0.4128 ,1.7513 ,0.3578 ,1.2815 ,0.6286 ,86.8540 
5.0000 ,40.0000 ,0.6000 ,69.9000 ,0.4000 ,0.2880 ,2.0311 ,0.3578 ,1.4566 ,1.0155 ,61.1052 
5.0000 ,40.0000 ,0.6000 ,69.9000 ,0.6000 ,0.2816 ,1.8862 ,0.3578 ,1.3325 ,0.7678 ,73.9311 
5.0000 ,40.0000 ,0.6000 ,69.9000 ,0.8000 ,0.2752 ,1.7513 ,0.3578 ,1.2521 ,0.5271 ,101.1963 
5.0000 ,40.0000 ,0.6000 ,69.9000 ,1.0000 ,0.2688 ,1.6255 ,0.3578 ,1.1423 ,0.5662 ,85.9456 
5.0000 ,40.0000 ,0.8000 ,69.9000 ,0.4000 ,0.2112 ,1.8862 ,0.3578 ,1.3071 ,0.8322 ,66.9081 
5.0000 ,40.0000 ,0.8000 ,69.9000 ,0.6000 ,0.2064 ,1.7513 ,0.3578 ,1.2235 ,0.4862 ,107.1903 
5.0000 ,40.0000 ,0.8000 ,69.9000 ,0.8000 ,0.2016 ,1.6255 ,0.3578 ,1.1061 ,0.6091 ,77.3634 
5.0000 ,40.0000 ,0.8000 ,69.9000 ,1.0000 ,0.1968 ,1.5081 ,0.3578 ,1.0263 ,0.5247 ,83.3224 
5.0000 ,40.0000 ,1.0000 ,69.9000 ,0.4000 ,0.1651 ,1.7513 ,0.3578 ,1.1937 ,0.5092 ,99.8746 
5.0000 ,40.0000 ,1.0000 ,69.9000 ,0.6000 ,0.1613 ,1.6255 ,0.3578 ,1.0737 ,0.6663 ,68.6442 
5.0000 ,40.0000 ,1.0000 ,69.9000 ,0.8000 ,0.1574 ,1.5081 ,0.3578 ,0.9991 ,0.5253 ,81.0217 
5.0000 ,40.0000 ,1.0000 ,69.9000 ,1.0000 ,0.1536 ,1.3986 ,0.3578 ,0.8764 ,0.5764 ,64.7762 
5.0000 ,40.0000 ,1.2000 ,69.9000 ,0.4000 ,0.1344 ,1.6255 ,0.3578 ,1.0579 ,0.7265 ,62.0372 
5.0000 ,40.0000 ,1.2000 ,69.9000 ,0.6000 ,0.1312 ,1.5081 ,0.3578 ,0.9854 ,0.4607 ,91.1115 
5.0000 ,40.0000 ,1.2000 ,69.9000 ,0.8000 ,0.1280 ,1.3986 ,0.3578 ,0.9042 ,0.4739 ,81.2816 
5.0000 ,40.0000 ,1.2000 ,69.9000 ,1.0000 ,0.1248 ,1.2962 ,0.3578 ,0.8349 ,0.4232 ,84.0454 
5.0000 ,40.0000 ,0.4000 ,89.9000 ,0.4000 ,0.4416 ,2.1869 ,0.3578 ,1.5643 ,0.7708 ,86.4510 
5.0000 ,40.0000 ,0.4000 ,89.9000 ,0.6000 ,0.4320 ,2.0311 ,0.3578 ,1.4219 ,0.7775 ,77.9125 
5.0000 ,40.0000 ,0.4000 ,89.9000 ,0.8000 ,0.4224 ,1.8862 ,0.3578 ,1.2958 ,0.7400 ,74.5945 
5.0000 ,40.0000 ,0.4000 ,89.9000 ,1.0000 ,0.4128 ,1.7513 ,0.3578 ,1.2234 ,0.5893 ,88.4354 
5.0000 ,40.0000 ,0.6000 ,89.9000 ,0.4000 ,0.2880 ,2.0311 ,0.3578 ,1.3859 ,0.8946 ,65.9941 
5.0000 ,40.0000 ,0.6000 ,89.9000 ,0.6000 ,0.2816 ,1.8862 ,0.3578 ,1.2792 ,0.6309 ,86.3702 
5.0000 ,40.0000 ,0.6000 ,89.9000 ,0.8000 ,0.2752 ,1.7513 ,0.3578 ,1.1926 ,0.5457 ,93.1054 
5.0000 ,40.0000 ,0.6000 ,89.9000 ,1.0000 ,0.2688 ,1.6255 ,0.3578 ,1.0633 ,0.6382 ,70.9739 
5.0000 ,40.0000 ,0.8000 ,89.9000 ,0.4000 ,0.2112 ,1.8862 ,0.3578 ,1.2534 ,0.6929 ,77.0610 
5.0000 ,40.0000 ,0.8000 ,89.9000 ,0.6000 ,0.2064 ,1.7513 ,0.3578 ,1.1617 ,0.4909 ,100.8134 
5.0000 ,40.0000 ,0.8000 ,89.9000 ,0.8000 ,0.2016 ,1.6255 ,0.3578 ,1.0587 ,0.5686 ,79.3162 
5.0000 ,40.0000 ,0.8000 ,89.9000 ,1.0000 ,0.1968 ,1.5081 ,0.3578 ,0.9869 ,0.4618 ,91.0307 
5.0000 ,40.0000 ,1.0000 ,89.9000 ,0.4000 ,0.1651 ,1.7513 ,0.3578 ,1.1429 ,0.4637 ,104.9905 
5.0000 ,40.0000 ,1.0000 ,89.9000 ,0.6000 ,0.1613 ,1.6255 ,0.3578 ,1.0266 ,0.5593 ,78.1985 
5.0000 ,40.0000 ,1.0000 ,89.9000 ,0.8000 ,0.1574 ,1.5081 ,0.3578 ,0.9609 ,0.4547 ,90.0261 
5.0000 ,40.0000 ,1.0000 ,89.9000 ,1.0000 ,0.1536 ,1.3986 ,0.3578 ,0.8862 ,0.4610 ,81.8920 
5.0000 ,40.0000 ,1.2000 ,89.9000 ,0.4000 ,0.1344 ,1.6255 ,0.3578 ,0.9806 ,0.8610 ,48.5170 
5.0000 ,40.0000 ,1.2000 ,89.9000 ,0.6000 ,0.1312 ,1.5081 ,0.3578 ,0.9462 ,0.4266 ,94.4854 
5.0000 ,40.0000 ,1.2000 ,89.9000 ,0.8000 ,0.1280 ,1.3986 ,0.3578 ,0.8610 ,0.4559 ,80.4460 
5.0000 ,40.0000 ,1.2000 ,89.9000 ,1.0000 ,0.1248 ,1.2962 ,0.3578 ,0.8068 ,0.3669 ,93.6628 
5.0000 ,45.0000 ,0.4000 ,9.9000 ,0.4000 ,0.5016 ,2.5424 ,0.3578 ,2.2870 ,1.1882 ,81.9970 
5.0000 ,45.0000 ,0.4000 ,9.9000 ,0.6000 ,0.4920 ,2.3808 ,0.3578 ,2.0916 ,1.0275 ,86.7142 
5.0000 ,45.0000 ,0.4000 ,9.9000 ,0.8000 ,0.4824 ,2.2294 ,0.3578 ,1.9284 ,0.9495 ,86.5155 
5.0000 ,45.0000 ,0.4000 ,9.9000 ,1.0000 ,0.4728 ,2.0873 ,0.3578 ,1.7927 ,0.8651 ,88.2762 
5.0000 ,45.0000 ,0.6000 ,9.9000 ,0.4000 ,0.3280 ,2.3808 ,0.3578 ,2.0610 ,0.9503 ,92.3891 
5.0000 ,45.0000 ,0.6000 ,9.9000 ,0.6000 ,0.3216 ,2.2294 ,0.3578 ,1.8929 ,0.8134 ,99.1403 
5.0000 ,45.0000 ,0.6000 ,9.9000 ,0.8000 ,0.3152 ,2.0873 ,0.3578 ,1.7546 ,0.7421 ,100.7249 
5.0000 ,45.0000 ,0.6000 ,9.9000 ,1.0000 ,0.3088 ,1.9540 ,0.3578 ,1.6300 ,0.6838 ,101.5463 
5.0000 ,45.0000 ,0.8000 ,9.9000 ,0.4000 ,0.2412 ,2.2294 ,0.3578 ,1.8666 ,0.7855 ,101.2347 
5.0000 ,45.0000 ,0.8000 ,9.9000 ,0.6000 ,0.2364 ,2.0873 ,0.3578 ,1.7217 ,0.6878 ,106.6375 
5.0000 ,45.0000 ,0.8000 ,9.9000 ,0.8000 ,0.2316 ,1.9540 ,0.3578 ,1.5934 ,0.6496 ,104.4854 
5.0000 ,45.0000 ,0.8000 ,9.9000 ,1.0000 ,0.2268 ,1.8287 ,0.3578 ,1.4866 ,0.5720 ,110.7119 
5.0000 ,45.0000 ,1.0000 ,9.9000 ,0.4000 ,0.1891 ,2.0873 ,0.3578 ,1.6876 ,0.9913 ,72.5244 
5.0000 ,45.0000 ,1.0000 ,9.9000 ,0.6000 ,0.1853 ,1.9540 ,0.3578 ,1.5661 ,0.6028 ,110.6769 
5.0000 ,45.0000 ,1.0000 ,9.9000 ,0.8000 ,0.1814 ,1.8287 ,0.3578 ,1.4513 ,0.5604 ,110.3266 
5.0000 ,45.0000 ,1.0000 ,9.9000 ,1.0000 ,0.1776 ,1.7109 ,0.3578 ,1.3514 ,0.5203 ,110.6432 
5.0000 ,45.0000 ,1.2000 ,9.9000 ,0.4000 ,0.1544 ,1.9540 ,0.3578 ,1.5370 ,0.6281 ,104.2406 
5.0000 ,45.0000 ,1.2000 ,9.9000 ,0.6000 ,0.1512 ,1.8287 ,0.3578 ,1.4237 ,0.5371 ,112.9246 
5.0000 ,45.0000 ,1.2000 ,9.9000 ,0.8000 ,0.1480 ,1.7109 ,0.3578 ,1.3239 ,0.4944 ,114.0608 
5.0000 ,45.0000 ,1.2000 ,9.9000 ,1.0000 ,0.1448 ,1.6001 ,0.3578 ,1.2367 ,0.4381 ,120.2607 
5.0000 ,45.0000 ,0.4000 ,29.9000 ,0.4000 ,0.5016 ,2.5424 ,0.3578 ,2.1827 ,1.0549 ,88.1432 
5.0000 ,45.0000 ,0.4000 ,29.9000 ,0.6000 ,0.4920 ,2.3808 ,0.3578 ,2.0029 ,0.9284 ,91.9044 
5.0000 ,45.0000 ,0.4000 ,29.9000 ,0.8000 ,0.4824 ,2.2294 ,0.3578 ,1.8498 ,0.8568 ,91.9705 
5.0000 ,45.0000 ,0.4000 ,29.9000 ,1.0000 ,0.4728 ,2.0873 ,0.3578 ,1.7167 ,0.8020 ,91.1926 
5.0000 ,45.0000 ,0.6000 ,29.9000 ,0.4000 ,0.3280 ,2.3808 ,0.3578 ,1.9718 ,0.8560 ,98.1314 
5.0000 ,45.0000 ,0.6000 ,29.9000 ,0.6000 ,0.3216 ,2.2294 ,0.3578 ,1.8120 ,0.7594 ,101.6519 
5.0000 ,45.0000 ,0.6000 ,29.9000 ,0.8000 ,0.3152 ,2.0873 ,0.3578 ,1.6835 ,0.6747 ,106.2850 
5.0000 ,45.0000 ,0.6000 ,29.9000 ,1.0000 ,0.3088 ,1.9540 ,0.3578 ,1.5657 ,0.6282 ,106.1696 
5.0000 ,45.0000 ,0.8000 ,29.9000 ,0.4000 ,0.2412 ,2.2294 ,0.3578 ,1.7864 ,0.7230 ,105.2594 
5.0000 ,45.0000 ,0.8000 ,29.9000 ,0.6000 ,0.2364 ,2.0873 ,0.3578 ,1.6496 ,0.6275 ,111.9814 
5.0000 ,45.0000 ,0.8000 ,29.9000 ,0.8000 ,0.2316 ,1.9540 ,0.3578 ,1.5341 ,0.5651 ,115.6428 
5.0000 ,45.0000 ,0.8000 ,29.9000 ,1.0000 ,0.2268 ,1.8287 ,0.3578 ,1.4289 ,0.5250 ,115.9494 
5.0000 ,45.0000 ,1.0000 ,29.9000 ,0.4000 ,0.1891 ,2.0873 ,0.3578 ,1.6227 ,0.6378 ,108.3736 
5.0000 ,45.0000 ,1.0000 ,29.9000 ,0.6000 ,0.1853 ,1.9540 ,0.3578 ,1.5014 ,0.5688 ,112.4540 
5.0000 ,45.0000 ,1.0000 ,29.9000 ,0.8000 ,0.1814 ,1.8287 ,0.3578 ,1.3961 ,0.5139 ,115.7202 
5.0000 ,45.0000 ,1.0000 ,29.9000 ,1.0000 ,0.1776 ,1.7109 ,0.3578 ,1.3014 ,0.4685 ,118.3364 
5.0000 ,45.0000 ,1.2000 ,29.9000 ,0.4000 ,0.1544 ,1.9540 ,0.3578 ,1.4743 ,0.5799 ,108.3089 
5.0000 ,45.0000 ,1.2000 ,29.9000 ,0.6000 ,0.1512 ,1.8287 ,0.3578 ,1.3668 ,0.5040 ,115.5176 
5.0000 ,45.0000 ,1.2000 ,29.9000 ,0.8000 ,0.1480 ,1.7109 ,0.3578 ,1.2749 ,0.4488 ,121.0142 
5.0000 ,45.0000 ,1.2000 ,29.9000 ,1.0000 ,0.1448 ,1.6001 ,0.3578 ,1.1898 ,0.4125 ,122.8757 
5.0000 ,45.0000 ,0.4000 ,49.9000 ,0.4000 ,0.5016 ,2.5424 ,0.3578 ,2.0781 ,1.0003 ,88.4973 
5.0000 ,45.0000 ,0.4000 ,49.9000 ,0.6000 ,0.4920 ,2.3808 ,0.3578 ,1.9125 ,0.8549 ,95.3036 
5.0000 ,45.0000 ,0.4000 ,49.9000 ,0.8000 ,0.4824 ,2.2294 ,0.3578 ,1.7696 ,0.7912 ,95.2758 
5.0000 ,45.0000 ,0.4000 ,49.9000 ,1.0000 ,0.4728 ,2.0873 ,0.3578 ,1.6444 ,0.7442 ,94.1244 
5.0000 ,45.0000 ,0.6000 ,49.9000 ,0.4000 ,0.3280 ,2.3808 ,0.3578 ,1.8792 ,0.8200 ,97.6311 
5.0000 ,45.0000 ,0.6000 ,49.9000 ,0.6000 ,0.3216 ,2.2294 ,0.3578 ,1.7350 ,0.6901 ,107.0952 
5.0000 ,45.0000 ,0.6000 ,49.9000 ,0.8000 ,0.3152 ,2.0873 ,0.3578 ,1.6054 ,0.6496 ,105.2890 
5.0000 ,45.0000 ,0.6000 ,49.9000 ,1.0000 ,0.3088 ,1.9540 ,0.3578 ,1.4946 ,0.6009 ,105.9609 
5.0000 ,45.0000 ,0.8000 ,49.9000 ,0.4000 ,0.2412 ,2.2294 ,0.3578 ,1.7046 ,0.6808 ,106.6728 
5.0000 ,45.0000 ,0.8000 ,49.9000 ,0.6000 ,0.2364 ,2.0873 ,0.3578 ,1.5785 ,0.5824 ,115.4508 
5.0000 ,45.0000 ,0.8000 ,49.9000 ,0.8000 ,0.2316 ,1.9540 ,0.3578 ,1.4668 ,0.5344 ,116.9330 
5.0000 ,45.0000 ,0.8000 ,49.9000 ,1.0000 ,0.2268 ,1.8287 ,0.3578 ,1.3669 ,0.4983 ,116.8635 
5.0000 ,45.0000 ,1.0000 ,49.9000 ,0.4000 ,0.1891 ,2.0873 ,0.3578 ,1.5503 ,0.5954 ,110.9244 
5.0000 ,45.0000 ,1.0000 ,49.9000 ,0.6000 ,0.1853 ,1.9540 ,0.3578 ,1.4381 ,0.5188 ,118.0914 
5.0000 ,45.0000 ,1.0000 ,49.9000 ,0.8000 ,0.1814 ,1.8287 ,0.3578 ,1.3375 ,0.4722 ,120.6716 
5.0000 ,45.0000 ,1.0000 ,49.9000 ,1.0000 ,0.1776 ,1.7109 ,0.3578 ,1.2456 ,0.4446 ,119.3539 
5.0000 ,45.0000 ,1.2000 ,49.9000 ,0.4000 ,0.1544 ,1.9540 ,0.3578 ,1.4095 ,0.5589 ,107.4249 
5.0000 ,45.0000 ,1.2000 ,49.9000 ,0.6000 ,0.1512 ,1.8287 ,0.3578 ,1.3110 ,0.4659 ,119.8693 
5.0000 ,45.0000 ,1.2000 ,49.9000 ,0.8000 ,0.1480 ,1.7109 ,0.3578 ,1.2208 ,0.4239 ,122.6784 
5.0000 ,45.0000 ,1.2000 ,49.9000 ,1.0000 ,0.1448 ,1.6001 ,0.3578 ,1.1386 ,0.3930 ,123.4198 
5.0000 ,45.0000 ,0.4000 ,69.9000 ,0.4000 ,0.5016 ,2.5424 ,0.3578 ,1.9821 ,0.9320 ,90.5987 
5.0000 ,45.0000 ,0.4000 ,69.9000 ,0.6000 ,0.4920 ,2.3808 ,0.3578 ,1.8200 ,0.8338 ,92.9888 
5.0000 ,45.0000 ,0.4000 ,69.9000 ,0.8000 ,0.4824 ,2.2294 ,0.3578 ,1.6811 ,0.7674 ,93.3215 
5.0000 ,45.0000 ,0.4000 ,69.9000 ,1.0000 ,0.4728 ,2.0873 ,0.3578 ,1.5695 ,0.7055 ,94.7702 
5.0000 ,45.0000 ,0.6000 ,69.9000 ,0.4000 ,0.3280 ,2.3808 ,0.3578 ,1.7927 ,0.7605 ,100.4236 
5.0000 ,45.0000 ,0.6000 ,69.9000 ,0.6000 ,0.3216 ,2.2294 ,0.3578 ,1.6536 ,0.6616 ,106.4728 
5.0000 ,45.0000 ,0.6000 ,69.9000 ,0.8000 ,0.3152 ,2.0873 ,0.3578 ,1.5341 ,0.6123 ,106.7315 
5.0000 ,45.0000 ,0.6000 ,69.9000 ,1.0000 ,0.3088 ,1.9540 ,0.3578 ,1.4276 ,0.5724 ,106.2437 
5.0000 ,45.0000 ,0.8000 ,69.9000 ,0.4000 ,0.2412 ,2.2294 ,0.3578 ,1.6267 ,0.6521 ,106.2630 
5.0000 ,45.0000 ,0.8000 ,69.9000 ,0.6000 ,0.2364 ,2.0873 ,0.3578 ,1.5041 ,0.5734 ,111.7474 
5.0000 ,45.0000 ,0.8000 ,69.9000 ,0.8000 ,0.2316 ,1.9540 ,0.3578 ,1.4000 ,0.5094 ,117.0854 
5.0000 ,45.0000 ,0.8000 ,69.9000 ,1.0000 ,0.2268 ,1.8287 ,0.3578 ,1.3051 ,0.4830 ,115.1070 
5.0000 ,45.0000 ,1.0000 ,69.9000 ,0.4000 ,0.1891 ,2.0873 ,0.3578 ,0.5716 ,1.1633 ,20.9308 
5.0000 ,45.0000 ,1.0000 ,69.9000 ,0.6000 ,0.1853 ,1.9540 ,0.3578 ,1.3683 ,0.5252 ,110.9965 
5.0000 ,45.0000 ,1.0000 ,69.9000 ,0.8000 ,0.1814 ,1.8287 ,0.3578 ,1.2775 ,0.4561 ,119.3327 
5.0000 ,45.0000 ,1.0000 ,69.9000 ,1.0000 ,0.1776 ,1.7109 ,0.3578 ,1.1921 ,0.4222 ,120.2813 
5.0000 ,45.0000 ,1.2000 ,69.9000 ,0.4000 ,0.1544 ,1.9540 ,0.3578 ,1.3445 ,0.5731 ,99.9500 
5.0000 ,45.0000 ,1.2000 ,69.9000 ,0.6000 ,0.1512 ,1.8287 ,0.3578 ,1.2520 ,0.4516 ,118.1086 
5.0000 ,45.0000 ,1.2000 ,69.9000 ,0.8000 ,0.1480 ,1.7109 ,0.3578 ,1.1662 ,0.4129 ,120.3163 
5.0000 ,45.0000 ,1.2000 ,69.9000 ,1.0000 ,0.1448 ,1.6001 ,0.3578 ,1.0853 ,0.3942 ,117.2744 
5.0000 ,45.0000 ,0.4000 ,89.9000 ,0.4000 ,0.5016 ,2.5424 ,0.3578 ,1.8864 ,0.8856 ,90.7432 
5.0000 ,45.0000 ,0.4000 ,89.9000 ,0.6000 ,0.4920 ,2.3808 ,0.3578 ,1.7266 ,0.7986 ,92.1078 
