N,a [mm],d [mm],my_theta [deg],p [mm],Rdc[¦¸],Ldc[uH],¦Ä/h,L [uH],R [¦¸],Q
5.0000 ,45.0000 ,0.4000 ,89.9000 ,0.8000 ,0.4824 ,2.2294 ,0.3578 ,1.6037 ,0.7242 ,94.3411 
5.0000 ,45.0000 ,0.4000 ,89.9000 ,1.0000 ,0.4728 ,2.0873 ,0.3578 ,1.4928 ,0.6752 ,94.1854 
5.0000 ,45.0000 ,0.6000 ,89.9000 ,0.4000 ,0.3280 ,2.3808 ,0.3578 ,1.7034 ,0.7559 ,96.0045 
5.0000 ,45.0000 ,0.6000 ,89.9000 ,0.6000 ,0.3216 ,2.2294 ,0.3578 ,1.5755 ,0.6197 ,108.3049 
5.0000 ,45.0000 ,0.6000 ,89.9000 ,0.8000 ,0.3152 ,2.0873 ,0.3578 ,1.4575 ,0.6856 ,90.5579 
5.0000 ,45.0000 ,0.6000 ,89.9000 ,1.0000 ,0.3088 ,1.9540 ,0.3578 ,1.3642 ,0.5284 ,109.9802 
5.0000 ,45.0000 ,0.8000 ,89.9000 ,0.4000 ,0.2412 ,2.2294 ,0.3578 ,1.5453 ,0.7699 ,85.5049 
5.0000 ,45.0000 ,0.8000 ,89.9000 ,0.6000 ,0.2364 ,2.0873 ,0.3578 ,1.4332 ,0.5417 ,112.7112 
5.0000 ,45.0000 ,0.8000 ,89.9000 ,0.8000 ,0.2316 ,1.9540 ,0.3578 ,1.3335 ,0.5078 ,111.8705 
5.0000 ,45.0000 ,0.8000 ,89.9000 ,1.0000 ,0.2268 ,1.8287 ,0.3578 ,1.2441 ,0.4601 ,115.2003 
5.0000 ,45.0000 ,1.0000 ,89.9000 ,0.4000 ,0.1891 ,2.0873 ,0.3578 ,1.4090 ,0.5433 ,110.4835 
5.0000 ,45.0000 ,1.0000 ,89.9000 ,0.6000 ,0.1853 ,1.9540 ,0.3578 ,1.3077 ,0.4773 ,116.7277 
5.0000 ,45.0000 ,1.0000 ,89.9000 ,0.8000 ,0.1814 ,1.8287 ,0.3578 ,1.2185 ,0.4302 ,120.6651 
5.0000 ,45.0000 ,1.0000 ,89.9000 ,1.0000 ,0.1776 ,1.7109 ,0.3578 ,1.1327 ,0.4673 ,103.2608 
5.0000 ,45.0000 ,1.2000 ,89.9000 ,0.4000 ,0.1544 ,1.9540 ,0.3578 ,1.2822 ,0.5162 ,105.8135 
5.0000 ,45.0000 ,1.2000 ,89.9000 ,0.6000 ,0.1512 ,1.8287 ,0.3578 ,1.1943 ,0.4335 ,117.3726 
5.0000 ,45.0000 ,1.2000 ,89.9000 ,0.8000 ,0.1480 ,1.7109 ,0.3578 ,1.1135 ,0.3906 ,121.4282 
5.0000 ,45.0000 ,1.2000 ,89.9000 ,1.0000 ,0.1448 ,1.6001 ,0.3578 ,1.0377 ,0.3748 ,117.9504 
5.0000 ,50.0000 ,0.4000 ,9.9000 ,0.4000 ,0.5616 ,2.9001 ,0.3578 ,2.7132 ,1.3654 ,84.6497 
5.0000 ,50.0000 ,0.4000 ,9.9000 ,0.6000 ,0.5520 ,2.7336 ,0.3578 ,2.4849 ,1.1958 ,88.5229 
5.0000 ,50.0000 ,0.4000 ,9.9000 ,0.8000 ,0.5424 ,2.5767 ,0.3578 ,2.2972 ,1.1022 ,88.7897 
5.0000 ,50.0000 ,0.4000 ,9.9000 ,1.0000 ,0.5328 ,2.4287 ,0.3578 ,2.1404 ,1.0012 ,91.0779 
5.0000 ,50.0000 ,0.6000 ,9.9000 ,0.4000 ,0.3680 ,2.7336 ,0.3578 ,2.4620 ,1.1164 ,93.9467 
5.0000 ,50.0000 ,0.6000 ,9.9000 ,0.6000 ,0.3616 ,2.5767 ,0.3578 ,2.2669 ,0.9436 ,102.3437 
5.0000 ,50.0000 ,0.6000 ,9.9000 ,0.8000 ,0.3552 ,2.4287 ,0.3578 ,2.1023 ,0.8654 ,103.4793 
5.0000 ,50.0000 ,0.6000 ,9.9000 ,1.0000 ,0.3488 ,2.2889 ,0.3578 ,1.9647 ,0.7798 ,107.3327 
5.0000 ,50.0000 ,0.8000 ,9.9000 ,0.4000 ,0.2712 ,2.5767 ,0.3578 ,2.2438 ,0.9476 ,100.8704 
5.0000 ,50.0000 ,0.8000 ,9.9000 ,0.6000 ,0.2664 ,2.4287 ,0.3578 ,2.0702 ,0.8091 ,108.9975 
5.0000 ,50.0000 ,0.8000 ,9.9000 ,0.8000 ,0.2616 ,2.2889 ,0.3578 ,1.9274 ,0.7272 ,112.9093 
5.0000 ,50.0000 ,0.8000 ,9.9000 ,1.0000 ,0.2568 ,2.1568 ,0.3578 ,1.8032 ,0.6590 ,116.5612 
5.0000 ,50.0000 ,1.0000 ,9.9000 ,0.4000 ,0.2131 ,2.4287 ,0.3578 ,2.0473 ,0.8617 ,101.2112 
5.0000 ,50.0000 ,1.0000 ,9.9000 ,0.6000 ,0.2093 ,2.2889 ,0.3578 ,1.8968 ,0.7411 ,109.0384 
5.0000 ,50.0000 ,1.0000 ,9.9000 ,0.8000 ,0.2054 ,2.1568 ,0.3578 ,1.7716 ,0.6232 ,121.1023 
5.0000 ,50.0000 ,1.0000 ,9.9000 ,1.0000 ,0.2016 ,2.0319 ,0.3578 ,1.6544 ,0.5831 ,120.8615 
5.0000 ,50.0000 ,1.2000 ,9.9000 ,0.4000 ,0.1744 ,2.2889 ,0.3578 ,1.8736 ,0.7387 ,108.0558 
5.0000 ,50.0000 ,1.2000 ,9.9000 ,0.6000 ,0.1712 ,2.1568 ,0.3578 ,1.7412 ,0.6273 ,118.2401 
5.0000 ,50.0000 ,1.2000 ,9.9000 ,0.8000 ,0.1680 ,2.0319 ,0.3578 ,1.6239 ,0.5740 ,120.5147 
5.0000 ,50.0000 ,1.2000 ,9.9000 ,1.0000 ,0.1648 ,1.9137 ,0.3578 ,1.5236 ,0.5093 ,127.4301 
5.0000 ,50.0000 ,0.4000 ,29.9000 ,0.4000 ,0.5616 ,2.9001 ,0.3578 ,2.5838 ,1.2539 ,87.7822 
5.0000 ,50.0000 ,0.4000 ,29.9000 ,0.6000 ,0.5520 ,2.7336 ,0.3578 ,2.3689 ,1.0949 ,92.1672 
5.0000 ,50.0000 ,0.4000 ,29.9000 ,0.8000 ,0.5424 ,2.5767 ,0.3578 ,2.2007 ,0.9884 ,94.8482 
5.0000 ,50.0000 ,0.4000 ,29.9000 ,1.0000 ,0.5328 ,2.4287 ,0.3578 ,2.0532 ,0.9081 ,96.3208 
5.0000 ,50.0000 ,0.6000 ,29.9000 ,0.4000 ,0.3680 ,2.7336 ,0.3578 ,2.3467 ,0.9786 ,102.1526 
5.0000 ,50.0000 ,0.6000 ,29.9000 ,0.6000 ,0.3616 ,2.5767 ,0.3578 ,2.1659 ,0.8710 ,105.9346 
5.0000 ,50.0000 ,0.6000 ,29.9000 ,0.8000 ,0.3552 ,2.4287 ,0.3578 ,2.0133 ,0.7887 ,108.7456 
5.0000 ,50.0000 ,0.6000 ,29.9000 ,1.0000 ,0.3488 ,2.2889 ,0.3578 ,1.8789 ,0.7289 ,109.8054 
5.0000 ,50.0000 ,0.8000 ,29.9000 ,0.4000 ,0.2712 ,2.5767 ,0.3578 ,2.1417 ,0.8817 ,103.4799 
5.0000 ,50.0000 ,0.8000 ,29.9000 ,0.6000 ,0.2664 ,2.4287 ,0.3578 ,1.9819 ,0.7610 ,110.9521 
5.0000 ,50.0000 ,0.8000 ,29.9000 ,0.8000 ,0.2616 ,2.2889 ,0.3578 ,1.8479 ,0.6721 ,117.1265 
5.0000 ,50.0000 ,0.8000 ,29.9000 ,1.0000 ,0.2568 ,2.1568 ,0.3578 ,1.7317 ,0.5971 ,123.5557 
5.0000 ,50.0000 ,1.0000 ,29.9000 ,0.4000 ,0.2131 ,2.4287 ,0.3578 ,1.9566 ,0.7684 ,108.4691 
5.0000 ,50.0000 ,1.0000 ,29.9000 ,0.6000 ,0.2093 ,2.2889 ,0.3578 ,1.8189 ,0.6607 ,117.2769 
5.0000 ,50.0000 ,1.0000 ,29.9000 ,0.8000 ,0.2054 ,2.1568 ,0.3578 ,1.6976 ,0.5891 ,122.7533 
5.0000 ,50.0000 ,1.0000 ,29.9000 ,1.0000 ,0.2016 ,2.0319 ,0.3578 ,1.5905 ,0.5329 ,127.1358 
5.0000 ,50.0000 ,1.2000 ,29.9000 ,0.4000 ,0.1744 ,2.2889 ,0.3578 ,1.7935 ,0.6937 ,110.1441 
5.0000 ,50.0000 ,1.2000 ,29.9000 ,0.6000 ,0.1712 ,2.1568 ,0.3578 ,1.6704 ,0.5759 ,123.5675 
5.0000 ,50.0000 ,1.2000 ,29.9000 ,0.8000 ,0.1680 ,2.0319 ,0.3578 ,1.5607 ,0.5264 ,126.3057 
5.0000 ,50.0000 ,1.2000 ,29.9000 ,1.0000 ,0.1648 ,1.9137 ,0.3578 ,1.4644 ,0.4701 ,132.6954 
5.0000 ,50.0000 ,0.4000 ,49.9000 ,0.4000 ,0.5616 ,2.9001 ,0.3578 ,2.4540 ,1.1435 ,91.4196 
5.0000 ,50.0000 ,0.4000 ,49.9000 ,0.6000 ,0.5520 ,2.7336 ,0.3578 ,2.2611 ,1.0083 ,95.5260 
5.0000 ,50.0000 ,0.4000 ,49.9000 ,0.8000 ,0.5424 ,2.5767 ,0.3578 ,2.1016 ,0.9082 ,98.5780 
5.0000 ,50.0000 ,0.4000 ,49.9000 ,1.0000 ,0.5328 ,2.4287 ,0.3578 ,1.9583 ,0.8584 ,97.1838 
5.0000 ,50.0000 ,0.6000 ,49.9000 ,0.4000 ,0.3680 ,2.7336 ,0.3578 ,2.2343 ,0.9247 ,102.9324 
5.0000 ,50.0000 ,0.6000 ,49.9000 ,0.6000 ,0.3616 ,2.5767 ,0.3578 ,2.0648 ,0.8420 ,104.4682 
5.0000 ,50.0000 ,0.6000 ,49.9000 ,0.8000 ,0.3552 ,2.4287 ,0.3578 ,1.9219 ,0.7472 ,109.5718 
5.0000 ,50.0000 ,0.6000 ,49.9000 ,1.0000 ,0.3488 ,2.2889 ,0.3578 ,1.7962 ,0.6919 ,110.5915 
5.0000 ,50.0000 ,0.8000 ,49.9000 ,0.4000 ,0.2712 ,2.5767 ,0.3578 ,2.0406 ,0.8031 ,108.2454 
5.0000 ,50.0000 ,0.8000 ,49.9000 ,0.6000 ,0.2664 ,2.4287 ,0.3578 ,1.8942 ,0.6705 ,120.3535 
5.0000 ,50.0000 ,0.8000 ,49.9000 ,0.8000 ,0.2616 ,2.2889 ,0.3578 ,1.7640 ,0.6392 ,117.5681 
5.0000 ,50.0000 ,0.8000 ,49.9000 ,1.0000 ,0.2568 ,2.1568 ,0.3578 ,1.6549 ,0.5582 ,126.3000 
5.0000 ,50.0000 ,1.0000 ,49.9000 ,0.4000 ,0.2131 ,2.4287 ,0.3578 ,1.8701 ,0.7125 ,111.8030 
5.0000 ,50.0000 ,1.0000 ,49.9000 ,0.6000 ,0.2093 ,2.2889 ,0.3578 ,1.7373 ,0.6005 ,123.2521 
5.0000 ,50.0000 ,1.0000 ,49.9000 ,0.8000 ,0.2054 ,2.1568 ,0.3578 ,1.6218 ,0.5437 ,127.0632 
5.0000 ,50.0000 ,1.0000 ,49.9000 ,1.0000 ,0.2016 ,2.0319 ,0.3578 ,1.5197 ,0.5150 ,125.7038 
5.0000 ,50.0000 ,1.2000 ,49.9000 ,0.4000 ,0.1744 ,2.2889 ,0.3578 ,1.7147 ,0.6226 ,117.3338 
5.0000 ,50.0000 ,1.2000 ,49.9000 ,0.6000 ,0.1712 ,2.1568 ,0.3578 ,1.5964 ,0.5427 ,125.3095 
5.0000 ,50.0000 ,1.2000 ,49.9000 ,0.8000 ,0.1680 ,2.0319 ,0.3578 ,1.4942 ,0.4840 ,131.5189 
5.0000 ,50.0000 ,1.2000 ,49.9000 ,1.0000 ,0.1648 ,1.9137 ,0.3578 ,1.3987 ,0.4618 ,129.0352 
5.0000 ,50.0000 ,0.4000 ,69.9000 ,0.4000 ,0.5616 ,2.9001 ,0.3578 ,2.3464 ,1.1083 ,90.1893 
5.0000 ,50.0000 ,0.4000 ,69.9000 ,0.6000 ,0.5520 ,2.7336 ,0.3578 ,2.1551 ,0.9449 ,97.1606 
5.0000 ,50.0000 ,0.4000 ,69.9000 ,0.8000 ,0.5424 ,2.5767 ,0.3578 ,1.9984 ,0.8824 ,96.4811 
5.0000 ,50.0000 ,0.4000 ,69.9000 ,1.0000 ,0.5328 ,2.4287 ,0.3578 ,1.8650 ,0.8216 ,96.6963 
5.0000 ,50.0000 ,0.6000 ,69.9000 ,0.4000 ,0.3680 ,2.7336 ,0.3578 ,2.1310 ,0.8957 ,101.3496 
5.0000 ,50.0000 ,0.6000 ,69.9000 ,0.6000 ,0.3616 ,2.5767 ,0.3578 ,1.9688 ,0.7646 ,109.6850 
5.0000 ,50.0000 ,0.6000 ,69.9000 ,0.8000 ,0.3552 ,2.4287 ,0.3578 ,1.8342 ,0.6943 ,112.5471 
5.0000 ,50.0000 ,0.6000 ,69.9000 ,1.0000 ,0.3488 ,2.2889 ,0.3578 ,1.7161 ,0.6397 ,114.2771 
5.0000 ,50.0000 ,0.8000 ,69.9000 ,0.4000 ,0.2712 ,2.5767 ,0.3578 ,1.9457 ,0.7646 ,108.4124 
5.0000 ,50.0000 ,0.8000 ,69.9000 ,0.6000 ,0.2664 ,2.4287 ,0.3578 ,1.8028 ,0.6749 ,113.8026 
5.0000 ,50.0000 ,0.8000 ,69.9000 ,0.8000 ,0.2616 ,2.2889 ,0.3578 ,1.6855 ,0.5921 ,121.2767 
5.0000 ,50.0000 ,0.8000 ,69.9000 ,1.0000 ,0.2568 ,2.1568 ,0.3578 ,1.5736 ,0.5553 ,120.7180 
5.0000 ,50.0000 ,1.0000 ,69.9000 ,0.4000 ,0.2131 ,2.4287 ,0.3578 ,1.7832 ,0.6792 ,111.8430 
5.0000 ,50.0000 ,1.0000 ,69.9000 ,0.6000 ,0.2093 ,2.2889 ,0.3578 ,1.6570 ,0.5735 ,123.0863 
5.0000 ,50.0000 ,1.0000 ,69.9000 ,0.8000 ,0.2054 ,2.1568 ,0.3578 ,1.5507 ,0.5111 ,129.2396 
5.0000 ,50.0000 ,1.0000 ,69.9000 ,1.0000 ,0.2016 ,2.0319 ,0.3578 ,1.4539 ,0.4793 ,129.2112 
5.0000 ,50.0000 ,1.2000 ,69.9000 ,0.4000 ,0.1744 ,2.2889 ,0.3578 ,1.6348 ,0.6044 ,115.2182 
5.0000 ,50.0000 ,1.2000 ,69.9000 ,0.6000 ,0.1712 ,2.1568 ,0.3578 ,1.5196 ,0.5368 ,120.5998 
5.0000 ,50.0000 ,1.2000 ,69.9000 ,0.8000 ,0.1680 ,2.0319 ,0.3578 ,1.4241 ,0.4868 ,124.6183 
5.0000 ,50.0000 ,1.2000 ,69.9000 ,1.0000 ,0.1648 ,1.9137 ,0.3578 ,1.3384 ,0.4318 ,132.0393 
5.0000 ,50.0000 ,0.4000 ,89.9000 ,0.4000 ,0.5616 ,2.9001 ,0.3578 ,2.2482 ,1.1325 ,84.5644 
5.0000 ,50.0000 ,0.4000 ,89.9000 ,0.6000 ,0.5520 ,2.7336 ,0.3578 ,2.0467 ,0.9354 ,93.2081 
5.0000 ,50.0000 ,0.4000 ,89.9000 ,0.8000 ,0.5424 ,2.5767 ,0.3578 ,1.9053 ,0.8008 ,101.3551 
5.0000 ,50.0000 ,0.4000 ,89.9000 ,1.0000 ,0.5328 ,2.4287 ,0.3578 ,1.7809 ,0.7429 ,102.1207 
5.0000 ,50.0000 ,0.6000 ,89.9000 ,0.4000 ,0.3680 ,2.7336 ,0.3578 ,2.0249 ,0.9015 ,95.6886 
5.0000 ,50.0000 ,0.6000 ,89.9000 ,0.6000 ,0.3616 ,2.5767 ,0.3578 ,1.8708 ,0.8260 ,96.4818 
5.0000 ,50.0000 ,0.6000 ,89.9000 ,0.8000 ,0.3552 ,2.4287 ,0.3578 ,1.7438 ,0.7594 ,97.8247 
5.0000 ,50.0000 ,0.6000 ,89.9000 ,1.0000 ,0.3488 ,2.2889 ,0.3578 ,1.6300 ,0.6876 ,100.9892 
5.0000 ,50.0000 ,0.8000 ,89.9000 ,0.4000 ,0.2712 ,2.5767 ,0.3578 ,1.8421 ,0.7327 ,107.1045 
5.0000 ,50.0000 ,0.8000 ,89.9000 ,0.6000 ,0.2664 ,2.4287 ,0.3578 ,1.7156 ,0.6430 ,113.6632 
5.0000 ,50.0000 ,0.8000 ,89.9000 ,0.8000 ,0.2616 ,2.2889 ,0.3578 ,1.6033 ,0.5738 ,119.0327 
5.0000 ,50.0000 ,0.8000 ,89.9000 ,1.0000 ,0.2568 ,2.1568 ,0.3578 ,1.5002 ,0.6012 ,106.2919 
5.0000 ,50.0000 ,1.0000 ,89.9000 ,0.4000 ,0.2131 ,2.4287 ,0.3578 ,1.6941 ,0.6728 ,107.2636 
5.0000 ,50.0000 ,1.0000 ,89.9000 ,0.6000 ,0.2093 ,2.2889 ,0.3578 ,1.5756 ,0.5970 ,112.4311 
5.0000 ,50.0000 ,1.0000 ,89.9000 ,0.8000 ,0.2054 ,2.1568 ,0.3578 ,1.4759 ,0.4977 ,126.3286 
5.0000 ,50.0000 ,1.0000 ,89.9000 ,1.0000 ,0.2016 ,2.0319 ,0.3578 ,1.3783 ,0.5214 ,112.6086 
5.0000 ,50.0000 ,1.2000 ,89.9000 ,0.4000 ,0.1744 ,2.2889 ,0.3578 ,1.5572 ,0.5887 ,112.6791 
5.0000 ,50.0000 ,1.2000 ,89.9000 ,0.6000 ,0.1712 ,2.1568 ,0.3578 ,1.4507 ,0.5110 ,120.9291 
5.0000 ,50.0000 ,1.2000 ,89.9000 ,0.8000 ,0.1680 ,2.0319 ,0.3578 ,1.3564 ,0.4672 ,123.6842 
5.0000 ,50.0000 ,1.2000 ,89.9000 ,1.0000 ,0.1648 ,1.9137 ,0.3578 ,1.2743 ,0.4364 ,124.3900 
5.0000 ,55.0000 ,0.4000 ,9.9000 ,0.4000 ,0.6216 ,3.2594 ,0.3578 ,3.1753 ,1.7541 ,77.1153 
5.0000 ,55.0000 ,0.4000 ,9.9000 ,0.6000 ,0.6120 ,3.0889 ,0.3578 ,2.8989 ,1.4209 ,86.9101 
5.0000 ,55.0000 ,0.4000 ,9.9000 ,0.8000 ,0.6024 ,2.9273 ,0.3578 ,2.6899 ,1.2845 ,89.2071 
5.0000 ,55.0000 ,0.4000 ,9.9000 ,1.0000 ,0.5928 ,2.7741 ,0.3578 ,2.5074 ,1.1795 ,90.5573 
5.0000 ,55.0000 ,0.6000 ,9.9000 ,0.4000 ,0.4080 ,3.0889 ,0.3578 ,2.8956 ,1.3415 ,91.9485 
5.0000 ,55.0000 ,0.6000 ,9.9000 ,0.6000 ,0.4016 ,2.9273 ,0.3578 ,2.6612 ,1.1631 ,97.4671 
5.0000 ,55.0000 ,0.6000 ,9.9000 ,0.8000 ,0.3952 ,2.7741 ,0.3578 ,2.4752 ,1.0246 ,102.9105 
5.0000 ,55.0000 ,0.6000 ,9.9000 ,1.0000 ,0.3888 ,2.6287 ,0.3578 ,2.3129 ,0.9399 ,104.8353 
5.0000 ,55.0000 ,0.8000 ,9.9000 ,0.4000 ,0.3012 ,2.9273 ,0.3578 ,2.6538 ,1.1750 ,96.2154 
5.0000 ,55.0000 ,0.8000 ,9.9000 ,0.6000 ,0.2964 ,2.7741 ,0.3578 ,2.4470 ,0.9608 ,108.5011 
5.0000 ,55.0000 ,0.8000 ,9.9000 ,0.8000 ,0.2916 ,2.6287 ,0.3578 ,2.2841 ,0.8421 ,115.5539 
5.0000 ,55.0000 ,0.8000 ,9.9000 ,1.0000 ,0.2868 ,2.4907 ,0.3578 ,2.1385 ,0.7746 ,117.6070 
5.0000 ,55.0000 ,1.0000 ,9.9000 ,0.4000 ,0.2371 ,2.7741 ,0.3578 ,2.4376 ,1.0218 ,101.6296 
5.0000 ,55.0000 ,1.0000 ,9.9000 ,0.6000 ,0.2333 ,2.6287 ,0.3578 ,2.2529 ,0.8789 ,109.1966 
5.0000 ,55.0000 ,1.0000 ,9.9000 ,0.8000 ,0.2294 ,2.4907 ,0.3578 ,2.1064 ,0.7456 ,120.3535 
5.0000 ,55.0000 ,1.0000 ,9.9000 ,1.0000 ,0.2256 ,2.3596 ,0.3578 ,1.9738 ,0.6956 ,120.8831 
5.0000 ,55.0000 ,1.2000 ,9.9000 ,0.4000 ,0.1944 ,2.6287 ,0.3578 ,2.2424 ,0.8721 ,109.5356 
5.0000 ,55.0000 ,1.2000 ,9.9000 ,0.6000 ,0.1912 ,2.4907 ,0.3578 ,2.0810 ,0.7644 ,115.9662 
5.0000 ,55.0000 ,1.2000 ,9.9000 ,0.8000 ,0.1880 ,2.3596 ,0.3578 ,1.9447 ,0.6693 ,123.7731 
5.0000 ,55.0000 ,1.2000 ,9.9000 ,1.0000 ,0.1848 ,2.2351 ,0.3578 ,1.8211 ,0.6151 ,126.1182 
5.0000 ,55.0000 ,0.4000 ,29.9000 ,0.4000 ,0.6216 ,3.2594 ,0.3578 ,3.0101 ,1.4685 ,87.3238 
5.0000 ,55.0000 ,0.4000 ,29.9000 ,0.6000 ,0.6120 ,3.0889 ,0.3578 ,2.7672 ,1.2807 ,92.0476 
5.0000 ,55.0000 ,0.4000 ,29.9000 ,0.8000 ,0.6024 ,2.9273 ,0.3578 ,2.5700 ,1.1472 ,95.4316 
5.0000 ,55.0000 ,0.4000 ,29.9000 ,1.0000 ,0.5928 ,2.7741 ,0.3578 ,2.4052 ,1.0394 ,98.5780 
5.0000 ,55.0000 ,0.6000 ,29.9000 ,0.4000 ,0.4080 ,3.0889 ,0.3578 ,2.7533 ,1.1945 ,98.1911 
5.0000 ,55.0000 ,0.6000 ,29.9000 ,0.6000 ,0.4016 ,2.9273 ,0.3578 ,2.5419 ,0.9912 ,109.2503 
5.0000 ,55.0000 ,0.6000 ,29.9000 ,0.8000 ,0.3952 ,2.7741 ,0.3578 ,2.3672 ,0.9113 ,110.6550 
5.0000 ,55.0000 ,0.6000 ,29.9000 ,1.0000 ,0.3888 ,2.6287 ,0.3578 ,2.2091 ,0.8453 ,111.3234 
5.0000 ,55.0000 ,0.8000 ,29.9000 ,0.4000 ,0.3012 ,2.9273 ,0.3578 ,2.5272 ,1.0126 ,106.3164 
5.0000 ,55.0000 ,0.8000 ,29.9000 ,0.6000 ,0.2964 ,2.7741 ,0.3578 ,2.3373 ,0.8755 ,113.7291 
5.0000 ,55.0000 ,0.8000 ,29.9000 ,0.8000 ,0.2916 ,2.6287 ,0.3578 ,2.1837 ,0.7793 ,119.3712 
5.0000 ,55.0000 ,0.8000 ,29.9000 ,1.0000 ,0.2868 ,2.4907 ,0.3578 ,2.0483 ,0.7084 ,123.1809 
5.0000 ,55.0000 ,1.0000 ,29.9000 ,0.4000 ,0.2371 ,2.7741 ,0.3578 ,2.3244 ,0.8961 ,110.4950 
5.0000 ,55.0000 ,1.0000 ,29.9000 ,0.6000 ,0.2333 ,2.6287 ,0.3578 ,2.1531 ,0.7660 ,119.7391 
5.0000 ,55.0000 ,1.0000 ,29.9000 ,0.8000 ,0.2294 ,2.4907 ,0.3578 ,2.0176 ,0.6777 ,126.8341 
5.0000 ,55.0000 ,1.0000 ,29.9000 ,1.0000 ,0.2256 ,2.3596 ,0.3578 ,1.8960 ,0.6125 ,131.8728 
5.0000 ,55.0000 ,1.2000 ,29.9000 ,0.4000 ,0.1944 ,2.6287 ,0.3578 ,2.1405 ,0.7921 ,115.1164 
5.0000 ,55.0000 ,1.2000 ,29.9000 ,0.6000 ,0.1912 ,2.4907 ,0.3578 ,1.9903 ,0.6903 ,122.8236 
5.0000 ,55.0000 ,1.2000 ,29.9000 ,0.8000 ,0.1880 ,2.3596 ,0.3578 ,1.8670 ,0.5963 ,133.3811 
5.0000 ,55.0000 ,1.2000 ,29.9000 ,1.0000 ,0.1848 ,2.2351 ,0.3578 ,1.7521 ,0.5746 ,129.8976 
5.0000 ,55.0000 ,0.4000 ,49.9000 ,0.4000 ,0.6216 ,3.2594 ,0.3578 ,2.8649 ,1.3692 ,89.1363 
5.0000 ,55.0000 ,0.4000 ,49.9000 ,0.6000 ,0.6120 ,3.0889 ,0.3578 ,2.6328 ,1.1697 ,95.8862 
5.0000 ,55.0000 ,0.4000 ,49.9000 ,0.8000 ,0.6024 ,2.9273 ,0.3578 ,2.4462 ,1.0689 ,97.4887 
5.0000 ,55.0000 ,0.4000 ,49.9000 ,1.0000 ,0.5928 ,2.7741 ,0.3578 ,2.2906 ,0.9866 ,98.9030 
5.0000 ,55.0000 ,0.6000 ,49.9000 ,0.4000 ,0.4080 ,3.0889 ,0.3578 ,2.6162 ,1.1142 ,100.0294 
5.0000 ,55.0000 ,0.6000 ,49.9000 ,0.6000 ,0.4016 ,2.9273 ,0.3578 ,2.4195 ,0.9339 ,110.3651 
5.0000 ,55.0000 ,0.6000 ,49.9000 ,0.8000 ,0.3952 ,2.7741 ,0.3578 ,2.2554 ,0.8586 ,111.9016 
5.0000 ,55.0000 ,0.6000 ,49.9000 ,1.0000 ,0.3888 ,2.6287 ,0.3578 ,2.1153 ,0.7807 ,115.4211 
5.0000 ,55.0000 ,0.8000 ,49.9000 ,0.4000 ,0.3012 ,2.9273 ,0.3578 ,2.3972 ,0.9535 ,107.0989 
5.0000 ,55.0000 ,0.8000 ,49.9000 ,0.6000 ,0.2964 ,2.7741 ,0.3578 ,2.2293 ,0.8081 ,117.5225 
5.0000 ,55.0000 ,0.8000 ,49.9000 ,0.8000 ,0.2916 ,2.6287 ,0.3578 ,2.0811 ,0.7297 ,121.4966 
5.0000 ,55.0000 ,0.8000 ,49.9000 ,1.0000 ,0.2868 ,2.4907 ,0.3578 ,1.9561 ,0.6592 ,126.4168 
5.0000 ,55.0000 ,1.0000 ,49.9000 ,0.4000 ,0.2371 ,2.7741 ,0.3578 ,2.2096 ,0.8575 ,109.7752 
5.0000 ,55.0000 ,1.0000 ,49.9000 ,0.6000 ,0.2333 ,2.6287 ,0.3578 ,2.0552 ,0.7145 ,122.5363 
5.0000 ,55.0000 ,1.0000 ,49.9000 ,0.8000 ,0.2294 ,2.4907 ,0.3578 ,1.9244 ,0.6378 ,128.5444 
5.0000 ,55.0000 ,1.0000 ,49.9000 ,1.0000 ,0.2256 ,2.3596 ,0.3578 ,1.8113 ,0.5809 ,132.8300 
5.0000 ,55.0000 ,1.2000 ,49.9000 ,0.4000 ,0.1944 ,2.6287 ,0.3578 ,2.0384 ,0.7555 ,114.9308 
5.0000 ,55.0000 ,1.2000 ,49.9000 ,0.6000 ,0.1912 ,2.4907 ,0.3578 ,1.8981 ,0.6260 ,129.1757 
5.0000 ,55.0000 ,1.2000 ,49.9000 ,0.8000 ,0.1880 ,2.3596 ,0.3578 ,1.7830 ,0.5741 ,132.2942 
5.0000 ,55.0000 ,1.2000 ,49.9000 ,1.0000 ,0.1848 ,2.2351 ,0.3578 ,1.6782 ,0.5118 ,139.6890 
5.0000 ,55.0000 ,0.4000 ,69.9000 ,0.4000 ,0.6216 ,3.2594 ,0.3578 ,2.7616 ,1.4143 ,83.1787 
5.0000 ,55.0000 ,0.4000 ,69.9000 ,0.6000 ,0.6120 ,3.0889 ,0.3578 ,2.5109 ,1.0945 ,97.7339 
5.0000 ,55.0000 ,0.4000 ,69.9000 ,0.8000 ,0.6024 ,2.9273 ,0.3578 ,2.3308 ,1.0131 ,98.0104 
5.0000 ,55.0000 ,0.4000 ,69.9000 ,1.0000 ,0.5928 ,2.7741 ,0.3578 ,2.1852 ,0.9247 ,100.6720 
5.0000 ,55.0000 ,0.6000 ,69.9000 ,0.4000 ,0.4080 ,3.0889 ,0.3578 ,2.4972 ,1.0898 ,97.6162 
