N,a [mm],d [mm],my_theta [deg],p [mm],Rdc[¦¸],Ldc[uH],¦Ä/h,L [uH],R [¦¸],Q
6.0000 ,55.0000 ,0.4000 ,89.9000 ,1.0000 ,0.6912 ,3.6354 ,0.3578 ,2.7561 ,1.3550 ,86.6509 
6.0000 ,55.0000 ,0.6000 ,89.9000 ,0.4000 ,0.4800 ,4.1591 ,0.3578 ,3.2599 ,1.6760 ,82.8598 
6.0000 ,55.0000 ,0.6000 ,89.9000 ,0.6000 ,0.4704 ,3.8887 ,0.3578 ,2.9733 ,1.7070 ,74.2020 
6.0000 ,55.0000 ,0.6000 ,89.9000 ,0.8000 ,0.4608 ,3.6354 ,0.3578 ,2.7232 ,1.0802 ,107.4009 
6.0000 ,55.0000 ,0.6000 ,89.9000 ,1.0000 ,0.4512 ,3.3979 ,0.3578 ,2.5091 ,0.9691 ,110.2990 
6.0000 ,55.0000 ,0.8000 ,89.9000 ,0.4000 ,0.3528 ,3.8887 ,0.3578 ,2.9620 ,1.3540 ,93.1912 
6.0000 ,55.0000 ,0.8000 ,89.9000 ,0.6000 ,0.3456 ,3.6354 ,0.3578 ,2.7029 ,1.0921 ,105.4384 
6.0000 ,55.0000 ,0.8000 ,89.9000 ,0.8000 ,0.3384 ,3.3979 ,0.3578 ,2.4738 ,1.0421 ,101.1240 
6.0000 ,55.0000 ,0.8000 ,89.9000 ,1.0000 ,0.3312 ,3.1750 ,0.3578 ,2.2939 ,0.7968 ,122.6336 
6.0000 ,55.0000 ,1.0000 ,89.9000 ,0.4000 ,0.2765 ,3.6354 ,0.3578 ,2.6878 ,1.1579 ,98.8858 
6.0000 ,55.0000 ,1.0000 ,89.9000 ,0.6000 ,0.2707 ,3.3979 ,0.3578 ,2.4579 ,0.9443 ,110.8838 
6.0000 ,55.0000 ,1.0000 ,89.9000 ,0.8000 ,0.2650 ,3.1750 ,0.3578 ,2.2604 ,0.7850 ,122.6606 
6.0000 ,55.0000 ,1.0000 ,89.9000 ,1.0000 ,0.2592 ,2.9658 ,0.3578 ,2.0929 ,0.7153 ,124.6356 
6.0000 ,55.0000 ,1.2000 ,89.9000 ,0.4000 ,0.2256 ,3.3979 ,0.3578 ,2.4459 ,1.0351 ,100.6647 
6.0000 ,55.0000 ,1.2000 ,89.9000 ,0.6000 ,0.2208 ,3.1750 ,0.3578 ,2.2216 ,0.8507 ,111.2444 
6.0000 ,55.0000 ,1.2000 ,89.9000 ,0.8000 ,0.2160 ,2.9658 ,0.3578 ,2.0634 ,0.7113 ,123.5774 
6.0000 ,55.0000 ,1.2000 ,89.9000 ,1.0000 ,0.2112 ,2.7692 ,0.3578 ,1.9124 ,0.6257 ,130.1931 
6.0000 ,60.0000 ,0.4000 ,9.9000 ,0.4000 ,0.8064 ,4.9622 ,0.3578 ,5.3886 ,3.2963 ,69.6402 
6.0000 ,60.0000 ,0.4000 ,9.9000 ,0.6000 ,0.7920 ,4.6659 ,0.3578 ,4.7318 ,2.5870 ,77.9187 
6.0000 ,60.0000 ,0.4000 ,9.9000 ,0.8000 ,0.7776 ,4.3872 ,0.3578 ,4.3069 ,2.0954 ,87.5606 
6.0000 ,60.0000 ,0.4000 ,9.9000 ,1.0000 ,0.7632 ,4.1249 ,0.3578 ,3.9380 ,1.8586 ,90.2625 
6.0000 ,60.0000 ,0.6000 ,9.9000 ,0.4000 ,0.5280 ,4.6659 ,0.3578 ,4.8617 ,2.7498 ,75.3178 
6.0000 ,60.0000 ,0.6000 ,9.9000 ,0.6000 ,0.5184 ,4.3872 ,0.3578 ,4.3000 ,2.0219 ,90.5958 
6.0000 ,60.0000 ,0.6000 ,9.9000 ,0.8000 ,0.5088 ,4.1249 ,0.3578 ,3.9260 ,1.6776 ,99.6951 
6.0000 ,60.0000 ,0.6000 ,9.9000 ,1.0000 ,0.4992 ,3.8777 ,0.3578 ,3.6027 ,1.4914 ,102.9065 
6.0000 ,60.0000 ,0.8000 ,9.9000 ,0.4000 ,0.3888 ,4.3872 ,0.3578 ,4.3975 ,2.1920 ,85.4637 
6.0000 ,60.0000 ,0.8000 ,9.9000 ,0.6000 ,0.3816 ,4.1249 ,0.3578 ,3.9333 ,1.7094 ,98.0204 
6.0000 ,60.0000 ,0.8000 ,9.9000 ,0.8000 ,0.3744 ,3.8777 ,0.3578 ,3.5839 ,1.4544 ,104.9716 
6.0000 ,60.0000 ,0.8000 ,9.9000 ,1.0000 ,0.3672 ,3.6446 ,0.3578 ,3.2966 ,1.2614 ,111.3317 
6.0000 ,60.0000 ,1.0000 ,9.9000 ,0.4000 ,0.3053 ,4.1249 ,0.3578 ,3.9806 ,1.9532 ,86.8191 
6.0000 ,60.0000 ,1.0000 ,9.9000 ,0.6000 ,0.2995 ,3.8777 ,0.3578 ,3.5821 ,1.4642 ,104.2172 
6.0000 ,60.0000 ,1.0000 ,9.9000 ,0.8000 ,0.2938 ,3.6446 ,0.3578 ,3.2744 ,1.2342 ,113.0229 
6.0000 ,60.0000 ,1.0000 ,9.9000 ,1.0000 ,0.2880 ,3.4246 ,0.3578 ,3.0177 ,1.0778 ,119.2740 
6.0000 ,60.0000 ,1.2000 ,9.9000 ,0.4000 ,0.2496 ,3.8777 ,0.3578 ,3.6175 ,1.6528 ,93.2401 
6.0000 ,60.0000 ,1.2000 ,9.9000 ,0.6000 ,0.2448 ,3.6446 ,0.3578 ,3.2654 ,1.3035 ,106.7144 
6.0000 ,60.0000 ,1.2000 ,9.9000 ,0.8000 ,0.2400 ,3.4246 ,0.3578 ,2.9938 ,1.0870 ,117.3265 
6.0000 ,60.0000 ,1.2000 ,9.9000 ,1.0000 ,0.2352 ,3.2170 ,0.3578 ,2.7662 ,0.9407 ,125.2603 
6.0000 ,60.0000 ,0.8000 ,10.0000 ,0.5000 ,0.3852 ,4.2541 ,0.3578 ,4.1455 ,1.9160 ,92.1705 
6.0000 ,60.0000 ,0.4000 ,29.9000 ,0.4000 ,0.8064 ,4.9622 ,0.3578 ,5.0503 ,2.8116 ,76.5202 
6.0000 ,60.0000 ,0.4000 ,29.9000 ,0.6000 ,0.7920 ,4.6659 ,0.3578 ,4.4865 ,2.1962 ,87.0253 
6.0000 ,60.0000 ,0.4000 ,29.9000 ,0.8000 ,0.7776 ,4.3872 ,0.3578 ,4.0760 ,1.8699 ,92.8599 
6.0000 ,60.0000 ,0.4000 ,29.9000 ,1.0000 ,0.7632 ,4.1249 ,0.3578 ,3.7496 ,1.6533 ,96.6115 
6.0000 ,60.0000 ,0.6000 ,29.9000 ,0.4000 ,0.5280 ,4.6659 ,0.3578 ,4.5780 ,2.2981 ,84.8630 
6.0000 ,60.0000 ,0.6000 ,29.9000 ,0.6000 ,0.5184 ,4.3872 ,0.3578 ,4.0866 ,1.7565 ,99.1115 
6.0000 ,60.0000 ,0.6000 ,29.9000 ,0.8000 ,0.5088 ,4.1249 ,0.3578 ,3.7286 ,1.5030 ,105.6808 
6.0000 ,60.0000 ,0.6000 ,29.9000 ,1.0000 ,0.4992 ,3.8777 ,0.3578 ,3.4322 ,1.3167 ,111.0446 
6.0000 ,60.0000 ,0.8000 ,29.9000 ,0.4000 ,0.3888 ,4.3872 ,0.3578 ,4.1442 ,1.9754 ,89.3704 
6.0000 ,60.0000 ,0.8000 ,29.9000 ,0.6000 ,0.3816 ,4.1249 ,0.3578 ,3.7277 ,1.5344 ,103.4933 
6.0000 ,60.0000 ,0.8000 ,29.9000 ,0.8000 ,0.3744 ,3.8777 ,0.3578 ,3.4092 ,1.2879 ,112.7705 
6.0000 ,60.0000 ,0.8000 ,29.9000 ,1.0000 ,0.3672 ,3.6446 ,0.3578 ,3.1461 ,1.0969 ,122.1813 
6.0000 ,60.0000 ,1.0000 ,29.9000 ,0.4000 ,0.3053 ,4.1249 ,0.3578 ,3.7653 ,1.6477 ,97.3508 
6.0000 ,60.0000 ,1.0000 ,29.9000 ,0.6000 ,0.2995 ,3.8777 ,0.3578 ,3.4061 ,1.3248 ,109.5276 
6.0000 ,60.0000 ,1.0000 ,29.9000 ,0.8000 ,0.2938 ,3.6446 ,0.3578 ,3.1181 ,1.1014 ,120.6006 
6.0000 ,60.0000 ,1.0000 ,29.9000 ,1.0000 ,0.2880 ,3.4246 ,0.3578 ,2.8837 ,0.9793 ,125.4395 
6.0000 ,60.0000 ,1.2000 ,29.9000 ,0.4000 ,0.2496 ,3.8777 ,0.3578 ,3.4297 ,1.5297 ,95.5145 
6.0000 ,60.0000 ,1.2000 ,29.9000 ,0.6000 ,0.2448 ,3.6446 ,0.3578 ,3.1068 ,1.1783 ,112.3239 
6.0000 ,60.0000 ,1.2000 ,29.9000 ,0.8000 ,0.2400 ,3.4246 ,0.3578 ,2.8563 ,0.9874 ,123.2240 
6.0000 ,60.0000 ,1.2000 ,29.9000 ,1.0000 ,0.2352 ,3.2170 ,0.3578 ,2.6452 ,0.8454 ,133.2982 
6.0000 ,60.0000 ,0.4000 ,49.9000 ,0.4000 ,0.8064 ,4.9622 ,0.3578 ,4.7480 ,2.6013 ,77.7542 
6.0000 ,60.0000 ,0.4000 ,49.9000 ,0.6000 ,0.7920 ,4.6659 ,0.3578 ,4.2442 ,2.0063 ,90.1191 
6.0000 ,60.0000 ,0.4000 ,49.9000 ,0.8000 ,0.7776 ,4.3872 ,0.3578 ,3.8642 ,1.6778 ,98.1171 
6.0000 ,60.0000 ,0.4000 ,49.9000 ,1.0000 ,0.7632 ,4.1249 ,0.3578 ,3.5615 ,1.5244 ,99.5285 
6.0000 ,60.0000 ,0.6000 ,49.9000 ,0.4000 ,0.5280 ,4.6659 ,0.3578 ,4.3216 ,2.1253 ,86.6226 
6.0000 ,60.0000 ,0.6000 ,49.9000 ,0.6000 ,0.5184 ,4.3872 ,0.3578 ,3.8725 ,1.6212 ,101.7593 
6.0000 ,60.0000 ,0.6000 ,49.9000 ,0.8000 ,0.5088 ,4.1249 ,0.3578 ,3.5369 ,1.3819 ,109.0328 
6.0000 ,60.0000 ,0.6000 ,49.9000 ,1.0000 ,0.4992 ,3.8777 ,0.3578 ,3.2530 ,1.2156 ,113.9968 
6.0000 ,60.0000 ,0.8000 ,49.9000 ,0.4000 ,0.3888 ,4.3872 ,0.3578 ,3.9132 ,1.7787 ,93.7193 
6.0000 ,60.0000 ,0.8000 ,49.9000 ,0.6000 ,0.3816 ,4.1249 ,0.3578 ,3.5349 ,1.3520 ,111.3795 
6.0000 ,60.0000 ,0.8000 ,49.9000 ,0.8000 ,0.3744 ,3.8777 ,0.3578 ,3.2393 ,1.1640 ,118.5528 
6.0000 ,60.0000 ,0.8000 ,49.9000 ,1.0000 ,0.3672 ,3.6446 ,0.3578 ,2.9905 ,1.0411 ,122.3587 
6.0000 ,60.0000 ,1.0000 ,49.9000 ,0.4000 ,0.3053 ,4.1249 ,0.3578 ,3.5799 ,1.5507 ,98.3459 
6.0000 ,60.0000 ,1.0000 ,49.9000 ,0.6000 ,0.2995 ,3.8777 ,0.3578 ,3.2292 ,1.2163 ,113.1022 
6.0000 ,60.0000 ,1.0000 ,49.9000 ,0.8000 ,0.2938 ,3.6446 ,0.3578 ,2.9690 ,1.0191 ,124.1151 
6.0000 ,60.0000 ,1.0000 ,49.9000 ,1.0000 ,0.2880 ,3.4246 ,0.3578 ,2.7464 ,0.9122 ,128.2521 
6.0000 ,60.0000 ,1.2000 ,49.9000 ,0.4000 ,0.2496 ,3.8777 ,0.3578 ,3.2453 ,1.3582 ,101.7936 
6.0000 ,60.0000 ,1.2000 ,49.9000 ,0.6000 ,0.2448 ,3.6446 ,0.3578 ,2.9519 ,1.0643 ,118.1484 
6.0000 ,60.0000 ,1.2000 ,49.9000 ,0.8000 ,0.2400 ,3.4246 ,0.3578 ,2.7209 ,0.9114 ,127.1709 
6.0000 ,60.0000 ,1.2000 ,49.9000 ,1.0000 ,0.2352 ,3.2170 ,0.3578 ,2.5209 ,0.8096 ,132.6489 
6.0000 ,60.0000 ,0.4000 ,69.9000 ,0.4000 ,0.8064 ,4.9622 ,0.3578 ,4.5886 ,2.6432 ,73.9534 
6.0000 ,60.0000 ,0.4000 ,69.9000 ,0.6000 ,0.7920 ,4.6659 ,0.3578 ,4.0511 ,1.9400 ,88.9558 
6.0000 ,60.0000 ,0.4000 ,69.9000 ,0.8000 ,0.7776 ,4.3872 ,0.3578 ,3.6742 ,1.6298 ,96.0387 
6.0000 ,60.0000 ,0.4000 ,69.9000 ,1.0000 ,0.7632 ,4.1249 ,0.3578 ,3.3878 ,1.4195 ,101.6663 
6.0000 ,60.0000 ,0.6000 ,69.9000 ,0.4000 ,0.5280 ,4.6659 ,0.3578 ,4.0832 ,1.9859 ,87.5879 
6.0000 ,60.0000 ,0.6000 ,69.9000 ,0.6000 ,0.5184 ,4.3872 ,0.3578 ,3.6723 ,1.5389 ,101.6568 
6.0000 ,60.0000 ,0.6000 ,69.9000 ,0.8000 ,0.5088 ,4.1249 ,0.3578 ,3.3592 ,1.3176 ,108.6083 
6.0000 ,60.0000 ,0.6000 ,69.9000 ,1.0000 ,0.4992 ,3.8777 ,0.3578 ,3.1022 ,1.1117 ,118.8763 
6.0000 ,60.0000 ,0.8000 ,69.9000 ,0.4000 ,0.3888 ,4.3872 ,0.3578 ,3.7094 ,1.6499 ,95.7778 
6.0000 ,60.0000 ,0.8000 ,69.9000 ,0.6000 ,0.3816 ,4.1249 ,0.3578 ,3.3552 ,1.3338 ,107.1589 
6.0000 ,60.0000 ,0.8000 ,69.9000 ,0.8000 ,0.3744 ,3.8777 ,0.3578 ,3.0777 ,1.1151 ,117.5777 
6.0000 ,60.0000 ,0.8000 ,69.9000 ,1.0000 ,0.3672 ,3.6446 ,0.3578 ,2.8443 ,0.9851 ,122.9969 
6.0000 ,60.0000 ,1.0000 ,69.9000 ,0.4000 ,0.3053 ,4.1249 ,0.3578 ,3.3621 ,1.4607 ,98.0518 
6.0000 ,60.0000 ,1.0000 ,69.9000 ,0.6000 ,0.2995 ,3.8777 ,0.3578 ,3.0683 ,1.1406 ,114.5922 
6.0000 ,60.0000 ,1.0000 ,69.9000 ,0.8000 ,0.2938 ,3.6446 ,0.3578 ,2.8211 ,0.9778 ,122.9056 
6.0000 ,60.0000 ,1.0000 ,69.9000 ,1.0000 ,0.2880 ,3.4246 ,0.3578 ,2.6142 ,0.8576 ,129.8584 
6.0000 ,60.0000 ,1.2000 ,69.9000 ,0.4000 ,0.2496 ,3.8777 ,0.3578 ,3.0780 ,1.3109 ,100.0216 
6.0000 ,60.0000 ,1.2000 ,69.9000 ,0.6000 ,0.2448 ,3.6446 ,0.3578 ,2.8065 ,1.0264 ,116.4807 
6.0000 ,60.0000 ,1.2000 ,69.9000 ,0.8000 ,0.2400 ,3.4246 ,0.3578 ,2.5877 ,0.8734 ,126.2105 
6.0000 ,60.0000 ,1.2000 ,69.9000 ,1.0000 ,0.2352 ,3.2170 ,0.3578 ,2.4012 ,0.7633 ,134.0145 
6.0000 ,60.0000 ,0.4000 ,89.9000 ,0.4000 ,0.8064 ,4.9622 ,0.3578 ,4.2998 ,2.4777 ,73.9274 
6.0000 ,60.0000 ,0.4000 ,89.9000 ,0.6000 ,0.7920 ,4.6659 ,0.3578 ,3.8444 ,2.2942 ,71.3871 
6.0000 ,60.0000 ,0.4000 ,89.9000 ,0.8000 ,0.7776 ,4.3872 ,0.3578 ,3.4842 ,1.8858 ,78.7095 
6.0000 ,60.0000 ,0.4000 ,89.9000 ,1.0000 ,0.7632 ,4.1249 ,0.3578 ,3.2059 ,1.5820 ,86.3284 
6.0000 ,60.0000 ,0.6000 ,89.9000 ,0.4000 ,0.5280 ,4.6659 ,0.3578 ,3.8029 ,1.9335 ,83.7899 
6.0000 ,60.0000 ,0.6000 ,89.9000 ,0.6000 ,0.5184 ,4.3872 ,0.3578 ,3.4599 ,1.6349 ,90.1554 
6.0000 ,60.0000 ,0.6000 ,89.9000 ,0.8000 ,0.5088 ,4.1249 ,0.3578 ,3.1828 ,1.2726 ,106.5420 
6.0000 ,60.0000 ,0.6000 ,89.9000 ,1.0000 ,0.4992 ,3.8777 ,0.3578 ,2.9234 ,1.2181 ,102.2374 
6.0000 ,60.0000 ,0.8000 ,89.9000 ,0.4000 ,0.3888 ,4.3872 ,0.3578 ,3.5089 ,1.6260 ,91.9285 
6.0000 ,60.0000 ,0.8000 ,89.9000 ,0.6000 ,0.3816 ,4.1249 ,0.3578 ,3.1765 ,1.2819 ,105.5625 
6.0000 ,60.0000 ,0.8000 ,89.9000 ,0.8000 ,0.3744 ,3.8777 ,0.3578 ,2.9188 ,1.0463 ,118.8321 
6.0000 ,60.0000 ,0.8000 ,89.9000 ,1.0000 ,0.3672 ,3.6446 ,0.3578 ,2.7060 ,0.9112 ,126.5055 
6.0000 ,60.0000 ,1.0000 ,89.9000 ,0.4000 ,0.3053 ,4.1249 ,0.3578 ,3.1853 ,1.4135 ,96.0026 
6.0000 ,60.0000 ,1.0000 ,89.9000 ,0.6000 ,0.2995 ,3.8777 ,0.3578 ,2.9171 ,1.0416 ,119.3056 
6.0000 ,60.0000 ,1.0000 ,89.9000 ,0.8000 ,0.2938 ,3.6446 ,0.3578 ,2.6839 ,0.9563 ,119.5644 
6.0000 ,60.0000 ,1.0000 ,89.9000 ,1.0000 ,0.2880 ,3.4246 ,0.3578 ,2.4855 ,0.8146 ,129.9777 
6.0000 ,60.0000 ,1.2000 ,89.9000 ,0.4000 ,0.2496 ,3.8777 ,0.3578 ,2.9163 ,1.2631 ,98.3525 
6.0000 ,60.0000 ,1.2000 ,89.9000 ,0.6000 ,0.2448 ,3.6446 ,0.3578 ,2.6601 ,1.0045 ,112.8141 
6.0000 ,60.0000 ,1.2000 ,89.9000 ,0.8000 ,0.2400 ,3.4246 ,0.3578 ,2.4586 ,0.8513 ,123.0346 
6.0000 ,60.0000 ,1.2000 ,89.9000 ,1.0000 ,0.2352 ,3.2170 ,0.3578 ,2.2811 ,0.7585 ,128.1129 
6.0000 ,65.0000 ,0.4000 ,9.9000 ,0.4000 ,0.8784 ,5.4785 ,0.3578 ,6.3411 ,4.1570 ,64.9820 
6.0000 ,65.0000 ,0.4000 ,9.9000 ,0.6000 ,0.8640 ,5.1759 ,0.3578 ,5.5487 ,3.0947 ,76.3798 
6.0000 ,65.0000 ,0.4000 ,9.9000 ,0.8000 ,0.8496 ,4.8899 ,0.3578 ,5.0037 ,2.5935 ,82.1889 
6.0000 ,65.0000 ,0.4000 ,9.9000 ,1.0000 ,0.8352 ,4.6195 ,0.3578 ,4.5777 ,2.2023 ,88.5499 
6.0000 ,65.0000 ,0.6000 ,9.9000 ,0.4000 ,0.5760 ,5.1759 ,0.3578 ,5.7742 ,3.4793 ,70.6978 
6.0000 ,65.0000 ,0.6000 ,9.9000 ,0.6000 ,0.5664 ,4.8899 ,0.3578 ,5.0690 ,2.5534 ,84.5715 
6.0000 ,65.0000 ,0.6000 ,9.9000 ,0.8000 ,0.5568 ,4.6195 ,0.3578 ,4.5714 ,2.0790 ,93.6712 
6.0000 ,65.0000 ,0.6000 ,9.9000 ,1.0000 ,0.5472 ,4.3637 ,0.3578 ,4.2042 ,1.7738 ,100.9711 
6.0000 ,65.0000 ,0.8000 ,9.9000 ,0.4000 ,0.4248 ,4.8899 ,0.3578 ,5.2180 ,2.8956 ,76.7661 
6.0000 ,65.0000 ,0.8000 ,9.9000 ,0.6000 ,0.4176 ,4.6195 ,0.3578 ,4.6278 ,2.1683 ,90.9223 
6.0000 ,65.0000 ,0.8000 ,9.9000 ,0.8000 ,0.4104 ,4.3637 ,0.3578 ,4.2069 ,1.7489 ,102.4732 
6.0000 ,65.0000 ,0.8000 ,9.9000 ,1.0000 ,0.4032 ,4.1215 ,0.3578 ,3.8692 ,1.5005 ,109.8477 
6.0000 ,65.0000 ,1.0000 ,9.9000 ,0.4000 ,0.3341 ,4.6195 ,0.3578 ,4.7599 ,2.4711 ,82.0586 
6.0000 ,65.0000 ,1.0000 ,9.9000 ,0.6000 ,0.3283 ,4.3637 ,0.3578 ,4.2386 ,1.8542 ,97.3784 
6.0000 ,65.0000 ,1.0000 ,9.9000 ,0.8000 ,0.3226 ,4.1215 ,0.3578 ,3.8557 ,1.4781 ,111.1243 
6.0000 ,65.0000 ,1.0000 ,9.9000 ,1.0000 ,0.3168 ,3.8921 ,0.3578 ,3.5576 ,1.3026 ,116.3491 
6.0000 ,65.0000 ,1.2000 ,9.9000 ,0.4000 ,0.2736 ,4.3637 ,0.3578 ,4.3275 ,2.1274 ,86.6556 
6.0000 ,65.0000 ,1.2000 ,9.9000 ,0.6000 ,0.2688 ,4.1215 ,0.3578 ,3.8638 ,1.6468 ,99.9498 
6.0000 ,65.0000 ,1.2000 ,9.9000 ,0.8000 ,0.2640 ,3.8921 ,0.3578 ,3.5464 ,1.3259 ,113.9411 
6.0000 ,65.0000 ,1.2000 ,9.9000 ,1.0000 ,0.2592 ,3.6746 ,0.3578 ,3.2748 ,1.1551 ,120.7779 
6.0000 ,65.0000 ,0.4000 ,29.9000 ,0.4000 ,0.8784 ,5.4785 ,0.3578 ,5.9009 ,3.4939 ,71.9468 
6.0000 ,65.0000 ,0.4000 ,29.9000 ,0.6000 ,0.8640 ,5.1759 ,0.3578 ,5.2121 ,2.6945 ,82.4027 
6.0000 ,65.0000 ,0.4000 ,29.9000 ,0.8000 ,0.8496 ,4.8899 ,0.3578 ,4.7224 ,2.2537 ,89.2642 
6.0000 ,65.0000 ,0.4000 ,29.9000 ,1.0000 ,0.8352 ,4.6195 ,0.3578 ,4.3410 ,1.9559 ,94.5484 
6.0000 ,65.0000 ,0.6000 ,29.9000 ,0.4000 ,0.5760 ,5.1759 ,0.3578 ,5.3829 ,2.9481 ,77.7828 
6.0000 ,65.0000 ,0.6000 ,29.9000 ,0.6000 ,0.5664 ,4.8899 ,0.3578 ,4.7622 ,2.2151 ,91.5852 
6.0000 ,65.0000 ,0.6000 ,29.9000 ,0.8000 ,0.5568 ,4.6195 ,0.3578 ,4.3401 ,1.7808 ,103.8246 
6.0000 ,65.0000 ,0.6000 ,29.9000 ,1.0000 ,0.5472 ,4.3637 ,0.3578 ,3.9925 ,1.5609 ,108.9592 
6.0000 ,65.0000 ,0.8000 ,29.9000 ,0.4000 ,0.4248 ,4.8899 ,0.3578 ,4.9025 ,2.4918 ,83.8140 
6.0000 ,65.0000 ,0.8000 ,29.9000 ,0.6000 ,0.4176 ,4.6195 ,0.3578 ,4.3784 ,1.8892 ,98.7322 
6.0000 ,65.0000 ,0.8000 ,29.9000 ,0.8000 ,0.4104 ,4.3637 ,0.3578 ,3.9862 ,1.5370 ,110.4857 
6.0000 ,65.0000 ,0.8000 ,29.9000 ,1.0000 ,0.4032 ,4.1215 ,0.3578 ,3.6761 ,1.3206 ,118.5853 
6.0000 ,65.0000 ,1.0000 ,29.9000 ,0.4000 ,0.3341 ,4.6195 ,0.3578 ,4.4101 ,2.1538 ,87.2284 
6.0000 ,65.0000 ,1.0000 ,29.9000 ,0.6000 ,0.3283 ,4.3637 ,0.3578 ,4.0033 ,1.5914 ,107.1636 
6.0000 ,65.0000 ,1.0000 ,29.9000 ,0.8000 ,0.3226 ,4.1215 ,0.3578 ,3.6654 ,1.3390 ,116.6164 
6.0000 ,65.0000 ,1.0000 ,29.9000 ,1.0000 ,0.3168 ,3.8921 ,0.3578 ,3.3875 ,1.1381 ,126.7900 
6.0000 ,65.0000 ,1.2000 ,29.9000 ,0.4000 ,0.2736 ,4.3637 ,0.3578 ,4.0732 ,1.8584 ,93.3669 
6.0000 ,65.0000 ,1.2000 ,29.9000 ,0.6000 ,0.2688 ,4.1215 ,0.3578 ,3.6801 ,1.4620 ,107.2300 
6.0000 ,65.0000 ,1.2000 ,29.9000 ,0.8000 ,0.2640 ,3.8921 ,0.3578 ,3.3680 ,1.1494 ,124.8256 
6.0000 ,65.0000 ,1.2000 ,29.9000 ,1.0000 ,0.2592 ,3.6746 ,0.3578 ,3.1216 ,1.0288 ,129.2579 
6.0000 ,65.0000 ,0.4000 ,49.9000 ,0.4000 ,0.8784 ,5.4785 ,0.3578 ,0.6153 ,1.5627 ,16.7740 
6.0000 ,65.0000 ,0.4000 ,49.9000 ,0.6000 ,0.8640 ,5.1759 ,0.3578 ,4.9256 ,2.4382 ,86.0576 
6.0000 ,65.0000 ,0.4000 ,49.9000 ,0.8000 ,0.8496 ,4.8899 ,0.3578 ,4.4680 ,2.0448 ,93.0828 
6.0000 ,65.0000 ,0.4000 ,49.9000 ,1.0000 ,0.8352 ,4.6195 ,0.3578 ,4.1161 ,1.7959 ,97.6337 
6.0000 ,65.0000 ,0.6000 ,49.9000 ,0.4000 ,0.5760 ,5.1759 ,0.3578 ,5.0806 ,2.6912 ,80.4245 
6.0000 ,65.0000 ,0.6000 ,49.9000 ,0.6000 ,0.5664 ,4.8899 ,0.3578 ,4.5034 ,1.9916 ,96.3263 
6.0000 ,65.0000 ,0.6000 ,49.9000 ,0.8000 ,0.5568 ,4.6195 ,0.3578 ,4.1068 ,1.6572 ,105.5664 
6.0000 ,65.0000 ,0.6000 ,49.9000 ,1.0000 ,0.5472 ,4.3637 ,0.3578 ,3.7890 ,1.4567 ,110.8094 
6.0000 ,65.0000 ,0.8000 ,49.9000 ,0.4000 ,0.4248 ,4.8899 ,0.3578 ,4.6267 ,2.2562 ,87.3601 
6.0000 ,65.0000 ,0.8000 ,49.9000 ,0.6000 ,0.4176 ,4.6195 ,0.3578 ,4.1234 ,1.6904 ,103.9107 
6.0000 ,65.0000 ,0.8000 ,49.9000 ,0.8000 ,0.4104 ,4.3637 ,0.3578 ,3.7813 ,1.4147 ,113.8677 
6.0000 ,65.0000 ,0.8000 ,49.9000 ,1.0000 ,0.4032 ,4.1215 ,0.3578 ,3.4910 ,1.2340 ,120.5104 
6.0000 ,65.0000 ,1.0000 ,49.9000 ,0.4000 ,0.3341 ,4.6195 ,0.3578 ,4.2111 ,1.9490 ,92.0419 
6.0000 ,65.0000 ,1.0000 ,49.9000 ,0.6000 ,0.3283 ,4.3637 ,0.3578 ,3.7952 ,1.7674 ,91.4758 
6.0000 ,65.0000 ,1.0000 ,49.9000 ,0.8000 ,0.3226 ,4.1215 ,0.3578 ,3.4729 ,1.2279 ,120.4912 
6.0000 ,65.0000 ,1.0000 ,49.9000 ,1.0000 ,0.3168 ,3.8921 ,0.3578 ,3.2181 ,1.0712 ,127.9797 
6.0000 ,65.0000 ,1.2000 ,49.9000 ,0.4000 ,0.2736 ,4.3637 ,0.3578 ,3.8499 ,1.6796 ,97.6427 
6.0000 ,65.0000 ,1.2000 ,49.9000 ,0.6000 ,0.2688 ,4.1215 ,0.3578 ,3.4811 ,1.2963 ,114.3957 
6.0000 ,65.0000 ,1.2000 ,49.9000 ,0.8000 ,0.2640 ,3.8921 ,0.3578 ,3.1982 ,1.0916 ,124.8146 
6.0000 ,65.0000 ,1.2000 ,49.9000 ,1.0000 ,0.2592 ,3.6746 ,0.3578 ,2.9712 ,0.9550 ,132.5389 
6.0000 ,65.0000 ,0.4000 ,69.9000 ,0.4000 ,0.8784 ,5.4785 ,0.3578 ,5.3380 ,3.2286 ,70.4327 
6.0000 ,65.0000 ,0.4000 ,69.9000 ,0.6000 ,0.8640 ,5.1759 ,0.3578 ,4.6957 ,2.3184 ,86.2818 
6.0000 ,65.0000 ,0.4000 ,69.9000 ,0.8000 ,0.8496 ,4.8899 ,0.3578 ,4.2514 ,1.9338 ,93.6540 
6.0000 ,65.0000 ,0.4000 ,69.9000 ,1.0000 ,0.8352 ,4.6195 ,0.3578 ,3.9001 ,1.6704 ,99.4622 
6.0000 ,65.0000 ,0.6000 ,69.9000 ,0.4000 ,0.5760 ,5.1759 ,0.3578 ,4.8086 ,2.5214 ,81.2439 
