N,a [mm],d [mm],my_theta [deg],p [mm],Rdc[¦¸],Ldc[uH],¦Ä/h,L [uH],R [¦¸],Q
6.0000 ,50.0000 ,0.6000 ,29.9000 ,0.4000 ,0.4320 ,3.6560 ,0.3578 ,3.2341 ,1.4856 ,92.7403 
6.0000 ,50.0000 ,0.6000 ,29.9000 ,0.6000 ,0.4224 ,3.3952 ,0.3578 ,2.9135 ,1.2078 ,102.7616 
6.0000 ,50.0000 ,0.6000 ,29.9000 ,0.8000 ,0.4128 ,3.1523 ,0.3578 ,2.6565 ,1.0416 ,108.6519 
6.0000 ,50.0000 ,0.6000 ,29.9000 ,1.0000 ,0.4032 ,2.9259 ,0.3578 ,2.4363 ,0.9459 ,109.7167 
6.0000 ,50.0000 ,0.8000 ,29.9000 ,0.4000 ,0.3168 ,3.3952 ,0.3578 ,2.8921 ,1.2811 ,96.1702 
6.0000 ,50.0000 ,0.8000 ,29.9000 ,0.6000 ,0.3096 ,3.1523 ,0.3578 ,2.6251 ,1.0434 ,107.1793 
6.0000 ,50.0000 ,0.8000 ,29.9000 ,0.8000 ,0.3024 ,2.9259 ,0.3578 ,2.3994 ,0.8963 ,114.0382 
6.0000 ,50.0000 ,0.8000 ,29.9000 ,1.0000 ,0.2952 ,2.7147 ,0.3578 ,2.2003 ,0.8043 ,116.5396 
6.0000 ,50.0000 ,1.0000 ,29.9000 ,0.4000 ,0.2477 ,3.1523 ,0.3578 ,2.6086 ,1.0697 ,103.8828 
6.0000 ,50.0000 ,1.0000 ,29.9000 ,0.6000 ,0.2419 ,2.9259 ,0.3578 ,2.3660 ,0.9252 ,108.9381 
6.0000 ,50.0000 ,1.0000 ,29.9000 ,0.8000 ,0.2362 ,2.7147 ,0.3578 ,2.1646 ,0.8047 ,114.5865 
6.0000 ,50.0000 ,1.0000 ,29.9000 ,1.0000 ,0.2304 ,2.5174 ,0.3578 ,1.9938 ,0.6897 ,123.1450 
6.0000 ,50.0000 ,1.2000 ,29.9000 ,0.4000 ,0.2016 ,2.9259 ,0.3578 ,2.3449 ,1.0091 ,98.9956 
6.0000 ,50.0000 ,1.2000 ,29.9000 ,0.6000 ,0.1968 ,2.7147 ,0.3578 ,2.1353 ,0.7941 ,114.5475 
6.0000 ,50.0000 ,1.2000 ,29.9000 ,0.8000 ,0.1920 ,2.5174 ,0.3578 ,1.9555 ,0.6991 ,119.1578 
6.0000 ,50.0000 ,1.2000 ,29.9000 ,1.0000 ,0.1872 ,2.3332 ,0.3578 ,1.8045 ,0.5997 ,128.1865 
6.0000 ,50.0000 ,0.4000 ,49.9000 ,0.4000 ,0.6624 ,3.9364 ,0.3578 ,3.4111 ,1.7288 ,84.0541 
6.0000 ,50.0000 ,0.4000 ,49.9000 ,0.6000 ,0.6480 ,3.6560 ,0.3578 ,3.0749 ,1.3853 ,94.5550 
6.0000 ,50.0000 ,0.4000 ,49.9000 ,0.8000 ,0.6336 ,3.3952 ,0.3578 ,2.8038 ,1.2302 ,97.0868 
6.0000 ,50.0000 ,0.4000 ,49.9000 ,1.0000 ,0.6192 ,3.1523 ,0.3578 ,2.5680 ,1.1066 ,98.8582 
6.0000 ,50.0000 ,0.6000 ,49.9000 ,0.4000 ,0.4320 ,3.6560 ,0.3578 ,3.0414 ,1.3618 ,95.1389 
6.0000 ,50.0000 ,0.6000 ,49.9000 ,0.6000 ,0.4224 ,3.3952 ,0.3578 ,2.7667 ,1.1333 ,103.9942 
6.0000 ,50.0000 ,0.6000 ,49.9000 ,0.8000 ,0.4128 ,3.1523 ,0.3578 ,2.5287 ,0.9934 ,108.4372 
6.0000 ,50.0000 ,0.6000 ,49.9000 ,1.0000 ,0.4032 ,2.9259 ,0.3578 ,2.3228 ,0.8936 ,110.7325 
6.0000 ,50.0000 ,0.8000 ,49.9000 ,0.4000 ,0.3168 ,3.3952 ,0.3578 ,2.7584 ,1.1665 ,100.7395 
6.0000 ,50.0000 ,0.8000 ,49.9000 ,0.6000 ,0.3096 ,3.1523 ,0.3578 ,2.4980 ,0.9516 ,111.8326 
6.0000 ,50.0000 ,0.8000 ,49.9000 ,0.8000 ,0.3024 ,2.9259 ,0.3578 ,2.2840 ,0.8273 ,117.6143 
6.0000 ,50.0000 ,0.8000 ,49.9000 ,1.0000 ,0.2952 ,2.7147 ,0.3578 ,2.1028 ,0.7558 ,118.5196 
6.0000 ,50.0000 ,1.0000 ,49.9000 ,0.4000 ,0.2477 ,3.1523 ,0.3578 ,2.4772 ,1.0062 ,104.8840 
6.0000 ,50.0000 ,1.0000 ,49.9000 ,0.6000 ,0.2419 ,2.9259 ,0.3578 ,2.2588 ,0.8177 ,117.6837 
6.0000 ,50.0000 ,1.0000 ,49.9000 ,0.8000 ,0.2362 ,2.7147 ,0.3578 ,2.0707 ,0.7298 ,120.8726 
6.0000 ,50.0000 ,1.0000 ,49.9000 ,1.0000 ,0.2304 ,2.5174 ,0.3578 ,1.9048 ,0.6536 ,124.1588 
6.0000 ,50.0000 ,1.2000 ,49.9000 ,0.4000 ,0.2016 ,2.9259 ,0.3578 ,2.2354 ,0.9073 ,104.9517 
6.0000 ,50.0000 ,1.2000 ,49.9000 ,0.6000 ,0.1968 ,2.7147 ,0.3578 ,2.0384 ,0.7463 ,116.3608 
6.0000 ,50.0000 ,1.2000 ,49.9000 ,0.8000 ,0.1920 ,2.5174 ,0.3578 ,1.8705 ,0.6550 ,121.6560 
6.0000 ,50.0000 ,1.2000 ,49.9000 ,1.0000 ,0.1872 ,2.3332 ,0.3578 ,1.7220 ,0.5893 ,124.4768 
6.0000 ,50.0000 ,0.4000 ,69.9000 ,0.4000 ,0.6624 ,3.9364 ,0.3578 ,3.2525 ,1.6819 ,82.3813 
6.0000 ,50.0000 ,0.4000 ,69.9000 ,0.6000 ,0.6480 ,3.6560 ,0.3578 ,2.9189 ,1.3206 ,94.1576 
6.0000 ,50.0000 ,0.4000 ,69.9000 ,0.8000 ,0.6336 ,3.3952 ,0.3578 ,2.6674 ,1.1639 ,97.6266 
6.0000 ,50.0000 ,0.4000 ,69.9000 ,1.0000 ,0.6192 ,3.1523 ,0.3578 ,2.4462 ,1.0601 ,98.2986 
6.0000 ,50.0000 ,0.6000 ,69.9000 ,0.4000 ,0.4320 ,3.6560 ,0.3578 ,2.9263 ,1.3239 ,94.1645 
6.0000 ,50.0000 ,0.6000 ,69.9000 ,0.6000 ,0.4224 ,3.3952 ,0.3578 ,2.6345 ,1.0508 ,106.8091 
6.0000 ,50.0000 ,0.6000 ,69.9000 ,0.8000 ,0.4128 ,3.1523 ,0.3578 ,2.4089 ,0.9458 ,108.5034 
6.0000 ,50.0000 ,0.6000 ,69.9000 ,1.0000 ,0.4032 ,2.9259 ,0.3578 ,2.2165 ,0.8325 ,113.4272 
6.0000 ,50.0000 ,0.8000 ,69.9000 ,0.4000 ,0.3168 ,3.3952 ,0.3578 ,2.6287 ,1.1381 ,98.3909 
6.0000 ,50.0000 ,0.8000 ,69.9000 ,0.6000 ,0.3096 ,3.1523 ,0.3578 ,2.3779 ,0.9027 ,112.2178 
6.0000 ,50.0000 ,0.8000 ,69.9000 ,0.8000 ,0.3024 ,2.9259 ,0.3578 ,2.1787 ,0.8165 ,113.6762 
6.0000 ,50.0000 ,0.8000 ,69.9000 ,1.0000 ,0.2952 ,2.7147 ,0.3578 ,2.0042 ,0.7347 ,116.2175 
6.0000 ,50.0000 ,1.0000 ,69.9000 ,0.4000 ,0.2477 ,3.1523 ,0.3578 ,2.3613 ,0.9654 ,104.1933 
6.0000 ,50.0000 ,1.0000 ,69.9000 ,0.6000 ,0.2419 ,2.9259 ,0.3578 ,2.1498 ,0.7888 ,116.0959 
6.0000 ,50.0000 ,1.0000 ,69.9000 ,0.8000 ,0.2362 ,2.7147 ,0.3578 ,1.9719 ,0.7044 ,119.2483 
6.0000 ,50.0000 ,1.0000 ,69.9000 ,1.0000 ,0.2304 ,2.5174 ,0.3578 ,1.8186 ,0.6228 ,124.3860 
6.0000 ,50.0000 ,1.2000 ,69.9000 ,0.4000 ,0.2016 ,2.9259 ,0.3578 ,2.1311 ,0.8884 ,102.1853 
6.0000 ,50.0000 ,1.2000 ,69.9000 ,0.6000 ,0.1968 ,2.7147 ,0.3578 ,1.9413 ,0.7406 ,111.6663 
6.0000 ,50.0000 ,1.2000 ,69.9000 ,0.8000 ,0.1920 ,2.5174 ,0.3578 ,1.7842 ,0.6273 ,121.1609 
6.0000 ,50.0000 ,1.2000 ,69.9000 ,1.0000 ,0.1872 ,2.3332 ,0.3578 ,1.6442 ,0.5748 ,121.8498 
6.0000 ,50.0000 ,0.4000 ,89.9000 ,0.4000 ,0.6624 ,3.9364 ,0.3578 ,3.1282 ,1.5640 ,85.2053 
6.0000 ,50.0000 ,0.4000 ,89.9000 ,0.6000 ,0.6480 ,3.6560 ,0.3578 ,2.7808 ,1.4730 ,80.4188 
6.0000 ,50.0000 ,0.4000 ,89.9000 ,0.8000 ,0.6336 ,3.3952 ,0.3578 ,2.5324 ,1.4830 ,72.7448 
6.0000 ,50.0000 ,0.4000 ,89.9000 ,1.0000 ,0.6192 ,3.1523 ,0.3578 ,2.3238 ,1.3405 ,73.8483 
6.0000 ,50.0000 ,0.6000 ,89.9000 ,0.4000 ,0.4320 ,3.6560 ,0.3578 ,2.7612 ,1.3709 ,85.8026 
6.0000 ,50.0000 ,0.6000 ,89.9000 ,0.6000 ,0.4224 ,3.3952 ,0.3578 ,2.5022 ,1.0596 ,100.6023 
6.0000 ,50.0000 ,0.6000 ,89.9000 ,0.8000 ,0.4128 ,3.1523 ,0.3578 ,2.2890 ,0.9799 ,99.5131 
6.0000 ,50.0000 ,0.6000 ,89.9000 ,1.0000 ,0.4032 ,2.9259 ,0.3578 ,2.1073 ,0.8353 ,107.4769 
6.0000 ,50.0000 ,0.8000 ,89.9000 ,0.4000 ,0.3168 ,3.3952 ,0.3578 ,2.4787 ,1.1428 ,92.4013 
6.0000 ,50.0000 ,0.8000 ,89.9000 ,0.6000 ,0.3096 ,3.1523 ,0.3578 ,2.2591 ,0.9463 ,101.6936 
6.0000 ,50.0000 ,0.8000 ,89.9000 ,0.8000 ,0.3024 ,2.9259 ,0.3578 ,2.0730 ,0.7864 ,112.2978 
6.0000 ,50.0000 ,0.8000 ,89.9000 ,1.0000 ,0.2952 ,2.7147 ,0.3578 ,1.9128 ,0.7443 ,109.4770 
6.0000 ,50.0000 ,1.0000 ,89.9000 ,0.4000 ,0.2477 ,3.1523 ,0.3578 ,2.2482 ,0.9633 ,99.4202 
6.0000 ,50.0000 ,1.0000 ,89.9000 ,0.6000 ,0.2419 ,2.9259 ,0.3578 ,2.0426 ,0.7801 ,111.5433 
6.0000 ,50.0000 ,1.0000 ,89.9000 ,0.8000 ,0.2362 ,2.7147 ,0.3578 ,1.8745 ,0.7103 ,112.4296 
6.0000 ,50.0000 ,1.0000 ,89.9000 ,1.0000 ,0.2304 ,2.5174 ,0.3578 ,1.7292 ,0.6230 ,118.2481 
6.0000 ,50.0000 ,1.2000 ,89.9000 ,0.4000 ,0.2016 ,2.9259 ,0.3578 ,2.0178 ,0.9244 ,92.9888 
6.0000 ,50.0000 ,1.2000 ,89.9000 ,0.6000 ,0.1968 ,2.7147 ,0.3578 ,1.8498 ,0.6897 ,114.2604 
6.0000 ,50.0000 ,1.2000 ,89.9000 ,0.8000 ,0.1920 ,2.5174 ,0.3578 ,1.7007 ,0.6041 ,119.9289 
6.0000 ,50.0000 ,1.2000 ,89.9000 ,1.0000 ,0.1872 ,2.3332 ,0.3578 ,1.5681 ,0.5516 ,121.1009 
6.0000 ,55.0000 ,0.4000 ,9.9000 ,0.4000 ,0.7344 ,4.4480 ,0.3578 ,4.5578 ,2.6238 ,74.0000 
6.0000 ,55.0000 ,0.4000 ,9.9000 ,0.6000 ,0.7200 ,4.1591 ,0.3578 ,4.0456 ,2.0886 ,82.5179 
6.0000 ,55.0000 ,0.4000 ,9.9000 ,0.8000 ,0.7056 ,3.8887 ,0.3578 ,3.6572 ,1.7718 ,87.9308 
6.0000 ,55.0000 ,0.4000 ,9.9000 ,1.0000 ,0.6912 ,3.6354 ,0.3578 ,3.3563 ,1.5504 ,92.2186 
6.0000 ,55.0000 ,0.6000 ,9.9000 ,0.4000 ,0.4800 ,4.1591 ,0.3578 ,4.0810 ,2.1695 ,80.1337 
6.0000 ,55.0000 ,0.6000 ,9.9000 ,0.6000 ,0.4704 ,3.8887 ,0.3578 ,3.6563 ,1.6507 ,94.3587 
6.0000 ,55.0000 ,0.6000 ,9.9000 ,0.8000 ,0.4608 ,3.6354 ,0.3578 ,3.3263 ,1.4191 ,99.8523 
6.0000 ,55.0000 ,0.6000 ,9.9000 ,1.0000 ,0.4512 ,3.3979 ,0.3578 ,3.0504 ,1.2279 ,105.8267 
6.0000 ,55.0000 ,0.8000 ,9.9000 ,0.4000 ,0.3528 ,3.8887 ,0.3578 ,3.6904 ,1.8116 ,86.7811 
6.0000 ,55.0000 ,0.8000 ,9.9000 ,0.6000 ,0.3456 ,3.6354 ,0.3578 ,3.3058 ,1.4052 ,100.2150 
6.0000 ,55.0000 ,0.8000 ,9.9000 ,0.8000 ,0.3384 ,3.3979 ,0.3578 ,3.0187 ,1.1876 ,108.2787 
6.0000 ,55.0000 ,0.8000 ,9.9000 ,1.0000 ,0.3312 ,3.1750 ,0.3578 ,2.7764 ,1.0668 ,110.8708 
6.0000 ,55.0000 ,1.0000 ,9.9000 ,0.4000 ,0.2765 ,3.6354 ,0.3578 ,3.3222 ,1.5606 ,90.6855 
6.0000 ,55.0000 ,1.0000 ,9.9000 ,0.6000 ,0.2707 ,3.3979 ,0.3578 ,3.0029 ,1.2183 ,104.9969 
6.0000 ,55.0000 ,1.0000 ,9.9000 ,0.8000 ,0.2650 ,3.1750 ,0.3578 ,2.7449 ,1.0334 ,113.1526 
6.0000 ,55.0000 ,1.0000 ,9.9000 ,1.0000 ,0.2592 ,2.9658 ,0.3578 ,2.5228 ,0.9146 ,117.5090 
6.0000 ,55.0000 ,1.2000 ,9.9000 ,0.4000 ,0.2256 ,3.3979 ,0.3578 ,3.0004 ,1.3681 ,93.4286 
6.0000 ,55.0000 ,1.2000 ,9.9000 ,0.6000 ,0.2208 ,3.1750 ,0.3578 ,2.7183 ,1.0661 ,108.6264 
6.0000 ,55.0000 ,1.2000 ,9.9000 ,0.8000 ,0.2160 ,2.9658 ,0.3578 ,2.4947 ,0.9065 ,117.2278 
6.0000 ,55.0000 ,1.2000 ,9.9000 ,1.0000 ,0.2112 ,2.7692 ,0.3578 ,2.2993 ,0.8049 ,121.6994 
6.0000 ,55.0000 ,0.4000 ,29.9000 ,0.4000 ,0.7344 ,4.4480 ,0.3578 ,4.2899 ,2.3004 ,79.4436 
6.0000 ,55.0000 ,0.4000 ,29.9000 ,0.6000 ,0.7200 ,4.1591 ,0.3578 ,3.8316 ,1.8360 ,88.9054 
6.0000 ,55.0000 ,0.4000 ,29.9000 ,0.8000 ,0.7056 ,3.8887 ,0.3578 ,3.4880 ,1.5623 ,95.1094 
6.0000 ,55.0000 ,0.4000 ,29.9000 ,1.0000 ,0.6912 ,3.6354 ,0.3578 ,3.1986 ,1.3947 ,97.6971 
6.0000 ,55.0000 ,0.6000 ,29.9000 ,0.4000 ,0.4800 ,4.1591 ,0.3578 ,3.8662 ,1.8244 ,90.2767 
6.0000 ,55.0000 ,0.6000 ,29.9000 ,0.6000 ,0.4704 ,3.8887 ,0.3578 ,3.4750 ,1.4662 ,100.9634 
6.0000 ,55.0000 ,0.6000 ,29.9000 ,0.8000 ,0.4608 ,3.6354 ,0.3578 ,3.1659 ,1.2658 ,106.5446 
6.0000 ,55.0000 ,0.6000 ,29.9000 ,1.0000 ,0.4512 ,3.3979 ,0.3578 ,2.9132 ,1.1349 ,109.3532 
6.0000 ,55.0000 ,0.8000 ,29.9000 ,0.4000 ,0.3528 ,3.8887 ,0.3578 ,3.4946 ,1.6026 ,92.8921 
6.0000 ,55.0000 ,0.8000 ,29.9000 ,0.6000 ,0.3456 ,3.6354 ,0.3578 ,3.1493 ,1.2377 ,108.3965 
6.0000 ,55.0000 ,0.8000 ,29.9000 ,0.8000 ,0.3384 ,3.3979 ,0.3578 ,2.8806 ,1.0567 ,116.1277 
6.0000 ,55.0000 ,0.8000 ,29.9000 ,1.0000 ,0.3312 ,3.1750 ,0.3578 ,2.6558 ,0.9347 ,121.0447 
6.0000 ,55.0000 ,1.0000 ,29.9000 ,0.4000 ,0.2765 ,3.6354 ,0.3578 ,3.1569 ,1.3413 ,100.2634 
6.0000 ,55.0000 ,1.0000 ,29.9000 ,0.6000 ,0.2707 ,3.3979 ,0.3578 ,2.8594 ,1.0873 ,112.0259 
6.0000 ,55.0000 ,1.0000 ,29.9000 ,0.8000 ,0.2650 ,3.1750 ,0.3578 ,2.6199 ,0.9346 ,119.4198 
6.0000 ,55.0000 ,1.0000 ,29.9000 ,1.0000 ,0.2592 ,2.9658 ,0.3578 ,2.4194 ,0.8224 ,125.3190 
6.0000 ,55.0000 ,1.2000 ,29.9000 ,0.4000 ,0.2256 ,3.3979 ,0.3578 ,2.8552 ,1.2124 ,100.3178 
6.0000 ,55.0000 ,1.2000 ,29.9000 ,0.6000 ,0.2208 ,3.1750 ,0.3578 ,2.5981 ,0.9633 ,114.8915 
6.0000 ,55.0000 ,1.2000 ,29.9000 ,0.8000 ,0.2160 ,2.9658 ,0.3578 ,2.3877 ,0.8286 ,122.7605 
6.0000 ,55.0000 ,1.2000 ,29.9000 ,1.0000 ,0.2112 ,2.7692 ,0.3578 ,2.2055 ,0.7288 ,128.9150 
6.0000 ,55.0000 ,0.4000 ,49.9000 ,0.4000 ,0.7344 ,4.4480 ,0.3578 ,4.0668 ,2.0819 ,83.2155 
6.0000 ,55.0000 ,0.4000 ,49.9000 ,0.6000 ,0.7200 ,4.1591 ,0.3578 ,3.6364 ,1.6624 ,93.1836 
6.0000 ,55.0000 ,0.4000 ,49.9000 ,0.8000 ,0.7056 ,3.8887 ,0.3578 ,3.3141 ,1.4301 ,98.7178 
6.0000 ,55.0000 ,0.4000 ,49.9000 ,1.0000 ,0.6912 ,3.6354 ,0.3578 ,3.0489 ,1.2923 ,100.5052 
6.0000 ,55.0000 ,0.6000 ,49.9000 ,0.4000 ,0.4800 ,4.1591 ,0.3578 ,3.6417 ,1.6861 ,92.0103 
6.0000 ,55.0000 ,0.6000 ,49.9000 ,0.6000 ,0.4704 ,3.8887 ,0.3578 ,3.2930 ,1.3578 ,103.3156 
6.0000 ,55.0000 ,0.6000 ,49.9000 ,0.8000 ,0.4608 ,3.6354 ,0.3578 ,3.0150 ,1.1540 ,111.2987 
6.0000 ,55.0000 ,0.6000 ,49.9000 ,1.0000 ,0.4512 ,3.3979 ,0.3578 ,2.7766 ,1.0211 ,115.8375 
6.0000 ,55.0000 ,0.8000 ,49.9000 ,0.4000 ,0.3528 ,3.8887 ,0.3578 ,3.3117 ,1.4392 ,98.0270 
6.0000 ,55.0000 ,0.8000 ,49.9000 ,0.6000 ,0.3456 ,3.6354 ,0.3578 ,2.9952 ,1.1451 ,111.4231 
6.0000 ,55.0000 ,0.8000 ,49.9000 ,0.8000 ,0.3384 ,3.3979 ,0.3578 ,2.7443 ,0.9818 ,119.0775 
6.0000 ,55.0000 ,0.8000 ,49.9000 ,1.0000 ,0.3312 ,3.1750 ,0.3578 ,2.5311 ,0.8772 ,122.9209 
6.0000 ,55.0000 ,1.0000 ,49.9000 ,0.4000 ,0.2765 ,3.6354 ,0.3578 ,2.9982 ,1.2510 ,102.1004 
6.0000 ,55.0000 ,1.0000 ,49.9000 ,0.6000 ,0.2707 ,3.3979 ,0.3578 ,2.7200 ,1.0325 ,112.2272 
6.0000 ,55.0000 ,1.0000 ,49.9000 ,0.8000 ,0.2650 ,3.1750 ,0.3578 ,2.4992 ,0.8753 ,121.6320 
6.0000 ,55.0000 ,1.0000 ,49.9000 ,1.0000 ,0.2592 ,2.9658 ,0.3578 ,2.3067 ,0.7835 ,125.4194 
6.0000 ,55.0000 ,1.2000 ,49.9000 ,0.4000 ,0.2256 ,3.3979 ,0.3578 ,2.7107 ,1.1143 ,103.6288 
6.0000 ,55.0000 ,1.2000 ,49.9000 ,0.6000 ,0.2208 ,3.1750 ,0.3578 ,2.4749 ,0.8930 ,118.0674 
6.0000 ,55.0000 ,1.2000 ,49.9000 ,0.8000 ,0.2160 ,2.9658 ,0.3578 ,2.2762 ,0.7727 ,125.4852 
6.0000 ,55.0000 ,1.2000 ,49.9000 ,1.0000 ,0.2112 ,2.7692 ,0.3578 ,2.1074 ,0.6773 ,132.5531 
6.0000 ,55.0000 ,0.4000 ,69.9000 ,0.4000 ,0.7344 ,4.4480 ,0.3578 ,3.8687 ,2.1365 ,77.1400 
6.0000 ,55.0000 ,0.4000 ,69.9000 ,0.6000 ,0.7200 ,4.1591 ,0.3578 ,3.4561 ,1.6030 ,91.8459 
6.0000 ,55.0000 ,0.4000 ,69.9000 ,0.8000 ,0.7056 ,3.8887 ,0.3578 ,3.1520 ,1.3648 ,98.3871 
6.0000 ,55.0000 ,0.4000 ,69.9000 ,1.0000 ,0.6912 ,3.6354 ,0.3578 ,2.8975 ,1.2103 ,101.9875 
6.0000 ,55.0000 ,0.6000 ,69.9000 ,0.4000 ,0.4800 ,4.1591 ,0.3578 ,3.4780 ,1.6878 ,87.7825 
6.0000 ,55.0000 ,0.6000 ,69.9000 ,0.6000 ,0.4704 ,3.8887 ,0.3578 ,3.1323 ,1.2476 ,106.9522 
6.0000 ,55.0000 ,0.6000 ,69.9000 ,0.8000 ,0.4608 ,3.6354 ,0.3578 ,2.8658 ,1.1051 ,110.4750 
6.0000 ,55.0000 ,0.6000 ,69.9000 ,1.0000 ,0.4512 ,3.3979 ,0.3578 ,2.6433 ,0.9822 ,114.6437 
6.0000 ,55.0000 ,0.8000 ,69.9000 ,0.4000 ,0.3528 ,3.8887 ,0.3578 ,3.1476 ,1.3974 ,95.9567 
6.0000 ,55.0000 ,0.8000 ,69.9000 ,0.6000 ,0.3456 ,3.6354 ,0.3578 ,2.8385 ,1.0774 ,112.2319 
6.0000 ,55.0000 ,0.8000 ,69.9000 ,0.8000 ,0.3384 ,3.3979 ,0.3578 ,2.6106 ,0.9442 ,117.7863 
6.0000 ,55.0000 ,0.8000 ,69.9000 ,1.0000 ,0.3312 ,3.1750 ,0.3578 ,2.4060 ,0.8488 ,120.7572 
6.0000 ,55.0000 ,1.0000 ,69.9000 ,0.4000 ,0.2765 ,3.6354 ,0.3578 ,2.8493 ,1.2130 ,100.0701 
6.0000 ,55.0000 ,1.0000 ,69.9000 ,0.6000 ,0.2707 ,3.3979 ,0.3578 ,2.5893 ,0.9501 ,116.1048 
6.0000 ,55.0000 ,1.0000 ,69.9000 ,0.8000 ,0.2650 ,3.1750 ,0.3578 ,2.3771 ,0.8295 ,122.0859 
6.0000 ,55.0000 ,1.0000 ,69.9000 ,1.0000 ,0.2592 ,2.9658 ,0.3578 ,2.2015 ,0.7315 ,128.2087 
6.0000 ,55.0000 ,1.2000 ,69.9000 ,0.4000 ,0.2256 ,3.3979 ,0.3578 ,2.5794 ,1.0960 ,100.2527 
6.0000 ,55.0000 ,1.2000 ,69.9000 ,0.6000 ,0.2208 ,3.1750 ,0.3578 ,2.3563 ,0.8661 ,115.9037 
6.0000 ,55.0000 ,1.2000 ,69.9000 ,0.8000 ,0.2160 ,2.9658 ,0.3578 ,2.1712 ,0.7290 ,126.8845 
6.0000 ,55.0000 ,1.2000 ,69.9000 ,1.0000 ,0.2112 ,2.7692 ,0.3578 ,2.0088 ,0.6624 ,129.1828 
6.0000 ,55.0000 ,0.4000 ,89.9000 ,0.4000 ,0.7344 ,4.4480 ,0.3578 ,3.6770 ,2.2024 ,71.1226 
6.0000 ,55.0000 ,0.4000 ,89.9000 ,0.6000 ,0.7200 ,4.1591 ,0.3578 ,3.2891 ,1.7129 ,81.7988 
6.0000 ,55.0000 ,0.4000 ,89.9000 ,0.8000 ,0.7056 ,3.8887 ,0.3578 ,2.9857 ,1.3176 ,96.5344 
