"a [mm]","d [mm]","my_theta [deg]","p [mm]","Freq [MHz]","im(Z(1,1))/(2*pi*Freq)*1e6 []","re(Z(1,1)) []","im(Z(1,1))/re(Z(1,1)) []"
40,0.6,29.9,0.6,6.78,1.47970107965404,0.666758824640756,94.539822063351
40,0.6,29.9,0.8,6.78,1.37128229324465,0.577103715012195,101.223782159533
40,0.6,29.9,1,6.78,1.2545221282389,0.5736640730925,93.1601622476869
40,0.6,29.9,1.2,6.78,1.16332721918135,0.546632451386878,90.6600682108453
40,0.6,29.9,1.4,6.78,1.07408603847329,0.518351802646627,88.2722141989722
40,0.6,29.9,1.6,6.78,0.994037080649062,0.494417050567175,85.6482922490635
40,0.8,29.9,0.4,6.78,1.44469159571265,1.02657702954561,59.9505492331972
40,0.8,29.9,0.6,6.78,1.3404726251744,0.53353583034455,107.029604640856
40,0.8,29.9,0.8,6.78,1.2224245923576,0.569224793941187,91.4845659690475
40,0.8,29.9,1,6.78,1.13576297707176,0.479874291170362,100.825361152051
40,0.8,29.9,1.2,6.78,1.05219345384691,0.440937686035212,101.654811433323
40,0.8,29.9,1.4,6.78,0.96220085277307,0.468514411265353,87.4887769979966
40,0.8,29.9,1.6,6.78,0.901410141389552,0.407551708485601,94.2213416432297
40,1,29.9,0.4,6.78,1.30328897929515,0.568333150890826,97.6893670843112
40,1,29.9,0.6,6.78,1.1909172680186,0.632196804334084,80.2488575738685
40,1,29.9,0.8,6.78,1.10300769394085,0.512266080893684,91.7260102210394
40,1,29.9,1,6.78,1.01963322288329,0.463409051395036,93.7322468685625
40,1,29.9,1.2,6.78,0.947805504318257,0.398399845707917,101.346703545265
40,1,29.9,1.4,6.78,0.874872675757076,0.411446277856833,90.5818689542823
40,1,29.9,1.6,6.78,0.823498367142488,0.344701422788521,101.772215436818
40,1.2,29.9,0.4,6.78,1.16333911612437,0.735418932843529,67.3877703244683
40,1.2,29.9,0.6,6.78,1.06995027580982,0.584691694839914,77.9554050132742
40,1.2,29.9,0.8,6.78,0.983696342062067,0.533675069593515,78.5224249755858
40,1.2,29.9,1,6.78,0.920231937954869,0.41612415722064,94.2071652122708
40,1.2,29.9,1.2,6.78,0.848544490252265,0.406747756031919,88.8707846060024
40,1.2,29.9,1.4,6.78,0.799185815570504,0.325367023381451,104.63664233261
40,1.2,29.9,1.6,6.78,0.738749081452396,0.305597526884283,102.980899480561
40,1.4,29.9,0.4,6.78,1.04992860096814,0.534125019379292,83.738737150508
40,1.4,29.9,0.6,6.78,0.967935781025602,0.471094747169271,87.5281692655743
40,1.4,29.9,0.8,6.78,0.892932821130474,0.420533331333797,90.4540309075738
40,1.4,29.9,1,6.78,0.827204968294445,0.372365000680758,94.6354479949847
40,1.4,29.9,1.2,6.78,0.779038594556584,0.306810685110831,108.167814618609
40,1.4,29.9,1.4,6.78,0.721302508300791,0.290984423486443,105.598381783696
40,1.4,29.9,1.6,6.78,0.667224352007218,0.275971900678529,102.995105342452
40,1.6,29.9,0.4,6.78,0.934826768611307,0.573845474399967,69.3978060956442
40,1.6,29.9,0.6,6.78,0.868529068845998,0.43542871498711,84.9721984738309
40,1.6,29.9,0.8,6.78,0.804879286339349,0.377317602412583,90.8726612999514
40,1.6,29.9,1,6.78,0.754269263630002,0.309140722679313,103.939292189386
40,1.6,29.9,1.2,6.78,0.697980884623323,0.290479954523229,102.361566425245
40,1.6,29.9,1.4,6.78,0.645010733732556,0.274525619493683,100.090676325484
40,1.6,29.9,1.6,6.78,0.598932684993318,0.25564590882269,99.8041796627344
40,1.2,30,0.8,6.78,0.99731630527272,0.430330457491501,98.7280129895112
40,0.4,49.9,0.4,6.78,1.72628650270928,0.839099990852538,87.6412818169177
40,0.4,49.9,0.6,6.78,1.52362766536519,0.996069285849283,65.1626688576821
40,0.4,49.9,0.8,6.78,1.39558931075037,0.857485217148291,69.3330898314343
40,0.4,49.9,1,6.78,1.34732324950924,0.640626178020282,89.5935375803109
40,0.4,49.9,1.2,6.78,1.22732295959448,0.672026645472923,77.8004175746758
40,0.4,49.9,1.4,6.78,1.13975822172567,0.608401452028415,79.8053587162922
40,0.4,49.9,1.6,6.78,1.06125709518659,0.586774718479102,77.0475396984061
40,0.6,49.9,0.4,6.78,1.53616148022911,0.879623213383951,74.3960283281021
40,0.6,49.9,0.6,6.78,1.40959253063874,0.691933313561377,86.7838497285089
40,0.6,49.9,0.8,6.78,1.31320526936562,0.542392070234904,103.140408561763
40,0.6,49.9,1,6.78,1.19628847015752,0.59963061981228,84.9887961313642
40,0.6,49.9,1.2,6.78,1.11110170620551,0.519989742270169,91.0266584461758
40,0.6,49.9,1.4,6.78,1.0285625107103,0.501323953975405,87.4020857933433
40,0.6,49.9,1.6,6.78,0.952938812403462,0.452606519815812,89.6920132255733
40,0.8,49.9,0.4,6.78,1.36432048848208,0.922650145253068,62.9925093202125
40,0.8,49.9,0.6,6.78,1.28149937916719,0.511879910774665,106.649758601208
40,0.8,49.9,0.8,6.78,1.17389512663054,0.52556332270419,95.151099758631
40,0.8,49.9,1,6.78,1.07570736721678,0.547807991086233,83.6518099368886
40,0.8,49.9,1.2,6.78,1.00213982636266,0.455813613038977,93.6592321000643
40,0.8,49.9,1.4,6.78,0.931286393024249,0.400184776595761,99.1361973125345
40,0.8,49.9,1.6,6.78,0.864978663060443,0.382249890544895,96.3979031228537
40,1,49.9,0.4,6.78,1.25031764752265,0.531620589666454,100.190865999154
40,1,49.9,0.6,6.78,1.139820837053,0.521826533435865,93.0507753518175
40,1,49.9,0.8,6.78,1.0580762435745,0.469041620692809,96.0981758554667
40,1,49.9,1,6.78,0.980119323592404,0.4098785309996,101.86695931061
40,1,49.9,1.2,6.78,0.849566436377246,0.715401046109329,50.5891448067356
40,1,49.9,1.4,6.78,0.843563567891649,0.368229143624407,97.5908766672669
40,1,49.9,1.6,6.78,0.791143559063823,0.322437070750131,104.524931565375
40,1.2,49.9,0.4,6.78,1.11474880828099,0.607304853425098,78.1951517965622
40,1.2,49.9,0.6,6.78,1.01878454258663,0.575383741333385,75.4283006473964
40,1.2,49.9,0.8,6.78,0.944898432726467,0.488539467925436,82.3938953941154
40,1.2,49.9,1,6.78,0.883222420952949,0.386604040579192,97.3225005132564
40,1.2,49.9,1.2,6.78,0.816109002829014,0.356881925217886,97.4166471085944
40,1.2,49.9,1.4,6.78,0.76720158545766,0.306998246933493,106.459190212774
40,1.2,49.9,1.6,6.78,0.71417455749498,0.286552477035376,106.171944073373
40,1.4,49.9,0.4,6.78,1.00197005268364,0.558930400697144,76.3671479787741
40,1.4,49.9,0.6,6.78,0.926145880121911,0.460310177969076,85.7113594948052
40,1.4,49.9,0.8,6.78,0.859744137404797,0.390754348776728,93.72921186451
40,1.4,49.9,1,6.78,0.79950470325649,0.344454146763207,98.8778848700399
40,1.4,49.9,1.2,6.78,0.743774337298488,0.299805127005062,105.684597174714
40,1.4,49.9,1.4,6.78,0.69369907601896,0.275589353821501,107.230477953132
40,1.4,49.9,1.6,6.78,0.639858689558037,0.260607723801054,104.593898688151
40,1.6,49.9,0.4,6.78,0.856404414540589,0.952243425264995,38.3124986674343
40,1.6,49.9,0.6,6.78,0.833197926621905,0.434553303433624,81.6798040187242
40,1.6,49.9,0.8,6.78,0.769838947053992,0.366948707594472,89.3725354007444
40,1.6,49.9,1,6.78,0.72584070658659,0.293107513348537,105.493070176678
40,1.6,49.9,1.2,6.78,0.667111857268937,0.281555015760003,100.935735880203
40,1.6,49.9,1.4,6.78,0.622263128590537,0.258761826720809,102.443267474811
40,1.6,49.9,1.6,6.78,0.573287291420969,0.255775739625649,95.4822242973949
40,0.4,69.9,0.6,6.78,1.48661206965501,0.896042735857272,70.6770628849067
40,0.4,69.9,0.8,6.78,1.37206989792956,0.75057374838543,77.8739901499528
40,0.4,69.9,1,6.78,1.28151756625592,0.628556256351315,86.8540295879686
40,0.4,69.9,1.2,6.78,1.16826788891659,0.651544646825375,76.3849539465005
40,0.4,69.9,1.4,6.78,1.08189562966467,0.63064837682672,73.0815325999215
40,0.4,69.9,1.6,6.78,1.01164539553517,0.599564093439184,71.8790378909211
40,0.6,69.9,0.4,6.78,1.45662976013476,1.01550231684161,61.1051510996401
40,0.6,69.9,0.6,6.78,1.33250521706732,0.767806127836362,73.9310554695972
40,0.6,69.9,0.8,6.78,1.2520766520657,0.527079258030339,101.19628127306
40,0.6,69.9,1,6.78,1.142335624617,0.566212863711377,85.9455808854489
40,0.6,69.9,1.2,6.78,1.05543807631205,0.540319107821779,83.2131560445647
40,0.6,69.9,1.4,6.78,0.977823478080135,0.519836325245157,80.1315233395168
40,0.6,69.9,1.6,6.78,0.901892277578727,0.488690780085005,78.6194651671873
40,0.8,69.9,0.4,6.78,1.30711516205589,0.83223216350985,66.9081340722117
40,0.8,69.9,0.6,6.78,1.2234648584966,0.486234221361159,107.19031334402
40,0.8,69.9,0.8,6.78,1.10610275776756,0.609073125127893,77.3634093112772
40,0.8,69.9,1,6.78,1.02632374259364,0.524725732716633,83.3223625142011
40,0.8,69.9,1.2,6.78,0.955237737511109,0.46370730282011,87.7560562775023
40,0.8,69.9,1.4,6.78,0.887116850597127,0.415653491161072,90.9199018655789
40,0.8,69.9,1.6,6.78,0.826044367371745,0.404407693939524,87.0148802540584
40,1,69.9,0.4,6.78,1.19370837210826,0.509158040592805,99.8746327850931
40,1,69.9,0.6,6.78,1.07372025255995,0.666341282457245,68.6442219314188
40,1,69.9,0.8,6.78,0.999093316883865,0.525308053285084,81.0217384238578
40,1,69.9,1,6.78,0.876417645376041,0.57637521535335,64.7761866371118
40,1,69.9,1.2,6.78,0.859571824837403,0.410091999965562,89.2915653848405
40,1,69.9,1.4,6.78,0.804448053852401,0.380143505121225,90.1488088642631
40,1,69.9,1.6,6.78,0.757434628299079,0.314642439700907,102.550413912146
40,1.2,69.9,0.4,6.78,1.0579247797719,0.726460759568101,62.0372004927312
40,1.2,69.9,0.6,6.78,0.985406322323272,0.460735499117301,91.1115072462682
40,1.2,69.9,0.8,6.78,0.904217323520259,0.473903514099819,81.2816397537918
40,1.2,69.9,1,6.78,0.834903693506644,0.423186559875102,84.0454251046259
40,1.2,69.9,1.2,6.78,0.777509156872878,0.366707759863197,90.3222971955644
40,1.2,69.9,1.4,6.78,0.737095954487646,0.291197611020455,107.831533661361
40,1.2,69.9,1.6,6.78,0.680135499127425,0.288680408433342,100.36624916737
40,1.4,69.9,0.4,6.78,0.943856511683332,0.640646124242755,62.7620810646484
40,1.4,69.9,0.6,6.78,0.837235026056664,0.680408389869924,52.418826123357
40,1.4,69.9,0.8,6.78,0.821029284110562,0.393625252181054,88.8556929195555
40,1.4,69.9,1,6.78,0.76564982006337,0.352157064944245,92.6196939148768
40,1.4,69.9,1.2,6.78,0.712705003428032,0.293926455394361,103.295331232484
40,1.4,69.9,1.4,6.78,0.660027882044412,0.277283417369897,101.402332870306
40,1.4,69.9,1.6,6.78,0.613198107303152,0.259590720084618,100.628547678684
40,1.6,69.9,0.4,6.78,0.855783675633667,0.54030199319981,67.4740829113817
40,1.6,69.9,0.6,6.78,0.792184445868079,0.463946375751562,72.7391273910173
40,1.6,69.9,0.8,6.78,0.734037684401847,0.392202296683997,79.7292697280211
40,1.6,69.9,1,6.78,0.689795768142951,0.291499741482909,100.807284007142
40,1.6,69.9,1.2,6.78,0.641248736215966,0.2701428597394,101.121287712542
40,1.6,69.9,1.4,6.78,0.594681786937888,0.256333727877998,98.8299205965424
40,1.6,69.9,1.6,6.78,0.551717932132297,0.241178294387565,97.4514807511056
40,0.4,89.9,0.4,6.78,1.56425338760818,0.770808352159203,86.4510464462851
40,0.4,89.9,0.6,6.78,1.42190469302612,0.777450671257474,77.9125120330167
40,0.4,89.9,0.8,6.78,1.2958097205035,0.740021203896757,74.5944698819586
40,0.4,89.9,1,6.78,1.2234237114421,0.589332115046759,88.4354413262891
40,0.4,89.9,1.2,6.78,1.11493427764016,0.618957767511844,76.7357624177246
40,0.4,89.9,1.4,6.78,1.02157034997831,0.586477955088782,74.2038005625271
40,0.4,89.9,1.6,6.78,0.961734249656301,0.560615599776026,73.0801561227044
40,0.6,89.9,0.4,6.78,1.38588913134518,0.894608097443933,65.9941175927003
40,0.6,89.9,0.6,6.78,1.27922302875617,0.630945680134837,86.3701870278356
40,0.6,89.9,0.8,6.78,1.19262904337985,0.54568258957674,93.1053947923564
40,0.6,89.9,1,6.78,1.06329493012633,0.638211525050314,70.973898776789
40,0.6,89.9,1.2,6.78,1.00919650569489,0.508081039542252,84.6159650648371
40,0.6,89.9,1.4,6.78,0.936403379309698,0.569032439814918,70.1028232841963
40,0.6,89.9,1.6,6.78,0.883469177547225,0.414019238422897,90.9034660106208
40,0.8,89.9,0.4,6.78,1.25340297038053,0.692892149298446,77.0610001257922
40,0.8,89.9,0.6,6.78,1.16166335534099,0.490875638566762,100.81342573835
40,0.8,89.9,0.8,6.78,1.05870560920279,0.568621297280295,79.3161553006827
40,0.8,89.9,1,6.78,0.986902775921051,0.461844965868022,91.0306656807976
40,0.8,89.9,1.4,6.78,0.844647231467969,0.476516362202586,75.510458526242
40,0.8,89.9,1.6,6.78,0.786352501129221,0.444185881473289,75.4157552070433
40,1,89.9,0.4,6.78,1.14290627706665,0.463735197587548,104.990528047178
40,1,89.9,0.6,6.78,1.02662075781599,0.55926930500988,78.1985354418303
40,1,89.9,0.8,6.78,0.9608532289179,0.454671729633854,90.0261472362693
40,1,89.9,1,6.78,0.88619360475697,0.460995683046581,81.8919693727032
40,1,89.9,1.2,6.78,0.830280737410254,0.367399594501189,96.2710817857728
40,1,89.9,1.4,6.78,0.750363383182023,0.370073806534194,86.3759521610304
40,1,89.9,1.6,6.78,0.724396168513613,0.301179551732611,102.461385511665
40,1.2,89.9,0.4,6.78,0.980568498790433,0.860981057484317,48.5169959760711
40,1.2,89.9,0.6,6.78,0.946180135686968,0.426598015516291,94.4853677034673
40,1.2,89.9,0.8,6.78,0.860962942750197,0.455920759836234,80.4460368506847
40,1.2,89.9,1,6.78,0.806779418849007,0.366941896708092,93.6627859421769
40,1.2,89.9,1.2,6.78,0.748770467430717,0.326922772216348,97.5692790922971
40,1.2,89.9,1.4,6.78,0.703834828926319,0.28868899674713,103.860422475772
40,1.2,89.9,1.6,6.78,0.651382874564722,0.279392668379221,99.3186695311977
40,1.4,89.9,0.4,6.78,0.90854665483776,0.618839644242342,62.5429940852749
40,1.4,89.9,0.6,6.78,0.84345169672091,0.469627765824016,76.5096143032108
40,1.4,89.9,0.8,6.78,0.778265355031381,0.423324099330671,78.3184830760189
40,1.4,89.9,1,6.78,0.729525637573197,0.328277511354008,94.66926136215
40,1.4,89.9,1.2,6.78,0.681773385828051,0.285640129504589,101.678793594071
40,1.4,89.9,1.4,6.78,0.631385678764936,0.269067797755083,99.9637558112528
40,1.4,89.9,1.6,6.78,0.585479174298333,0.254155873497133,98.1343077539515
40,1.6,89.9,0.4,6.78,0.812219776366825,0.617094495250753,56.0701153574643
40,1.6,89.9,0.6,6.78,0.751969469599645,0.524650903309307,61.0575460420839
40,1.6,89.9,0.8,6.78,0.700141099958117,0.386384480095131,77.1925630093535
40,1.6,89.9,1,6.78,0.665966947050443,0.275897528470861,102.8287193893
40,1.6,89.9,1.2,6.78,0.610552614931607,0.269674321822055,96.4479636466211
40,1.6,89.9,1.4,6.78,0.568022106900461,0.247001569585745,97.9659349526542
40,1.6,89.9,1.6,6.78,0.528037974544114,0.238131291737224,94.4622424100316
45,0.4,9.9,0.4,6.78,2.28702561013725,1.18818157127035,81.9969650049135
45,0.4,9.9,0.6,6.78,2.09157197261824,1.02752466995802,86.7141793016873
45,0.4,9.9,0.8,6.78,1.9283581350884,0.949518400223748,86.5154899156405
45,0.4,9.9,1,6.78,1.7927177830635,0.865122720850742,88.2762286009166
45,0.4,9.9,1.2,6.78,1.66671717887549,0.826128690957573,85.9456239302661
45,0.4,9.9,1.4,6.78,1.55674815407719,0.777294423065161,85.3183346805887
45,0.4,9.9,1.6,6.78,1.45260438219661,0.745124981130918,83.047734264817
45,0.6,9.9,0.4,6.78,2.06099420504312,0.950310479798888,92.3891165528733
45,0.6,9.9,0.6,6.78,1.89292490708504,0.813378794374081,99.1402711163091
45,0.6,9.9,0.8,6.78,1.75462598065642,0.742091418294832,100.724868373587
45,0.6,9.9,1,6.78,1.62995199784556,0.683786088037736,101.546302896305
45,0.6,9.9,1.2,6.78,1.52199071269593,0.62936174564398,103.01992344478
45,0.6,9.9,1.4,6.78,1.41458527533664,0.624538284350978,96.4894052491171
45,0.6,9.9,1.6,6.78,1.33032806035494,0.56449562681517,100.393993977655
45,0.8,9.9,0.4,6.78,1.86663467686205,0.785487588551959,101.234738321831
45,0.8,9.9,0.6,6.78,1.72167481945574,0.687782192339376,106.637452812636
45,0.8,9.9,0.8,6.78,1.59338297600812,0.649642200610545,104.485375103977
45,0.8,9.9,1,6.78,1.48655378667874,0.571999940842966,110.711874973001
45,0.8,9.9,1.2,6.78,1.38680870195361,0.530317377282802,111.401300838734
45,0.8,9.9,1.4,6.78,1.29197062237102,0.52081234785154,105.677110127235
45,0.8,9.9,1.6,6.78,1.20880365390054,0.490703382454449,104.941260086608
45,1,9.9,0.4,6.78,1.6876243103703,0.991290679998258,72.5244279682122
45,1,9.9,0.6,6.78,1.56612972905298,0.602809903662993,110.676882358853
45,1,9.9,0.8,6.78,1.45125897065045,0.560368996515392,110.326637063225
45,1,9.9,1,6.78,1.35135326253305,0.520300083980202,110.643157416476
45,1,9.9,1.2,6.78,1.26256955056859,0.4793704304285,112.200200248111
45,1,9.9,1.4,6.78,1.17920901092403,0.450268065325782,111.565317348097
45,1,9.9,1.6,6.78,1.10265130068659,0.42938260178339,109.396471178634
45,1.2,9.9,0.4,6.78,1.53702289947434,0.628135302941918,104.240550803358
45,1.2,9.9,0.6,6.78,1.42372574954582,0.537090531918749,112.924559596876
45,1.2,9.9,0.8,6.78,1.32385330969978,0.494439332541719,114.060800775084
45,1.2,9.9,1,6.78,1.23674535903402,0.438092836523546,120.260692320886
45,1.2,9.9,1.2,6.78,1.15360365186873,0.413219079846916,118.928466262636
45,1.2,9.9,1.4,6.78,1.07677675493691,0.393390444750757,116.603457143771
45,1.2,9.9,1.6,6.78,1.0055091309597,0.375579055272018,114.049718003069
45,1.4,9.9,0.4,6.78,1.39485875038447,0.559106281966904,106.278501310493
45,1.4,9.9,0.6,6.78,1.29493695756513,0.503065347994325,109.65634967307
45,1.4,9.9,0.8,6.78,1.2080017952582,0.436610185242553,117.864570840643
45,1.4,9.9,1,6.78,1.12564715883526,0.405742379654411,118.184757863837
45,1.4,9.9,1.2,6.78,1.04821805666647,0.385811527440766,115.740671924596
45,1.4,9.9,1.4,6.78,0.980622049661895,0.355709825137049,117.439814186397
45,1.4,9.9,1.6,6.78,0.912571417811875,0.34868172224326,111.492907765894
45,1.6,9.9,0.4,6.78,1.26511480403416,0.54446109564239,98.9857429793761
45,1.6,9.9,0.6,6.78,1.17726844747209,0.462914301018921,108.338911745355
45,1.6,9.9,0.8,6.78,1.09550850376333,0.424342812318654,109.978670411566
45,1.6,9.9,1,6.78,1.0197455874047,0.380490967659181,114.171326068386
45,1.6,9.9,1.2,6.78,0.955242984641804,0.351246300850139,115.85416726618
45,1.6,9.9,1.4,6.78,0.891213814194821,0.331257185473571,114.610963703671
45,1.6,9.9,1.6,6.78,0.83147642794022,0.18075646986844,195.959197744432
45,0.4,29.9,0.4,6.78,2.18269462218702,1.05490563715274,88.1432231802495
45,0.4,29.9,0.6,6.78,2.00292428854343,0.928405581963343,91.9044102107693
45,0.4,29.9,0.8,6.78,1.84978004350422,0.85680289753301,91.9705376684875
45,0.4,29.9,1,6.78,1.71674657222581,0.80196676489615,91.1925543152201
45,0.4,29.9,1.2,6.78,1.60208803664951,0.751282014398636,90.843309513579
45,0.4,29.9,1.4,6.78,1.49690197967145,0.708859649062804,89.9585961812545
45,0.4,29.9,1.6,6.78,1.39803151763769,0.683955492978117,87.0760425286038
45,0.6,29.9,0.4,6.78,1.97180144062315,0.855982060346466,98.131419020517
45,0.6,29.9,0.6,6.78,1.81203226000483,0.759381229396955,101.651930194274
45,0.6,29.9,0.8,6.78,1.68346750813615,0.674748931316682,106.285029035928
45,0.6,29.9,1,6.78,1.56569084096162,0.628225201195443,106.169609296852
45,0.6,29.9,1.2,6.78,1.46254758014297,0.580436442155402,107.340816493571
45,0.6,29.9,1.4,6.78,1.36488009541066,0.554795147304743,104.802443586164
45,0.6,29.9,1.6,6.78,1.27825413385405,0.526680977980126,103.3901427144
45,0.8,29.9,0.4,6.78,1.78644401679195,0.722999358016807,105.259441532483
45,0.8,29.9,0.6,6.78,1.6495745902124,0.627531844877677,111.981363415435
45,0.8,29.9,0.8,6.78,1.53409100574373,0.565122009299024,115.642764252703
45,0.8,29.9,1,6.78,1.42891212317808,0.524984403857048,115.949446938476
45,0.8,29.9,1.2,6.78,1.33179663351241,0.501968405787911,113.024108919839
45,0.8,29.9,1.4,6.78,1.24834962591969,0.456553985367764,116.480616209403
45,0.8,29.9,1.6,6.78,1.16071775053571,0.461508758163604,107.141134592731
45,1,29.9,0.4,6.78,1.62267300245626,0.637847877074249,108.373589564928
45,1,29.9,0.6,6.78,1.50142257609061,0.568771286054542,112.453982608744
45,1,29.9,0.8,6.78,1.39607693483251,0.513936744986848,115.720218400275
45,1,29.9,1,6.78,1.30140482202628,0.46849361809494,118.336384039033
45,1,29.9,1.2,6.78,1.21628634981352,0.436165298276198,118.793939607606
45,1,29.9,1.4,6.78,1.13270452304369,0.419453248116722,115.038347660801
45,1,29.9,1.6,6.78,1.06271056796158,0.391135088299915,115.743812573223
45,1.2,29.9,0.4,6.78,1.47432634787496,0.579881167522461,108.308909831818
45,1.2,29.9,0.6,6.78,1.36679484168163,0.504039795823547,115.517575782614
45,1.2,29.9,0.8,6.78,1.27493016636001,0.448807120447414,121.014168449377
45,1.2,29.9,1,6.78,1.18975098222162,0.412476921646321,122.875692866973
45,1.2,29.9,1.2,6.78,1.10992307706486,0.389246872031532,121.472316068306
45,1.2,29.9,1.4,6.78,1.03719396338342,0.368814303641149,119.801370641144
45,1.2,29.9,1.6,6.78,0.970512994222705,0.343648671700528,120.308482027999
45,1.4,29.9,0.4,6.78,1.34005032147742,0.553681535101758,103.102840222137
45,1.4,29.9,0.6,6.78,1.24628958016929,0.469022586233481,113.196961437058
45,1.4,29.9,0.8,6.78,1.16124180723062,0.417211390086,118.57034099007
45,1.4,29.9,1,6.78,1.08295471589644,0.378252740411256,121.965717762237
45,1.4,29.9,1.2,6.78,1.00799959317244,0.365111440191979,117.610061739802
45,1.4,29.9,1.4,6.78,0.941249254335092,0.348773840049951,114.966233775246
45,1.4,29.9,1.6,6.78,0.882446954689312,0.319166729641818,117.782442799903
45,1.6,29.9,0.4,6.78,1.21537618123972,0.519620953165489,99.6399791213097
