N,a [mm],d [mm],my_theta [deg],p [mm],Freq [MHz],L [uH],R [¦¸],Q
3,40,1,49.9,1,6.78,0.507698031,0.224837245,96.19373484
3,40,1,49.9,1.2,6.78,0.487524975,0.206921173,100.3694396
3,40,1.2,49.9,0.4,6.78,0.54045066,0.226478008,101.6575355
3,40,1.2,49.9,0.6,6.78,0.509516135,0.230722819,94.07559078
3,40,1.2,49.9,0.8,6.78,0.496833125,0.205206179,103.1406044
3,40,1.2,49.9,1,6.78,0.479747967,0.197121147,103.6786866
3,40,1.2,49.9,1.2,6.78,0.461879729,0.183112186,107.4536613
3,40,1.4,49.9,0.4,6.78,0.501836594,0.233390864,91.59843167
3,40,1.4,49.9,0.6,6.78,0.481438985,0.217937099,94.10650631
3,40,1.4,49.9,0.8,6.78,0.467818885,0.19292849,103.2977702
3,40,1.4,49.9,1,6.78,0.441807087,0.192429454,97.80717009
3,40,1.4,49.9,1.2,6.78,0.439476634,0.157180701,119.1094254
3,40,1.6,49.9,0.4,6.78,0.429129112,0.367866383,49.69439843
3,40,1.6,49.9,0.6,6.78,0.457334528,0.180646084,107.8487217
3,40,1.6,49.9,0.8,6.78,0.431602652,0.178942336,102.7497005
3,40,1.6,49.9,1,6.78,0.425616736,0.153670035,117.9883337
3,40,1.6,49.9,1.2,6.78,0.411188741,0.15248784,114.8723659
3,40,1.8,49.9,0.4,6.78,0.443234222,0.202568806,93.21166805
3,40,1.8,49.9,0.6,6.78,0.424556207,0.171966052,105.1724612
3,40,1.8,49.9,0.8,6.78,0.416927409,0.147575895,120.3523527
3,40,1.8,49.9,1,6.78,0.402599654,0.143473203,119.5397013
3,40,1.8,49.9,1.2,6.78,0.386649544,0.137896292,119.4467885
3,40,0.8,69.9,0.4,6.78,0.588309534,0.292684078,85.62810878
3,40,0.8,69.9,0.6,6.78,0.571076014,0.24390581,99.74274985
3,40,0.8,69.9,0.8,6.78,0.545395156,0.23429552,99.16464313
3,40,0.8,69.9,1,6.78,0.521162151,0.230691344,96.23900652
3,40,0.8,69.9,1.2,6.78,0.504397613,0.218017659,98.55777992
3,40,1,69.9,0.4,6.78,0.558511173,0.221327344,107.4994779
3,40,1,69.9,0.6,6.78,0.527599046,0.229009504,98.14316438
3,40,1,69.9,0.8,6.78,0.507051782,0.220165486,98.10985558
3,40,1,69.9,1,6.78,0.486412949,0.224483181,92.30620232
3,40,1,69.9,1.2,6.78,0.472153875,0.227342695,88.47327777
3,40,1.2,69.9,0.4,6.78,0.515841778,0.233247362,94.21267507
3,40,1.2,69.9,0.6,6.78,0.491791799,0.220719379,94.91839354
3,40,1.2,69.9,0.8,6.78,0.477218584,0.195266727,104.1114901
3,40,1.2,69.9,1,6.78,0.457195738,0.189950108,102.535013
3,40,1.2,69.9,1.2,6.78,0.441594658,0.188250097,99.93052425
3,40,1.4,69.9,0.4,6.78,0.480337724,0.205526661,99.56073432
3,40,1.4,69.9,0.6,6.78,0.465334022,0.190811614,103.8889997
3,40,1.4,69.9,0.8,6.78,0.448686111,0.178913557,106.8338649
3,40,1.4,69.9,1,6.78,0.429015202,0.191260443,95.55580747
3,40,1.4,69.9,1.2,6.78,0.417392102,0.158481096,112.195729
3,40,1.6,69.9,0.4,6.78,0.452091797,0.201048014,95.79357965
3,40,1.6,69.9,0.6,6.78,0.437338442,0.180057705,103.4702516
3,40,1.6,69.9,0.8,6.78,0.416132226,0.190799774,92.91012758
3,40,1.6,69.9,1,6.78,0.408596871,0.149260379,116.6165152
3,40,1.6,69.9,1.2,6.78,0.393252453,0.145743753,114.945257
3,40,1.8,69.9,0.4,6.78,0.423544918,0.197394374,91.40590792
3,40,1.8,69.9,0.6,6.78,0.408771509,0.15869482,109.7305181
3,40,1.8,69.9,0.8,6.78,0.398479983,0.143833553,118.0200686
3,40,1.8,69.9,1,6.78,0.380111368,0.139095125,116.4148841
3,40,1.8,69.9,1.2,6.78,0.372010524,0.131153825,120.8325187
3,40,0.8,89.9,0.4,6.78,0.563909537,0.273007222,87.99233981
3,40,0.8,89.9,0.6,6.78,0.546005681,0.233977834,99.41044275
3,40,0.8,89.9,0.8,6.78,0.520209526,0.232620039,95.26661612
3,40,0.8,89.9,1,6.78,0.496376196,0.221019941,95.67292488
3,40,0.8,89.9,1.2,6.78,0.473733793,0.243235789,82.96911393
3,40,1,89.9,0.4,6.78,0.531656409,0.215408474,105.1423868
3,40,1,89.9,0.6,6.78,0.507609276,0.221783944,97.50098642
3,40,1,89.9,0.8,6.78,0.485194873,0.208138989,99.30527638
3,40,1,89.9,1,6.78,0.462868348,0.204603266,96.37280142
3,40,1,89.9,1.2,6.78,0.44401458,0.196960425,96.03461993
3,40,1.2,89.9,0.4,6.78,0.494384672,0.214549216,98.16295583
3,40,1.2,89.9,0.6,6.78,0.473760317,0.196415029,102.7527674
3,40,1.2,89.9,0.8,6.78,0.456170828,0.184803513,105.1542544
3,40,1.2,89.9,1,6.78,0.437288002,0.18926323,98.42623556
3,40,1.2,89.9,1.2,6.78,0.421351095,0.167129617,107.3990083
3,40,1.4,89.9,0.4,6.78,0.459362629,0.207264018,94.41506788
3,40,1.4,89.9,0.6,6.78,0.445949772,0.175589377,108.1925285
3,40,1.4,89.9,0.8,6.78,0.42619308,0.174840287,103.8423348
3,40,1.4,89.9,1,6.78,0.407312978,0.166906126,103.9598231
3,40,1.4,89.9,1.2,6.78,0.40059482,0.153667541,111.053628
3,40,1.6,89.9,0.4,6.78,0.42784841,0.211340109,86.24174917
3,40,1.6,89.9,0.6,6.78,0.414897309,0.182742948,96.71850043
3,40,1.6,89.9,0.8,6.78,0.399721329,0.176856007,96.28243595
3,40,1.6,89.9,1,6.78,0.390722098,0.140279866,118.6539479
3,40,1.6,89.9,1.2,6.78,0.374665416,0.140081991,113.9385961
3,40,1.8,89.9,0.4,6.78,0.406038249,0.17533098,98.65471523
3,40,1.8,89.9,0.6,6.78,0.387874105,0.175010226,94.41411428
3,40,1.8,89.9,0.8,6.78,0.381643255,0.142632412,113.9853213
3,40,1.8,89.9,1,6.78,0.367227944,0.133915798,116.8189966
3,40,1.8,89.9,1.2,6.78,0.349828246,0.129464582,115.1101081
3,45,0.8,9.9,0.4,6.78,0.812160544,0.348385956,99.30950339
3,45,0.8,9.9,0.6,6.78,0.778280904,0.326877833,101.4286084
3,45,0.8,9.9,0.8,6.78,0.748337971,0.316636813,100.6806333
3,45,0.8,9.9,1,6.78,0.72123191,0.302132254,101.6921445
3,45,0.8,9.9,1.2,6.78,0.692936722,0.30297988,97.42924811
3,45,1,9.9,0.4,6.78,0.76119422,0.30324177,106.9340514
3,45,1,9.9,0.6,6.78,0.731310051,0.286097274,108.8923537
3,45,1,9.9,0.8,6.78,0.702983189,0.277456903,107.9341727
3,45,1,9.9,1,6.78,0.678760888,0.263318429,109.8108151
3,45,1,9.9,1.2,6.78,0.653832775,0.260608257,106.8779405
3,45,1.2,9.9,0.4,6.78,0.71647169,0.262977439,116.0620149
3,45,1.2,9.9,0.6,6.78,0.688010186,0.253472612,115.6307627
3,45,1.2,9.9,0.8,6.78,0.66320494,0.240662072,117.395017
3,45,1.2,9.9,1,6.78,0.639577651,0.233863817,116.5037242
3,45,1.2,9.9,1.2,6.78,0.61685858,0.227103152,115.7102975
3,45,1.4,9.9,0.4,6.78,0.672794304,0.244857175,117.0520525
3,45,1.4,9.9,0.6,6.78,0.64748681,0.242048144,113.9564029
3,45,1.4,9.9,0.8,6.78,0.626394554,0.215327633,123.9246696
3,45,1.4,9.9,1,6.78,0.603340086,0.210859577,121.8929005
3,45,1.4,9.9,1.2,6.78,0.582318796,0.207132762,119.7626991
3,45,1.6,9.9,0.4,6.78,0.632593866,0.232349292,115.9826923
3,45,1.6,9.9,0.6,6.78,0.610430494,0.213042809,122.0615562
3,45,1.6,9.9,0.8,6.78,0.590366136,0.199419462,126.1140462
3,45,1.6,9.9,1,6.78,0.569318497,0.193768685,125.1645277
3,45,1.6,9.9,1.2,6.78,0.551310877,0.182176188,128.9182829
3,45,1.8,9.9,0.4,6.78,0.597023048,0.211274518,120.3797787
3,45,1.8,9.9,0.6,6.78,0.574196019,0.206278302,118.5812957
3,45,1.8,9.9,0.8,6.78,0.558874555,0.180838944,131.6533566
3,45,1.8,9.9,1,6.78,0.538546562,0.180047493,127.4223883
3,45,1.8,9.9,1.2,6.78,0.522146849,0.168075232,132.342247
3,45,0.8,29.9,0.4,6.78,0.780399689,0.314932123,105.5625054
3,45,0.8,29.9,0.6,6.78,0.749359168,0.294643805,108.3433535
3,45,0.8,29.9,0.8,6.78,0.718842502,0.294648751,103.929468
3,45,0.8,29.9,1,6.78,0.692013408,0.281053025,104.8904159
3,45,0.8,29.9,1.2,6.78,0.66891488,0.272525463,104.561868
3,45,1,29.9,0.4,6.78,0.731075676,0.279950654,111.2475385
3,45,1,29.9,0.6,6.78,0.703417665,0.25921296,115.6022059
3,45,1,29.9,0.8,6.78,0.676469643,0.253195698,113.8155373
3,45,1,29.9,1,6.78,0.649560815,0.256028756,108.0788299
3,45,1,29.9,1.2,6.78,0.63007959,0.237561955,112.9868977
3,45,1.2,29.9,0.4,6.78,0.687644163,0.248028656,118.1058646
3,45,1.2,29.9,0.6,6.78,0.661168451,0.236840654,118.9228842
3,45,1.2,29.9,0.8,6.78,0.634998892,0.231193386,117.0057282
3,45,1.2,29.9,1,6.78,0.615508585,0.216997836,120.8337555
3,45,1.2,29.9,1.2,6.78,0.591779473,0.218623955,115.3112584
3,45,1.4,29.9,0.4,6.78,0.645485039,0.23345455,117.7859261
3,45,1.4,29.9,0.6,6.78,0.623688269,0.21262997,124.9547184
3,45,1.4,29.9,0.8,6.78,0.600024821,0.211449025,120.8851883
3,45,1.4,29.9,1,6.78,0.580344961,0.164503506,150.2867252
3,45,1.4,29.9,1.2,6.78,0.560662859,0.191415525,124.7768996
3,45,1.6,29.9,0.4,6.78,0.609048073,0.212950131,121.8381299
3,45,1.6,29.9,0.6,6.78,0.58439469,0.202907256,122.6925649
3,45,1.6,29.9,0.8,6.78,0.56675688,0.193218413,124.9562122
3,45,1.6,29.9,1,6.78,0.545224632,0.184252758,126.0581801
3,45,1.6,29.9,1.2,6.78,0.5312687,0.174545805,129.6624962
3,45,1.8,29.9,0.4,6.78,0.573858263,0.201304267,121.4398496
3,45,1.8,29.9,0.6,6.78,0.555339255,0.185942819,127.2297064
3,45,1.8,29.9,0.8,6.78,0.535174885,0.178056558,128.0404859
3,45,1.8,29.9,1,6.78,0.518511875,0.171908817,128.4902336
3,45,1.8,29.9,1.2,6.78,0.500325113,0.165297412,128.9424182
3,45,0.8,49.9,0.4,6.78,0.746056325,0.296211497,107.2949466
3,45,0.8,49.9,0.6,6.78,0.714627969,0.287873866,105.7516938
3,45,0.8,49.9,0.8,6.78,0.688082881,0.271527537,107.9534274
3,45,0.8,49.9,1,6.78,0.662702459,0.266670142,105.8653291
3,45,0.8,49.9,1.2,6.78,0.638143419,0.260404019,104.3951145
3,45,1,49.9,0.4,6.78,0.698916618,0.267569195,111.2753109
3,45,1,49.9,0.6,6.78,0.671787223,0.250231947,114.3664253
3,45,1,49.9,0.8,6.78,0.647838051,0.237874479,116.0187455
3,45,1,49.9,1,6.78,0.624594976,0.23105472,115.1577588
3,45,1,49.9,1.2,6.78,0.603670033,0.224234146,114.6852146
3,45,1.2,49.9,0.4,6.78,0.656829211,0.235553301,118.7880701
3,45,1.2,49.9,0.6,6.78,0.632477989,0.223862013,120.3578922
3,45,1.2,49.9,0.8,6.78,0.610420666,0.215768997,120.5173982
3,45,1.2,49.9,1,6.78,0.588917542,0.207618065,120.836716
3,45,1.2,49.9,1.2,6.78,0.569621535,0.198074225,122.5090004
3,45,1.4,49.9,0.4,6.78,0.618296042,0.221251528,119.0473547
3,45,1.4,49.9,0.6,6.78,0.596160492,0.206220302,123.1519623
3,45,1.4,49.9,0.8,6.78,0.577535723,0.189129869,130.0853205
3,45,1.4,49.9,1,6.78,0.556868563,0.18520163,128.0906588
3,45,1.4,49.9,1.2,6.78,0.538357994,0.178812088,128.2578202
3,45,1.6,49.9,0.4,6.78,0.582290069,0.207621756,119.4747376
3,45,1.6,49.9,0.6,6.78,0.562330443,0.191687293,124.9705938
3,45,1.6,49.9,0.8,6.78,0.543461572,0.181051241,127.8724239
3,45,1.6,49.9,1,6.78,0.522856545,0.179127951,124.3451223
3,45,1.6,49.9,1.2,6.78,0.508399233,0.166833376,129.816983
3,45,1.8,49.9,0.4,6.78,0.55002994,0.192329587,121.8287512
3,45,1.8,49.9,0.6,6.78,0.531547167,0.178249977,127.0345597
3,45,1.8,49.9,0.8,6.78,0.51514587,0.164634931,133.2962091
3,45,1.8,49.9,1,6.78,0.497880938,0.158815481,133.5494875
3,45,1.8,49.9,1.2,6.78,0.480366507,0.155982333,131.1918537
3,45,0.8,69.9,0.4,6.78,0.711319961,0.289780542,104.5695738
3,45,0.8,69.9,0.6,6.78,0.682647357,0.274883199,105.7932062
3,45,0.8,69.9,0.8,6.78,0.656512989,0.266841426,104.8092546
3,45,0.8,69.9,1,6.78,0.633829143,0.251033283,107.5599173
3,45,0.8,69.9,1.2,6.78,0.610779808,0.249481607,104.2931297
3,45,1,69.9,0.4,6.78,0.663650014,0.265523536,106.4745095
3,45,1,69.9,0.6,6.78,0.641166216,0.240700715,113.4756848
3,45,1,69.9,0.8,6.78,0.619262776,0.224097383,117.719322
3,45,1,69.9,1,6.78,0.596759013,0.240367916,105.7625837
3,45,1,69.9,1.2,6.78,0.575971523,0.217915303,112.5959693
3,45,1.2,69.9,0.4,6.78,0.628559048,0.225469917,118.759139
3,45,1.2,69.9,0.6,6.78,0.605405925,0.213546143,120.7715105
3,45,1.2,69.9,0.8,6.78,0.58343443,0.204991111,121.2457674
3,45,1.2,69.9,1,6.78,0.563977962,0.195404934,122.952162
3,45,1.2,69.9,1.2,6.78,0.544943853,0.190029526,122.1631533
3,45,1.4,69.9,0.4,6.78,0.591503564,0.208675491,120.7523201
3,45,1.4,69.9,0.6,6.78,0.569308218,0.198344028,122.2750604
3,45,1.4,69.9,0.8,6.78,0.550354529,0.189850616,123.4923617
3,45,1.4,69.9,1,6.78,0.532726085,0.177722994,127.6938272
3,45,1.4,69.9,1.2,6.78,0.513224033,0.17785641,122.926927
3,45,1.6,69.9,0.4,6.78,0.557913204,0.196578626,120.9037875
3,45,1.6,69.9,0.6,6.78,0.538553777,0.181365235,126.4982729
3,45,1.6,69.9,0.8,6.78,0.520491199,0.17229379,128.6925271
3,45,1.6,69.9,1,6.78,0.503341698,0.164067088,130.6926016
3,45,1.6,69.9,1.2,6.78,0.487817779,0.15838275,131.2076953
3,45,1.8,69.9,0.4,6.78,0.528082362,0.179275139,125.4848097
3,45,1.8,69.9,0.6,6.78,0.510034057,0.167020558,130.0884708
3,45,1.8,69.9,0.8,6.78,0.490046874,0.162327763,128.6039717
3,45,1.8,69.9,1,6.78,0.476706227,0.154007961,131.8612583
3,45,1.8,69.9,1.2,6.78,0.46038587,0.152475453,128.6268446
3,45,0.8,89.9,0.4,6.78,0.677841105,0.28373955,101.7694877
3,45,0.8,89.9,0.6,6.78,0.651835447,0.261640825,106.1309439
3,45,0.8,89.9,0.8,6.78,0.626915799,0.257339499,103.7796796
3,45,0.8,89.9,1,6.78,0.601545801,0.251534146,101.8782115
3,45,0.8,89.9,1.2,6.78,0.581943746,0.249888241,99.2075551
3,45,1,89.9,0.4,6.78,0.635940934,0.244997495,110.5769733
3,45,1,89.9,0.6,6.78,0.611868294,0.230980077,112.8477721
3,45,1,89.9,0.8,6.78,0.587105729,0.244442727,102.3172266
3,45,1,89.9,1,6.78,0.568045729,0.218000762,111.0030341
3,45,1,89.9,1.2,6.78,0.549581342,0.2068804,113.1676236
3,45,1.2,89.9,0.4,6.78,0.598795608,0.22285159,114.4649261
3,45,1.2,89.9,0.6,6.78,0.576499953,0.208746941,117.6491296
3,45,1.2,89.9,0.8,6.78,0.556773956,0.198307099,119.6052417
3,45,1.2,89.9,1,6.78,0.537591787,0.191181399,119.7888934
3,45,1.2,89.9,1.2,6.78,0.517700134,0.19015307,115.9803726
3,45,1.4,89.9,0.4,6.78,0.564395267,0.202815366,118.5474102
3,45,1.4,89.9,0.6,6.78,0.543808026,0.188955122,122.6017041
3,45,1.4,89.9,0.8,6.78,0.526171863,0.178732013,125.4107708
3,45,1.4,89.9,1,6.78,0.50741693,0.177743594,121.6131562
3,45,1.4,89.9,1.2,6.78,0.487489694,0.187085965,111.0027639
3,45,1.6,89.9,0.4,6.78,0.531168138,0.189021949,119.7096995
3,45,1.6,89.9,0.6,6.78,0.51264281,0.177960928,122.7155988
3,45,1.6,89.9,0.8,6.78,0.493893502,0.172108897,122.2473778
3,45,1.6,89.9,1,6.78,0.479834298,0.159359365,128.2694582
3,45,1.6,89.9,1.2,6.78,0.463882931,0.1588134,124.4316358
3,45,1.8,89.9,0.4,6.78,0.500254738,0.182068744,117.048372
3,45,1.8,89.9,0.6,6.78,0.483519675,0.165679158,124.3242457
3,45,1.8,89.9,0.8,6.78,0.470505459,0.151787118,132.050276
3,45,1.8,89.9,1,6.78,0.451083703,0.153617401,125.0910638
3,45,1.8,89.9,1.2,6.78,0.439616241,0.147530159,126.9411648
3,50,0.8,9.9,0.4,6.78,0.947667203,0.391801378,103.0384824
3,50,0.8,9.9,0.6,6.78,0.911178983,0.376617972,103.0652392
3,50,0.8,9.9,0.8,6.78,0.877706535,0.359072987,104.1300697
3,50,0.8,9.9,1,6.78,0.847241205,0.339595523,106.2807659
3,50,0.8,9.9,1.2,6.78,0.818197193,0.332175455,104.9300813
3,50,1,9.9,0.4,6.78,0.892757894,0.34819554,109.2244979
3,50,1,9.9,0.6,6.78,0.859893161,0.315814036,115.9905559
3,50,1,9.9,0.8,6.78,0.827885157,0.308437009,114.343946
3,50,1,9.9,1,6.78,0.798544544,0.304686534,111.6491571
3,50,1,9.9,1.2,6.78,0.77334068,0.289258044,113.89246
3,50,1.2,9.9,0.4,6.78,0.843658553,0.297238846,120.912363
3,50,1.2,9.9,0.6,6.78,0.812063192,0.284033792,121.7949766
3,50,1.2,9.9,0.8,6.78,0.784033143,0.272123443,122.737713
3,50,1.2,9.9,1,6.78,0.757675671,0.263898168,122.3084687
3,50,1.2,9.9,1.2,6.78,0.734002029,0.251832522,124.1638034
3,50,1.4,9.9,0.4,6.78,0.79364687,0.288550972,117.1694329
3,50,1.4,9.9,0.6,6.78,0.768620041,0.257203342,127.3047649
3,50,1.4,9.9,0.8,6.78,0.739783576,0.256303635,122.9587621
3,50,1.4,9.9,1,6.78,0.719148168,0.232963516,131.5043227
3,50,1.4,9.9,1.2,6.78,0.695594169,0.227720994,130.1255036
3,50,1.6,9.9,0.4,6.78,0.753072096,0.257880675,124.4019876
3,50,1.6,9.9,0.6,6.78,0.728248933,0.23431268,132.4017204
3,50,1.6,9.9,0.8,6.78,0.702959699,0.229338653,130.5758109
3,50,1.6,9.9,1,6.78,0.680015367,0.222629997,130.1201658
3,50,1.6,9.9,1.2,6.78,0.658115032,0.217585342,128.8492032
3,50,1.8,9.9,0.4,6.78,0.713944849,0.234123497,129.9060044
3,50,1.8,9.9,0.6,6.78,0.690005665,0.220261439,133.4515881
3,50,1.8,9.9,0.8,6.78,0.668082693,0.206677921,137.7037284
3,50,1.8,9.9,1,6.78,0.647134528,0.198960866,138.5595524
3,50,1.8,9.9,1.2,6.78,0.625686604,0.197611522,134.8820495
3,50,0.8,29.9,0.4,6.78,0.908554393,0.373846763,103.5301565
3,50,0.8,29.9,0.6,6.78,0.874709482,0.337360774,110.4533297
3,50,0.8,29.9,0.8,6.78,0.842278928,0.329683101,108.8350576
3,50,0.8,29.9,1,6.78,0.813271774,0.317743832,109.0355535
3,50,0.8,29.9,1.2,6.78,0.783119488,0.32189794,103.6380889
3,50,1,29.9,0.4,6.78,0.857243985,0.314098668,116.2647105
3,50,1,29.9,0.6,6.78,0.82546038,0.293873783,119.6588848
3,50,1,29.9,0.8,6.78,0.795566391,0.285010373,118.9119017
3,50,1,29.9,1,6.78,0.767300406,0.282046933,115.8920402
3,50,1,29.9,1.2,6.78,0.745332562,0.261005399,121.6494546
3,50,1.2,29.9,0.4,6.78,0.809540789,0.276887059,124.5505471
3,50,1.2,29.9,0.6,6.78,0.777756836,0.264469536,125.2788466
3,50,1.2,29.9,0.8,6.78,0.753089101,0.25125334,127.686235
3,50,1.2,29.9,1,6.78,0.729970842,0.235585833,131.9975602
3,50,1.2,29.9,1.2,6.78,0.704814385,0.237481227,126.4314266
3,50,1.4,29.9,0.4,6.78,0.765188033,0.250802696,129.9707216
3,50,1.4,29.9,0.6,6.78,0.738534805,0.237661403,132.3798464
3,50,1.4,29.9,0.8,6.78,0.714989256,0.223058176,136.5497568
3,50,1.4,29.9,1,6.78,0.689421464,0.225544467,130.215351
3,50,1.4,29.9,1.2,6.78,0.669685808,0.210676087,135.4145759
3,50,1.6,29.9,0.4,6.78,0.723315421,0.238371842,129.265412
3,50,1.6,29.9,0.6,6.78,0.698467208,0.223470809,133.1480414
3,50,1.6,29.9,0.8,6.78,0.676599528,0.211880061,136.0351573
3,50,1.6,29.9,1,6.78,0.655627032,0.203461587,137.27264
3,50,1.6,29.9,1.2,6.78,0.637408712,0.189959972,142.9438454
3,50,1.8,29.9,0.4,6.78,0.685566193,0.22168087,131.7439672
3,50,1.8,29.9,0.6,6.78,0.661164852,0.211445968,133.2048115
3,50,1.8,29.9,0.8,6.78,0.643080026,0.196015133,139.7606721
3,50,1.8,29.9,1,6.78,0.622673199,0.190468017,139.2668255
3,50,1.8,29.9,1.2,6.78,0.603862757,0.181093175,142.0514671
3,50,0.8,49.9,0.4,6.78,0.869720373,0.336544558,110.0896859
3,50,0.8,49.9,0.6,6.78,0.835042924,0.321705244,110.5758336
3,50,0.8,49.9,0.8,6.78,0.806210397,0.301774725,113.8086035
3,50,0.8,49.9,1,6.78,0.780731622,0.293017545,113.5057094
3,50,0.8,49.9,1.2,6.78,0.752544688,0.290651177,110.2985419
3,50,1,49.9,0.4,6.78,0.818988241,0.301869301,115.576165
3,50,1,49.9,0.6,6.78,0.790012788,0.273947976,122.8501207
3,50,1,49.9,0.8,6.78,0.760866038,0.2696331,120.2110962
3,50,1,49.9,1,6.78,0.735201354,0.263596279,118.8164536
3,50,1,49.9,1.2,6.78,0.711920855,0.25407824,119.3641212
3,50,1.2,49.9,0.4,6.78,0.77115052,0.274384196,119.7263173
3,50,1.2,49.9,0.6,6.78,0.745695252,0.249244201,127.4517717
3,50,1.2,49.9,0.8,6.78,0.721729161,0.234428986,131.1512717
3,50,1.2,49.9,1,6.78,0.697865911,0.224967241,132.1485081
3,50,1.2,49.9,1.2,6.78,0.674269331,0.223853303,128.315601
3,50,1.4,49.9,0.4,6.78,0.731332907,0.244584222,127.378532
3,50,1.4,49.9,0.6,6.78,0.70649227,0.228888213,131.4902489
3,50,1.4,49.9,0.8,6.78,0.683485061,0.214243014,135.9038996
3,50,1.4,49.9,1,6.78,0.662568763,0.206967371,136.3762163
3,50,1.4,49.9,1.2,6.78,0.641864627,0.199293472,137.2018386
3,50,1.6,49.9,0.4,6.78,0.69184186,0.229222597,128.5757212
3,50,1.6,49.9,0.6,6.78,0.66799487,0.208789014,136.2934696
3,50,1.6,49.9,0.8,6.78,0.647008797,0.204183241,134.989396
3,50,1.6,49.9,1,6.78,0.626547926,0.194530886,137.2066925
3,50,1.6,49.9,1.2,6.78,0.608857684,0.186787448,138.8601611
3,50,1.8,49.9,0.4,6.78,0.656829682,0.2106084,132.8576737
3,50,1.8,49.9,0.6,6.78,0.634724259,0.202849407,133.297166
3,50,1.8,49.9,0.8,6.78,0.614590168,0.188093733,139.1941052
3,50,1.8,49.9,1,6.78,0.59626738,0.18010812,141.0318878
3,50,1.8,49.9,1.2,6.78,0.579108366,0.172642398,142.8966151
3,50,0.8,69.9,0.4,6.78,0.82976387,0.327976601,107.7757917
3,50,0.8,69.9,0.6,6.78,0.798389577,0.303471892,112.0742779
3,50,0.8,69.9,0.8,6.78,0.76881211,0.291604782,112.3143211
3,50,0.8,69.9,1,6.78,0.743418821,0.282000998,112.3032872
3,50,0.8,69.9,1.2,6.78,0.718341027,0.278084823,110.0431328
3,50,1,69.9,0.4,6.78,0.781808048,0.290323291,114.7170107
3,50,1,69.9,0.6,6.78,0.7537237,0.264868601,121.2247385
3,50,1,69.9,0.8,6.78,0.727352278,0.253080475,122.4322202
3,50,1,69.9,1,6.78,0.702476624,0.250360215,119.5297807
3,50,1,69.9,1.2,6.78,0.679548098,0.24596088,117.6965483
3,50,1.2,69.9,0.4,6.78,0.738620226,0.257342389,122.2698641
3,50,1.2,69.9,0.6,6.78,0.712515285,0.242347259,125.2465107
3,50,1.2,69.9,0.8,6.78,0.687278108,0.233562805,125.3540559
3,50,1.2,69.9,1,6.78,0.666021588,0.221379103,128.1625812
3,50,1.2,69.9,1.2,6.78,0.644715331,0.21417653,128.2347357
3,50,1.4,69.9,0.4,6.78,0.69786731,0.234500064,126.7767025
3,50,1.4,69.9,0.6,6.78,0.674795315,0.22080543,130.188275
3,50,1.4,69.9,0.8,6.78,0.650686218,0.215161325,128.8299863
3,50,1.4,69.9,1,6.78,0.633624251,0.196602455,137.2942711
3,50,1.4,69.9,1.2,6.78,0.611582867,0.199727955,130.4445732
3,50,1.6,69.9,0.4,6.78,0.66266162,0.216790372,130.2151124
3,50,1.6,69.9,0.6,6.78,0.637846176,0.210833403,128.88017
3,50,1.6,69.9,0.8,6.78,0.620339542,0.189411015,139.5191419
3,50,1.6,69.9,1,6.78,0.601204844,0.182124483,140.6253776
3,50,1.6,69.9,1.2,6.78,0.582757962,0.179097846,138.6141017
3,50,1.8,69.9,0.4,6.78,0.625983359,0.207578381,128.4666
3,50,1.8,69.9,0.6,6.78,0.608085706,0.187220643,138.3632085
3,50,1.8,69.9,0.8,6.78,0.589116467,0.179955111,139.4589978
3,50,1.8,69.9,1,6.78,0.571042104,0.171371682,141.9510575
3,50,1.8,69.9,1.2,6.78,0.554797913,0.164289895,143.857838
3,50,0.8,89.9,0.4,6.78,0.790434503,0.311191044,108.2052574
3,50,0.8,89.9,0.6,6.78,0.758401272,0.341635011,94.56844408
3,50,0.8,89.9,0.8,6.78,0.734461477,0.280320395,111.6153402
3,50,0.8,89.9,1,6.78,0.70667222,0.277915241,108.3216373
3,50,0.8,89.9,1.2,6.78,0.685244293,0.277301008,105.2697377
3,50,1,89.9,0.4,6.78,0.745546444,0.268036793,118.4922243
3,50,1,89.9,0.6,6.78,0.716592708,0.267009645,114.3286294
3,50,1,89.9,0.8,6.78,0.691524418,0.250433427,117.6318116
3,50,1,89.9,1,6.78,0.668778124,0.260571963,109.3361898
3,50,1,89.9,1.2,6.78,0.648790437,0.232358503,118.9475311
3,50,1.2,89.9,0.4,6.78,0.701319785,0.266629021,112.0516444
3,50,1.2,89.9,0.6,6.78,0.678161795,0.237658731,121.5595568
3,50,1.2,89.9,0.8,6.78,0.656610255,0.216643301,129.1135905
3,50,1.2,89.9,1,6.78,0.635288788,0.21366893,126.659969
3,50,1.2,89.9,1.2,6.78,0.61248759,0.212647195,122.7007442
3,50,1.4,89.9,0.4,6.78,0.664489824,0.238112757,118.8817619
3,50,1.4,89.9,0.6,6.78,0.639882197,0.243285605,112.0451796
3,50,1.4,89.9,0.8,6.78,0.61994973,0.204246132,129.3040707
3,50,1.4,89.9,1,6.78,0.601561719,0.201226102,127.3519033
3,50,1.4,89.9,1.2,6.78,0.581981884,0.196488639,126.1774026
3,50,1.6,89.9,0.4,6.78,0.626112681,0.22225324,120.0090396
3,50,1.6,89.9,0.6,6.78,0.610942315,0.198658081,131.0097245
3,50,1.6,89.9,0.8,6.78,0.591727093,0.187693146,134.3020376
