"a [mm]","d [mm]","my_theta [deg]","p [mm]","Freq [MHz]","im(Z(1,1))/(2*pi*Freq)*1e6 []","re(Z(1,1)) []","im(Z(1,1))/re(Z(1,1)) []"
55,1.2,9.9,0.4,6.78,3.0004026193477,1.36807304958748,93.4285934287865
55,1.2,9.9,0.6,6.78,2.71833858543502,1.06605041379184,108.62639553277
55,1.2,9.9,0.8,6.78,2.49466002090497,0.906546892570986,117.227811090026
55,1.2,9.9,1,6.78,2.29929443669378,0.804851254264499,121.699424790455
55,0.4,29.9,0.4,6.78,4.28992596072375,2.30038554836712,79.4435656833736
55,0.4,29.9,0.6,6.78,3.83160864431134,1.8359566689083,88.9054285167618
55,0.4,29.9,0.8,6.78,3.48800004958354,1.562293755106,95.1093794041037
55,0.4,29.9,1,6.78,3.19856870170498,1.39470889136163,97.6971007830531
55,0.6,29.9,0.4,6.78,3.86621693791253,1.82440042860147,90.2766876107211
55,0.6,29.9,0.6,6.78,3.47503055448169,1.46623684831995,100.963421578333
55,0.6,29.9,0.8,6.78,3.16588710401553,1.26582496860604,106.544571740867
55,0.6,29.9,1,6.78,2.91320563988481,1.13487809757567,109.353198362183
55,0.8,29.9,0.4,6.78,3.49462752218642,1.6026239442446,92.8921100540012
55,0.8,29.9,0.6,6.78,3.14933493099532,1.23769413730481,108.396454846582
55,0.8,29.9,0.8,6.78,2.88057246680652,1.05670205343848,116.127697742893
55,0.8,29.9,1,6.78,2.6558471359392,0.934688115767063,121.044738320125
55,1,29.9,0.4,6.78,3.15689687519533,1.34130526300314,100.263377154506
55,1,29.9,0.6,6.78,2.85936532660713,1.08732877651463,112.025870372593
55,1,29.9,0.8,6.78,2.6198727926366,0.934573414246542,119.419801363997
55,1,29.9,1,6.78,2.41939042655194,0.82242916441973,125.319027921531
55,1.2,29.9,0.4,6.78,2.85515481777061,1.21244273376076,100.317797717127
55,1.2,29.9,0.6,6.78,2.59808254562979,0.963329276595532,114.891459996805
55,1.2,29.9,0.8,6.78,2.38773323597446,0.828584380060143,122.760493273996
55,1.2,29.9,1,6.78,2.20553948691726,0.728820885305242,128.915040799328
55,0.4,49.9,0.4,6.78,4.06678594442139,2.08188417961449,83.215516126145
55,0.4,49.9,0.6,6.78,3.63638070188012,1.66241510935042,93.1835880670395
55,0.4,49.9,0.8,6.78,3.31410512334601,1.43014609650209,98.7177929665083
55,0.4,49.9,1,6.78,3.04892292298356,1.29231249428916,100.505184360696
55,0.6,49.9,0.4,6.78,3.64174489872145,1.68609760133467,92.010284214487
55,0.6,49.9,0.6,6.78,3.29298436003034,1.35779201419699,103.315618562148
55,0.6,49.9,0.8,6.78,3.0149776248394,1.15399360226734,111.298741743161
55,0.6,49.9,1,6.78,2.77663300213548,1.02112485444463,115.837505406063
55,0.8,49.9,0.4,6.78,3.31165840565,1.4391612294555,98.0269848950347
55,0.8,49.9,0.6,6.78,2.99517304204221,1.14513412292022,111.423071064473
55,0.8,49.9,0.8,6.78,2.74432352239323,0.981782071094917,119.077517881814
55,0.8,49.9,1,6.78,2.53113745929572,0.877201737065364,122.920922353375
55,1,49.9,0.4,6.78,2.99821354615759,1.25096346405753,102.100412914165
55,1,49.9,0.6,6.78,2.72003031659974,1.03248796678767,112.227246588097
55,1,49.9,0.8,6.78,2.49919619679964,0.875310075642749,121.632038640807
55,1,49.9,1,6.78,2.30672411012465,0.783502499780253,125.419432324346
55,1.2,49.9,0.4,6.78,2.71071743030862,1.11432824990795,103.628847904688
55,1.2,49.9,0.6,6.78,2.47486888550295,0.892959742430505,118.067366937577
55,1.2,49.9,0.8,6.78,2.27621458877934,0.772734322524299,125.485215839043
55,1.2,49.9,1,6.78,2.10736309495722,0.677265435160174,132.553140263144
55,0.4,69.9,0.4,6.78,3.86871040684213,2.13646582120971,77.1400355208046
55,0.4,69.9,0.6,6.78,3.45614719158083,1.6030308223257,91.8459307262342
55,0.4,69.9,0.8,6.78,3.15202072956772,1.36477355456793,98.3870703152801
55,0.4,69.9,1,6.78,2.89754287913069,1.2102990634359,101.987450786917
55,0.6,69.9,0.4,6.78,3.47801649200749,1.68784771936248,87.7824985505059
55,0.6,69.9,0.6,6.78,3.13227164376191,1.24761070827147,106.95224063818
55,0.6,69.9,0.8,6.78,2.86581990647692,1.10508149799716,110.475035434569
55,0.6,69.9,1,6.78,2.64330695328957,0.982215666415343,114.643728967795
55,0.8,69.9,0.4,6.78,3.14757221883305,1.3973649545282,95.9567253364939
55,0.8,69.9,0.6,6.78,2.83848171140151,1.07740563285204,112.231927280639
55,0.8,69.9,0.8,6.78,2.6105759551558,0.944171773143449,117.786328091643
55,0.8,69.9,1,6.78,2.40595571810569,0.848758870906691,120.75715306362
55,1,69.9,0.4,6.78,2.84932355382025,1.21296186788689,100.070065102112
55,1,69.9,0.6,6.78,2.58933806923451,0.950053665179473,116.104801682
55,1,69.9,0.8,6.78,2.37714684691983,0.829469065813071,122.08586341989
55,1,69.9,1,6.78,2.20148499935686,0.731488892985421,128.208717737824
55,1.2,69.9,0.4,6.78,2.57935076706144,1.09603330725622,100.252731937084
55,1.2,69.9,0.6,6.78,2.35633023287313,0.866060923537582,115.903692995142
55,1.2,69.9,0.8,6.78,2.17119766248074,0.728954166658041,126.884537874034
55,1.2,69.9,1,6.78,2.00879316156802,0.662430217909499,129.182786507539
55,0.4,89.9,0.4,6.78,3.67697647108098,2.20238410679741,71.1225548185673
55,0.4,89.9,0.6,6.78,3.28907997191556,1.71291985663924,81.7988035825832
55,0.4,89.9,0.8,6.78,2.98566706025508,1.31755496054423,96.5344215426193
55,0.4,89.9,1,6.78,2.75612860242203,1.35498978492279,86.6508882943812
55,0.6,89.9,0.4,6.78,3.25990538215032,1.67598652628048,82.8598293064285
55,0.6,89.9,0.6,6.78,2.97333389270245,1.70701650979395,74.2019847768823
55,0.6,89.9,0.8,6.78,2.7232457715971,1.08016144673438,107.400852316946
55,0.6,89.9,1,6.78,2.50907454671822,0.969061565130169,110.299046479784
55,0.8,89.9,0.4,6.78,2.9620024893341,1.35400482856975,93.191170864879
55,0.8,89.9,0.6,6.78,2.70293133512374,1.09205830162973,105.438386327049
55,0.8,89.9,0.8,6.78,2.47380310541484,1.04212649206181,101.124003798839
55,0.8,89.9,1,6.78,2.29386275256057,0.796833679862113,122.633552560616
55,1,89.9,0.4,6.78,2.68784333395413,1.15792230161414,98.8858372828943
55,1,89.9,0.6,6.78,2.45789335729694,0.9442879732111,110.883809918491
55,1,89.9,0.8,6.78,2.26040556153591,0.785038549149569,122.660560871983
55,1,89.9,1,6.78,2.09290433039457,0.715347185431403,124.635587753562
55,1.2,89.9,0.4,6.78,2.44594686068794,1.03509315458042,100.664686029891
55,1.2,89.9,0.6,6.78,2.22157927665057,0.850733148519134,111.244365302896
55,1.2,89.9,0.8,6.78,2.06335722709973,0.71128734159745,123.577357939777
55,1.2,89.9,1,6.78,1.91238591898527,0.625744858756561,130.193052473405
60,0.4,9.9,0.4,6.78,5.38857812626744,3.29627845511615,69.6401750678797
60,0.4,9.9,0.6,6.78,4.73181834322536,2.58699732270835,77.9186907290095
60,0.4,9.9,0.8,6.78,4.30690165411009,2.09539452967809,87.5605964829092
60,0.4,9.9,1,6.78,3.93799613282133,1.85856419371471,90.2624841157022
60,0.6,9.9,0.4,6.78,4.86174342130719,2.74981754036376,75.3178162263796
60,0.6,9.9,0.6,6.78,4.29999936393737,2.02194749604466,90.5958031588778
60,0.6,9.9,0.8,6.78,3.92597127157263,1.67757934467599,99.6950531718618
60,0.6,9.9,1,6.78,3.60265338915435,1.4913835906786,102.906470411267
60,0.8,9.9,0.4,6.78,4.39749755364813,2.19196324853092,85.4637412391823
60,0.8,9.9,0.6,6.78,3.93331665671106,1.70943336600055,98.0203608285966
60,0.8,9.9,0.8,6.78,3.58388618233213,1.45442640581556,104.97164916204
60,0.8,9.9,1,6.78,3.29664811839558,1.26143058824281,111.331688978815
60,1,9.9,0.4,6.78,3.98063297334263,1.95319976714943,86.8190510347268
60,1,9.9,0.6,6.78,3.58210180217353,1.46422641526495,104.217163564395
60,1,9.9,0.8,6.78,3.27440503941913,1.23417106239181,113.022940729421
60,1,9.9,1,6.78,3.01771991329547,1.07781087788751,119.274039655534
60,1.2,9.9,0.4,6.78,3.61748948806077,1.65277680866504,93.240078332316
60,1.2,9.9,0.6,6.78,3.26543600792817,1.30354961353523,106.714436244851
60,1.2,9.9,0.8,6.78,2.99383755734245,1.08703047150752,117.326489418683
60,1.2,9.9,1,6.78,2.76615630896765,0.940747239104484,125.260265305817
60,0.8,10,0.5,6.78,4.1455267955266,1.91600782429719,92.1705142610807
60,0.4,29.9,0.4,6.78,5.05034727890202,2.81160726087992,76.5202092077256
60,0.4,29.9,0.6,6.78,4.4864532590489,2.19617658688794,87.0252846458776
60,0.4,29.9,0.8,6.78,4.07595022052776,1.86986471521618,92.8599075844811
60,0.4,29.9,1,6.78,3.74957496218276,1.65334255823485,96.6114850367716
60,0.6,29.9,0.4,6.78,4.57803737629656,2.29810916732011,84.862972761829
60,0.6,29.9,0.6,6.78,4.08659380795314,1.75649601481364,99.1114582487377
60,0.6,29.9,0.8,6.78,3.72864224550753,1.50301836492074,105.680775350536
60,0.6,29.9,1,6.78,3.43224709945327,1.31671107936646,111.044644730655
60,0.8,29.9,0.4,6.78,4.14415789817577,1.97538578539029,89.3704474220726
60,0.8,29.9,0.6,6.78,3.72767426933864,1.53438828960756,103.49330183577
60,0.8,29.9,0.8,6.78,3.40922655725778,1.28786320790303,112.770547458519
60,0.8,29.9,1,6.78,3.14608236516612,1.0969199043855,122.181297686237
60,1,29.9,0.4,6.78,3.76532501255557,1.64767781928697,97.3508473785768
60,1,29.9,0.6,6.78,3.40611201053258,1.32478391624056,109.527567136718
60,1,29.9,0.8,6.78,3.11808013085454,1.10140619987489,120.600558005203
60,1,29.9,1,6.78,2.88372764761563,0.979331073361101,125.439486909609
60,1.2,29.9,0.4,6.78,3.42967455767614,1.52965375947924,95.5145063680982
60,1.2,29.9,0.6,6.78,3.10681253565249,1.17829059200905,112.323906919081
60,1.2,29.9,0.8,6.78,2.85628068199935,0.987449996212148,123.224008494444
60,1.2,29.9,1,6.78,2.64520951505516,0.845366900319566,133.298235038746
60,0.4,49.9,0.4,6.78,4.74796964005264,2.60132052460789,77.7541589273369
60,0.4,49.9,0.6,6.78,4.24420485847531,2.00626822024488,90.1191125862136
60,0.4,49.9,0.8,6.78,3.86424232619901,1.67775742931616,98.1171093278743
60,0.4,49.9,1,6.78,3.56146043156518,1.52436979812563,99.5284751037964
60,0.6,49.9,0.4,6.78,4.32156765331539,2.12529824590966,86.6225560356281
60,0.6,49.9,0.6,6.78,3.87247806990154,1.62115402510057,101.759332682513
60,0.6,49.9,0.8,6.78,3.53685217912569,1.38187624444456,109.032838969875
60,0.6,49.9,1,6.78,3.25299906010222,1.21562886088,113.996757277457
60,0.8,49.9,0.4,6.78,3.91319739438827,1.77873976510567,93.7192714279598
60,0.8,49.9,0.6,6.78,3.53489445151522,1.35201319603729,111.379453461741
60,0.8,49.9,0.8,6.78,3.23933177331106,1.16400052081295,118.552800757311
60,0.8,49.9,1,6.78,2.99046315075622,1.04114968104194,122.35869800897
60,1,49.9,0.4,6.78,3.57986765259707,1.5506724947727,98.345943173161
60,1,49.9,0.6,6.78,3.22916967947988,1.21626825532921,113.102200984158
60,1,49.9,0.8,6.78,2.96902217404066,1.01905685903717,124.115090097842
60,1,49.9,1,6.78,2.74638020921003,0.912233226869308,128.252056088027
60,1.2,49.9,0.4,6.78,3.24534897892563,1.35815842818,101.793613980677
60,1.2,49.9,0.6,6.78,2.95187644262015,1.06433842820516,118.14844080166
60,1.2,49.9,0.8,6.78,2.7208630322908,0.911441000436958,127.170881360155
60,1.2,49.9,1,6.78,2.52087602892767,0.809575510709471,132.648910809304
60,0.4,69.9,0.4,6.78,4.58859516496018,2.6432081365269,73.9533655059503
60,0.4,69.9,0.6,6.78,4.05108271900038,1.9400210574587,88.9557917486771
60,0.4,69.9,0.8,6.78,3.67423898656875,1.62978621127619,96.0387113683815
60,0.4,69.9,1,6.78,3.38778242352689,1.41954142121153,101.666296475077
60,0.6,69.9,0.4,6.78,4.08316922574026,1.98592504398332,87.587895008114
60,0.6,69.9,0.6,6.78,3.67229350339178,1.53890021642636,101.656811982199
60,0.6,69.9,0.8,6.78,3.35915608987674,1.31757917334091,108.608302387437
60,0.6,69.9,1,6.78,3.1022295216563,1.11170167183832,118.876286461152
60,0.8,69.9,0.4,6.78,3.70936971164333,1.64985213552485,95.7777566216569
60,0.8,69.9,0.6,6.78,3.3552485427018,1.3338472284956,107.158880513843
60,0.8,69.9,0.8,6.78,3.07772915232543,1.11510297406586,117.577706996754
60,0.8,69.9,1,6.78,2.84425742355636,0.985109161874337,122.99688262402
60,1,69.9,0.4,6.78,3.36208519003672,1.46070546167664,98.0518117385698
60,1,69.9,0.6,6.78,3.06826803106508,1.1406381812782,114.592172320574
60,1,69.9,0.8,6.78,2.82113120735961,0.977824860389614,122.905628703992
60,1,69.9,1,6.78,2.61416248899947,0.857574753460894,129.858431729342
60,1.2,69.9,0.4,6.78,3.07797779823021,1.31093592169946,100.021550176599
60,1.2,69.9,0.6,6.78,2.80653317030621,1.02642150580845,116.48070722051
60,1.2,69.9,0.8,6.78,2.58773882230952,0.873442953997022,126.210491441065
60,1.2,69.9,1,6.78,2.40121867752338,0.763289729606337,134.014520317561
60,0.4,89.9,0.4,6.78,4.29980572184326,2.47772332319022,73.9274262313091
60,0.4,89.9,0.6,6.78,3.84444199111335,2.29415856909319,71.3870510614169
60,0.4,89.9,0.8,6.78,3.48424013150378,1.88577652994972,78.709547309086
60,0.4,89.9,1,6.78,3.20592825076747,1.58201122461348,86.328421544029
60,0.6,89.9,0.4,6.78,3.80292342120698,1.93346221171877,83.7898579062489
60,0.6,89.9,0.6,6.78,3.45987741899005,1.63485292935832,90.1553668141485
60,0.6,89.9,0.8,6.78,3.18281760236711,1.27262559622631,106.541954483406
60,0.6,89.9,1,6.78,2.92337946705838,1.21810506723764,102.237449027527
60,0.8,89.9,0.4,6.78,3.50886045694121,1.62601837699061,91.9285076283487
60,0.8,89.9,0.6,6.78,3.17646053887048,1.28186800320776,105.562512775872
60,0.8,89.9,0.8,6.78,2.91875594201648,1.04634197283388,118.832079568657
60,0.8,89.9,1,6.78,2.70597820657757,0.911222842516635,126.50545666024
60,1,89.9,0.4,6.78,3.18534604775942,1.41345900525533,96.002593359696
60,1,89.9,0.6,6.78,2.91709188725997,1.04159495511437,119.30559305711
60,1,89.9,0.8,6.78,2.68394403377829,0.956271122217095,119.564424224355
60,1,89.9,1,6.78,2.48554081461519,0.814632318986175,129.977693302641
60,1.2,89.9,0.4,6.78,2.91628032415018,1.26314558350335,98.3525041627491
60,1.2,89.9,0.6,6.78,2.66008783246791,1.00448161515232,112.814142470446
60,1.2,89.9,0.8,6.78,2.45860660803403,0.851277799019112,123.034610710346
60,1.2,89.9,1,6.78,2.28113647503622,0.758521492165448,128.112923086088
65,0.4,9.9,0.4,6.78,6.34107251567972,4.15699218269087,64.9820000516322
65,0.4,9.9,0.6,6.78,5.54868352794132,3.09471720095786,76.3798056073626
65,0.4,9.9,0.8,6.78,5.00368911970925,2.5935015758825,82.1889372969152
65,0.4,9.9,1,6.78,4.5776925103149,2.2022563563482,88.5499473384614
65,0.6,9.9,0.4,6.78,5.77420016601423,3.47932863957991,70.6978074410246
65,0.6,9.9,0.6,6.78,5.0690401930874,2.55335440942278,84.5715319002609
65,0.6,9.9,0.8,6.78,4.57144321888318,2.07901111097139,93.6711995238201
65,0.6,9.9,1,6.78,4.20422877429595,1.77377620131494,100.971097957108
65,0.8,9.9,0.4,6.78,5.21795440700765,2.89561282012248,76.7660777431216
65,0.8,9.9,0.6,6.78,4.62782175812502,2.16828197685771,90.9223026617171
65,0.8,9.9,0.8,6.78,4.20690078587229,1.74888677592915,102.473162200698
65,0.8,9.9,1,6.78,3.86915278724158,1.50049423778954,109.84773589223
65,1,9.9,0.4,6.78,4.75989165081321,2.47105452807748,82.0586372346626
65,1,9.9,0.6,6.78,4.23856119621499,1.85423793523989,97.3783828897642
65,1,9.9,0.8,6.78,3.8557043291428,1.47810142039562,111.124303249905
65,1,9.9,1,6.78,3.55763328683757,1.30259028129652,116.349067950457
65,1.2,9.9,0.4,6.78,4.32753914734969,2.12742354240125,86.6555945953813
65,1.2,9.9,0.6,6.78,3.86383789537401,1.64682198148804,99.9497712663857
65,1.2,9.9,0.8,6.78,3.5463639777162,1.32590513260805,113.94110250196
65,1.2,9.9,1,6.78,3.27476719785024,1.15505444051613,120.777918242706
65,0.4,29.9,0.4,6.78,5.90086247983196,3.4939243598629,71.9468123532541
65,0.4,29.9,0.6,6.78,5.21214942030766,2.69454162273214,82.4027153924406
65,0.4,29.9,0.8,6.78,4.72243950740342,2.25371250738761,89.2642274794813
65,0.4,29.9,1,6.78,4.34095688500085,1.9558734728748,94.5484205205707
65,0.6,29.9,0.4,6.78,5.3829404113149,2.94812131307669,77.7828378476291
65,0.6,29.9,0.6,6.78,4.76220438709009,2.21509483950302,91.5851935753348
65,0.6,29.9,0.8,6.78,4.34007197132921,1.78076280917582,103.824635895645
65,0.6,29.9,1,6.78,3.99245615857449,1.56093838392027,108.959213038328
65,0.8,29.9,0.4,6.78,4.90251959898144,2.49179381153776,83.8140444107329
65,0.8,29.9,0.6,6.78,4.37842534701416,1.88916021908845,98.7321784886125
65,0.8,29.9,0.8,6.78,3.98620584131768,1.53696161183813,110.485748708879
65,0.8,29.9,1,6.78,3.67611262545524,1.32058847258127,118.585303293317
65,1,29.9,0.4,6.78,4.41010402635083,2.15377683148373,87.2283575640256
65,1,29.9,0.6,6.78,4.00329784218362,1.59140225972079,107.163649262207
65,1,29.9,0.8,6.78,3.66543461270235,1.33898429510902,116.61637990261
65,1,29.9,1,6.78,3.38746189938407,1.13814851794093,126.790012362613
65,1.2,29.9,0.4,6.78,4.0731702484033,1.85844185532938,93.3669446533518
65,1.2,29.9,0.6,6.78,3.68009330865257,1.4620163327473,107.229965989451
65,1.2,29.9,0.8,6.78,3.36801166419347,1.1494219129148,124.825604157499
65,1.2,29.9,1,6.78,3.12159744509171,1.02879624582933,129.257897672327
65,0.4,49.9,0.4,6.78,0.615303016042454,1.5626517155121,16.7739912851081
